 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 894.195  7.60940e-01  3.63906e-01  8.15457e-03  1.13765e-01  7.40468e-02  5.44364e-02  7.31228e-01  2.97113e-02  6.71918e-02  6.85499e-03
 900.842  6.67961e-01  2.81206e-01  6.96667e-03  8.89945e-02  6.42010e-02  4.12552e-02  6.44104e-01  2.38571e-02  5.91860e-02  5.01501e-03
 907.472  6.82542e-01  2.94376e-01  7.01621e-03  9.29843e-02  6.56937e-02  4.33362e-02  6.57572e-01  2.49699e-02  6.04236e-02  5.27007e-03
 914.084  6.64952e-01  2.78543e-01  6.70258e-03  8.81752e-02  6.38229e-02  4.08330e-02  6.41617e-01  2.33342e-02  5.89575e-02  4.86536e-03
 920.678  6.87326e-01  3.15218e-01  6.85827e-03  9.90853e-02  6.63962e-02  4.67833e-02  6.62870e-01  2.44562e-02  6.09104e-02  5.48578e-03
 927.255  6.47811e-01  2.76100e-01  6.32051e-03  8.73822e-02  6.21657e-02  4.05190e-02  6.25902e-01  2.19094e-02  5.75134e-02  4.65230e-03
 933.815  4.38228e-01  1.02528e-01  4.08932e-03  3.50457e-02  4.10164e-02  1.38451e-02  4.26278e-01  1.19492e-02  3.91702e-02  1.84614e-03
 940.358  5.46854e-01  1.85867e-01  5.07474e-03  6.05180e-02  5.17338e-02  2.62273e-02  5.30482e-01  1.63727e-02  4.87453e-02  2.98851e-03
 946.883  5.02759e-01  1.47769e-01  4.54853e-03  4.92772e-02  4.73244e-02  2.03940e-02  4.88561e-01  1.41981e-02  4.48933e-02  2.43112e-03
 953.391  5.24260e-01  1.73505e-01  4.69186e-03  5.68176e-02  4.95425e-02  2.43596e-02  5.09168e-01  1.50918e-02  4.67869e-02  2.75562e-03
 959.883  5.62701e-01  2.12751e-01  4.99457e-03  6.81654e-02  5.34717e-02  3.05997e-02  5.46050e-01  1.66510e-02  5.01759e-02  3.29576e-03
 966.357  5.88984e-01  2.46523e-01  5.17224e-03  7.80426e-02  5.62747e-02  3.61054e-02  5.71161e-01  1.78231e-02  5.24833e-02  3.79136e-03
 972.814  6.18046e-01  2.77565e-01  5.35647e-03  8.73887e-02  5.93094e-02  4.10582e-02  5.99086e-01  1.89594e-02  5.50493e-02  4.26007e-03
 979.255  6.19307e-01  2.85176e-01  5.28219e-03  8.95851e-02  5.95112e-02  4.23223e-02  6.00444e-01  1.88626e-02  5.51740e-02  4.33718e-03
 985.679  6.40840e-01  3.15637e-01  5.40488e-03  9.82888e-02  6.19594e-02  4.74038e-02  6.20894e-01  1.99463e-02  5.70531e-02  4.90636e-03
 992.086  6.42273e-01  3.23692e-01  5.33964e-03  1.00428e-01  6.22768e-02  4.89094e-02  6.22279e-01  1.99942e-02  5.71804e-02  5.09640e-03
 998.476  6.37484e-01  3.22770e-01  5.20654e-03  1.00086e-01  6.18193e-02  4.88244e-02  6.17924e-01  1.95594e-02  5.67802e-02  5.03912e-03
1004.850  6.06888e-01  3.05683e-01  4.85838e-03  9.48950e-02  5.87312e-02  4.61252e-02  5.88685e-01  1.82025e-02  5.40935e-02  4.63772e-03
1011.208  6.17918e-01  3.10896e-01  4.85357e-03  9.65487e-02  5.97305e-02  4.68687e-02  5.99803e-01  1.81145e-02  5.51151e-02  4.61545e-03
1017.548  6.08089e-01  3.08938e-01  4.69384e-03  9.58252e-02  5.88280e-02  4.66868e-02  5.90462e-01  1.76271e-02  5.42567e-02  4.57130e-03
1023.873  6.02404e-01  3.04608e-01  4.55649e-03  9.45690e-02  5.81729e-02  4.59424e-02  5.85357e-01  1.70474e-02  5.37876e-02  4.38531e-03
1030.181  5.97373e-01  3.05303e-01  4.43951e-03  9.46427e-02  5.77610e-02  4.61936e-02  5.80624e-01  1.67490e-02  5.33527e-02  4.40826e-03
1036.473  5.86402e-01  3.01188e-01  4.27730e-03  9.33053e-02  5.67245e-02  4.56427e-02  5.70553e-01  1.58481e-02  5.24273e-02  4.29721e-03
1042.749  5.81292e-01  2.98595e-01  4.15608e-03  9.25200e-02  5.61700e-02  4.52254e-02  5.65560e-01  1.57323e-02  5.19685e-02  4.20158e-03
