 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    2.28684e-01    2.28516e-01    1.67884e-04
 406.081    2.25856e-01    2.25987e-01   -1.30714e-04
 406.913    2.26468e-01    2.26927e-01   -4.59367e-04
 407.746    2.30647e-01    2.30955e-01   -3.08238e-04
 408.578    2.34236e-01    2.35220e-01   -9.83996e-04
 409.411    2.38121e-01    2.37896e-01    2.25446e-04
 410.243    2.41089e-01    2.40482e-01    6.06956e-04
 411.075    2.43233e-01    2.44266e-01   -1.03268e-03
 411.907    2.47231e-01    2.47341e-01   -1.09979e-04
 412.739    2.48482e-01    2.47923e-01    5.59094e-04
 413.571    2.47194e-01    2.47344e-01   -1.49571e-04
 414.403    2.48088e-01    2.47547e-01    5.41207e-04
 415.235    2.48497e-01    2.48107e-01    3.89611e-04
 416.067    2.47496e-01    2.47291e-01    2.05006e-04
 416.899    2.45012e-01    2.44532e-01    4.79928e-04
 417.730    2.40365e-01    2.40535e-01   -1.69890e-04
 418.562    2.36523e-01    2.36312e-01    2.10756e-04
 419.393    2.33253e-01    2.33458e-01   -2.04690e-04
 420.225    2.33630e-01    2.33384e-01    2.46111e-04
 421.056    2.34347e-01    2.34371e-01   -2.37950e-05
 421.888    2.33225e-01    2.32751e-01    4.73720e-04
 422.719    2.28241e-01    2.28557e-01   -3.15589e-04
 423.550    2.25070e-01    2.25475e-01   -4.04983e-04
 424.382    2.24404e-01    2.24897e-01   -4.92928e-04
 425.213    2.23939e-01    2.24435e-01   -4.95613e-04
 426.044    2.21490e-01    2.21843e-01   -3.53264e-04
 426.875    2.17231e-01    2.16749e-01    4.81987e-04
 427.706    2.08694e-01    2.08815e-01   -1.20597e-04
 428.537    1.97137e-01    1.97518e-01   -3.80831e-04
 429.368    1.85618e-01    1.85581e-01    3.65577e-05
 430.199    1.80053e-01    1.80353e-01   -3.00056e-04
 431.030    1.88095e-01    1.87444e-01    6.50645e-04
 431.860    2.02682e-01    2.02648e-01    3.35929e-05
 432.691    2.15640e-01    2.15845e-01   -2.05088e-04
 433.522    2.23458e-01    2.23057e-01    4.01214e-04
 434.352    2.28587e-01    2.28429e-01    1.57513e-04
 435.183    2.35095e-01    2.35275e-01   -1.79679e-04
 436.013    2.41658e-01    2.41321e-01    3.37418e-04
 436.844    2.42677e-01    2.42751e-01   -7.40393e-05
 437.674    2.40217e-01    2.39735e-01    4.81795e-04
 438.504    2.36633e-01    2.36690e-01   -5.67737e-05
 439.335    2.37770e-01    2.37530e-01    2.40178e-04
 440.165    2.41441e-01    2.42152e-01   -7.11484e-04
 440.995    2.47943e-01    2.47997e-01   -5.39783e-05
 441.825    2.52292e-01    2.53068e-01   -7.75927e-04
 442.655    2.56989e-01    2.56646e-01    3.42755e-04
 443.486    2.59432e-01    2.58678e-01    7.53549e-04
 444.316    2.59571e-01    2.59366e-01    2.04640e-04
 445.146    2.59685e-01    2.59499e-01    1.85796e-04
 445.976    2.60590e-01    2.60983e-01   -3.93118e-04
 446.805    2.65438e-01    2.65221e-01    2.17272e-04
 447.635    2.72593e-01    2.71185e-01    1.40843e-03
 448.465    2.77359e-01    2.77034e-01    3.25269e-04
 449.295    2.83795e-01    2.82257e-01    1.53755e-03
 450.125    2.84541e-01    2.86382e-01   -1.84055e-03
 450.954    2.86835e-01    2.87525e-01   -6.90228e-04
 451.784    2.85224e-01    2.84632e-01    5.92244e-04
 452.613    2.80383e-01    2.80120e-01    2.63083e-04
 453.443    2.78033e-01    2.77809e-01    2.23595e-04
 454.273    2.78608e-01    2.78897e-01   -2.88692e-04
 455.102    2.81563e-01    2.81695e-01   -1.32079e-04
 455.931    2.84343e-01    2.84122e-01    2.20626e-04
 456.761    2.85026e-01    2.85109e-01   -8.31721e-05
 457.590    2.86201e-01    2.84680e-01    1.52139e-03
 458.420    2.83414e-01    2.83694e-01   -2.80440e-04
 459.249    2.84133e-01    2.83195e-01    9.37822e-04
 460.078    2.84513e-01    2.83599e-01    9.13548e-04
 460.907    2.83992e-01    2.84343e-01   -3.50539e-04
 461.737    2.85124e-01    2.84566e-01    5.58270e-04
 462.566    2.84725e-01    2.84077e-01    6.48170e-04
 463.395    2.82485e-01    2.83323e-01   -8.38362e-04
 464.224    2.82904e-01    2.82756e-01    1.48356e-04
 465.053    2.82045e-01    2.82612e-01   -5.66631e-04
 465.882    2.82235e-01    2.82980e-01   -7.44819e-04
 466.711    2.83459e-01    2.83965e-01   -5.05865e-04
 467.540    2.84438e-01    2.85472e-01   -1.03356e-03
 468.369    2.88703e-01    2.86721e-01    1.98194e-03
 469.198    2.87141e-01    2.86874e-01    2.67412e-04
 470.027    2.87139e-01    2.86125e-01    1.01353e-03
 470.855    2.87260e-01    2.85328e-01    1.93169e-03
 471.684    2.83240e-01    2.84968e-01   -1.72776e-03
 472.513    2.88347e-01    2.85126e-01    3.22052e-03
 473.342    2.87018e-01    2.85923e-01    1.09484e-03
 474.170    2.86291e-01    2.87167e-01   -8.75952e-04
 474.999    2.89285e-01    2.88027e-01    1.25834e-03
 475.828    2.88550e-01    2.88018e-01    5.31986e-04
 476.656    2.87462e-01    2.87734e-01   -2.71977e-04
 477.485    2.90239e-01    2.87697e-01    2.54192e-03
 478.313    2.83660e-01    2.87528e-01   -3.86759e-03
 479.142    2.89972e-01    2.87014e-01    2.95751e-03
 479.970    2.84095e-01    2.86711e-01   -2.61640e-03
 480.799    2.85863e-01    2.86982e-01   -1.11899e-03
 481.627    2.83095e-01    2.87285e-01   -4.19023e-03
 482.456    2.86106e-01    2.86383e-01   -2.77346e-04
 483.284    2.80996e-01    2.82950e-01   -1.95376e-03
 484.112    2.75017e-01    2.76219e-01   -1.20191e-03
 484.941    2.64854e-01    2.67043e-01   -2.18861e-03
 485.769    2.60702e-01    2.59035e-01    1.66675e-03
 486.597    2.57275e-01    2.56424e-01    8.51476e-04
 487.426    2.59613e-01    2.59525e-01    8.84352e-05
 488.254    2.64939e-01    2.64931e-01    7.59248e-06
 489.082    2.67472e-01    2.69791e-01   -2.31925e-03
 489.910    2.73529e-01    2.72768e-01    7.61411e-04
 490.738    2.70088e-01    2.73253e-01   -3.16459e-03
 491.567    2.69953e-01    2.72440e-01   -2.48702e-03
 492.395    2.71249e-01    2.72622e-01   -1.37334e-03
 493.223    2.75549e-01    2.74571e-01    9.78275e-04
 494.051    2.78523e-01    2.77234e-01    1.28933e-03
 494.879    2.81122e-01    2.78989e-01    2.13286e-03
 495.707    2.78462e-01    2.78455e-01    6.74421e-06
 496.535    2.75949e-01    2.75462e-01    4.86771e-04
 497.363    2.71885e-01    2.71300e-01    5.84582e-04
