 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    1.09459e-01    1.09744e-01   -2.85361e-04
 406.081    1.08103e-01    1.08429e-01   -3.26486e-04
 406.913    1.09003e-01    1.08767e-01    2.35663e-04
 407.746    1.10367e-01    1.10578e-01   -2.10518e-04
 408.578    1.11995e-01    1.12500e-01   -5.05077e-04
 409.411    1.13724e-01    1.13664e-01    5.99869e-05
 410.243    1.14860e-01    1.14793e-01    6.72966e-05
 411.075    1.17007e-01    1.16507e-01    4.99723e-04
 411.907    1.18329e-01    1.17893e-01    4.35737e-04
 412.739    1.18162e-01    1.18103e-01    5.89785e-05
 413.571    1.17579e-01    1.17773e-01   -1.93833e-04
 414.403    1.18023e-01    1.17819e-01    2.04304e-04
 415.235    1.17760e-01    1.18023e-01   -2.63447e-04
 416.067    1.17613e-01    1.17558e-01    5.48376e-05
 416.899    1.16251e-01    1.16153e-01    9.76028e-05
 417.730    1.14460e-01    1.14158e-01    3.01554e-04
 418.562    1.12084e-01    1.12069e-01    1.48261e-05
 419.393    1.10397e-01    1.10648e-01   -2.50904e-04
 420.225    1.10625e-01    1.10557e-01    6.83924e-05
 421.056    1.10738e-01    1.10964e-01   -2.26326e-04
 421.888    1.10388e-01    1.10123e-01    2.64795e-04
 422.719    1.07902e-01    1.08046e-01   -1.44357e-04
 423.550    1.05977e-01    1.06490e-01   -5.13205e-04
 424.382    1.06387e-01    1.06133e-01    2.53648e-04
 425.213    1.05426e-01    1.05850e-01   -4.23739e-04
 426.044    1.04814e-01    1.04567e-01    2.47227e-04
 426.875    1.02095e-01    1.02105e-01   -1.03018e-05
 427.706    9.82278e-02    9.83045e-02   -7.67486e-05
 428.537    9.24101e-02    9.29280e-02   -5.17889e-04
 429.368    8.72554e-02    8.72626e-02   -7.20142e-06
 430.199    8.44792e-02    8.47697e-02   -2.90492e-04
 431.030    8.80702e-02    8.80745e-02   -4.34179e-06
 431.860    9.52377e-02    9.51686e-02    6.91124e-05
 432.691    1.01306e-01    1.01280e-01    2.61248e-05
 433.522    1.04195e-01    1.04566e-01   -3.70924e-04
 434.352    1.07106e-01    1.06998e-01    1.07691e-04
 435.183    1.10070e-01    1.10135e-01   -6.52977e-05
 436.013    1.12636e-01    1.12897e-01   -2.61296e-04
 436.844    1.13553e-01    1.13493e-01    6.04990e-05
 437.674    1.12011e-01    1.12009e-01    1.65670e-06
 438.504    1.10738e-01    1.10515e-01    2.22645e-04
 439.335    1.10719e-01    1.10843e-01   -1.23559e-04
 440.165    1.13203e-01    1.12938e-01    2.65128e-04
 440.995    1.15133e-01    1.15593e-01   -4.59827e-04
 441.825    1.17779e-01    1.17868e-01   -8.87437e-05
 442.655    1.19456e-01    1.19429e-01    2.66859e-05
 443.486    1.20339e-01    1.20260e-01    7.92697e-05
 444.316    1.20800e-01    1.20465e-01    3.34648e-04
 445.146    1.20172e-01    1.20419e-01   -2.46705e-04
 445.976    1.20352e-01    1.21014e-01   -6.61708e-04
 446.805    1.22993e-01    1.22898e-01    9.50802e-05
 447.635    1.25704e-01    1.25588e-01    1.16492e-04
 448.465    1.28291e-01    1.28226e-01    6.46203e-05
 449.295    1.30969e-01    1.30572e-01    3.97374e-04
 450.125    1.32119e-01    1.32400e-01   -2.81192e-04
 450.954    1.33053e-01    1.32839e-01    2.13552e-04
 451.784    1.31384e-01    1.31406e-01   -2.17118e-05
 452.613    1.28981e-01    1.29229e-01   -2.48392e-04
 453.443    1.28348e-01    1.28081e-01    2.67323e-04
 454.273    1.28408e-01    1.28521e-01   -1.12985e-04
 455.102    1.29405e-01    1.29763e-01   -3.57756e-04
 455.931    1.30113e-01    1.30836e-01   -7.22758e-04
 456.761    1.31176e-01    1.31242e-01   -6.61923e-05
 457.590    1.30746e-01    1.30993e-01   -2.47364e-04
 458.420    1.30022e-01    1.30484e-01   -4.61651e-04
 459.249    1.30295e-01    1.30201e-01    9.41252e-05
 460.078    1.30065e-01    1.30339e-01   -2.74289e-04
 460.907    1.30454e-01    1.30637e-01   -1.83097e-04
 461.737    1.30904e-01    1.30686e-01    2.18430e-04
 462.566    1.30299e-01    1.30390e-01   -9.08091e-05
 463.395    1.29429e-01    1.29960e-01   -5.30879e-04
 464.224    1.29978e-01    1.29616e-01    3.62285e-04
 465.053    1.29928e-01    1.29475e-01    4.52980e-04
