 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 894.195  7.59999e-01  3.03499e-01  8.02916e-03  8.95755e-02  7.36971e-02  4.63936e-02  7.31228e-01  2.87710e-02  6.71918e-02  6.50528e-03
 900.842  6.67288e-01  2.33483e-01  6.87415e-03  6.98363e-02  6.39696e-02  3.49726e-02  6.44104e-01  2.31843e-02  5.91860e-02  4.78363e-03
 907.472  6.81847e-01  2.44785e-01  6.92162e-03  7.30767e-02  6.54500e-02  3.67968e-02  6.57572e-01  2.42750e-02  6.04236e-02  5.02632e-03
 914.084  6.64314e-01  2.31460e-01  6.61553e-03  6.92813e-02  6.36024e-02  3.46391e-02  6.41617e-01  2.26963e-02  5.89575e-02  4.64481e-03
 920.678  6.86599e-01  2.63055e-01  6.76164e-03  7.81729e-02  6.61289e-02  3.98766e-02  6.62870e-01  2.37293e-02  6.09104e-02  5.21854e-03
 927.255  6.47208e-01  2.30014e-01  6.23890e-03  6.88753e-02  6.19538e-02  3.44576e-02  6.25902e-01  2.13064e-02  5.75134e-02  4.44046e-03
 933.815  4.38072e-01  8.40306e-02  4.06446e-03  2.74043e-02  4.09759e-02  1.15312e-02  4.26278e-01  1.17933e-02  3.91702e-02  1.80563e-03
 940.358  5.46512e-01  1.53855e-01  5.02525e-03  4.75916e-02  5.16294e-02  2.21120e-02  5.30482e-01  1.60301e-02  4.87453e-02  2.88411e-03
 946.883  5.02512e-01  1.22020e-01  4.51178e-03  3.87450e-02  4.72533e-02  1.71333e-02  4.88561e-01  1.39514e-02  4.48933e-02  2.36000e-03
 953.391  5.23956e-01  1.43821e-01  4.64815e-03  4.47795e-02  4.94491e-02  2.05596e-02  5.09168e-01  1.47880e-02  4.67869e-02  2.66225e-03
 959.883  5.62309e-01  1.77217e-01  4.94036e-03  5.38713e-02  5.33413e-02  2.59839e-02  5.46050e-01  1.62588e-02  5.01759e-02  3.16540e-03
 966.357  5.88519e-01  2.06268e-01  5.10995e-03  6.18638e-02  5.61088e-02  3.08276e-02  5.71161e-01  1.73577e-02  5.24833e-02  3.62555e-03
 972.814  6.17520e-01  2.32921e-01  5.28755e-03  6.94476e-02  5.91122e-02  3.51759e-02  5.99086e-01  1.84337e-02  5.50493e-02  4.06286e-03
 979.255  6.18772e-01  2.39529e-01  5.21266e-03  7.12580e-02  5.93064e-02  3.62966e-02  6.00444e-01  1.83279e-02  5.51740e-02  4.13240e-03
 985.679  6.40226e-01  2.65706e-01  5.32736e-03  7.83037e-02  6.17128e-02  4.07639e-02  6.20894e-01  1.93325e-02  5.70531e-02  4.65976e-03
 992.086  6.41640e-01  2.72716e-01  5.26051e-03  8.00576e-02  6.20138e-02  4.21050e-02  6.22279e-01  1.93606e-02  5.71804e-02  4.83340e-03
 998.476  6.36859e-01  2.71933e-01  5.12892e-03  7.97887e-02  6.15572e-02  4.20332e-02  6.17924e-01  1.89346e-02  5.67802e-02  4.77697e-03
1004.850  6.06313e-01  2.57417e-01  4.78676e-03  7.56482e-02  5.84918e-02  3.96863e-02  5.88685e-01  1.76271e-02  5.40935e-02  4.39832e-03
1011.208  6.17345e-01  2.61736e-01  4.78232e-03  7.69749e-02  5.94921e-02  4.03133e-02  5.99803e-01  1.75418e-02  5.51151e-02  4.37700e-03
1017.548  6.07526e-01  2.60210e-01  4.62406e-03  7.64414e-02  5.85892e-02  4.01787e-02  5.90462e-01  1.70631e-02  5.42567e-02  4.33243e-03
1023.873  6.01862e-01  2.56344e-01  4.48922e-03  7.53735e-02  5.79445e-02  3.95030e-02  5.85357e-01  1.65053e-02  5.37876e-02  4.15687e-03
1030.181  5.96834e-01  2.57018e-01  4.37290e-03  7.54643e-02  5.75278e-02  3.97380e-02  5.80624e-01  1.62103e-02  5.33527e-02  4.17515e-03
1036.473  5.85871e-01  2.53547e-01  4.21257e-03  7.44083e-02  5.64926e-02  3.92664e-02  5.70553e-01  1.53175e-02  5.24273e-02  4.06528e-03
1042.749  5.80777e-01  2.51267e-01  4.09326e-03  7.37580e-02  5.59449e-02  3.88924e-02  5.65560e-01  1.52171e-02  5.19685e-02  3.97647e-03
1049.009  5.73639e-01  2.48176e-01  3.95978e-03  7.29243e-02  5.51765e-02  3.83613e-02  5.58730e-01  1.49094e-02  5.13409e-02  3.83567e-03
1055.253  5.64698e-01  2.43391e-01  3.81637e-03  7.16013e-02  5.41924e-02  3.75364e-02  5.50732e-01  1.39660e-02  5.06059e-02  3.58642e-03
1061.481  5.49413e-01  2.35822e-01  3.64246e-03  6.94739e-02  5.26061e-02  3.62744e-02  5.36052e-01  1.33615e-02  4.92570e-02  3.34912e-03
1067.693  5.35816e-01  2.27647e-01  3.50917e-03  6.71927e-02  5.11940e-02  3.48866e-02  5.23055e-01  1.27606e-02  4.80627e-02  3.13130e-03
1073.889  5.27208e-01  2.21658e-01  3.41355e-03  6.55884e-02  5.03166e-02  3.38574e-02  5.14865e-01  1.23436e-02  4.73101e-02  3.00651e-03
1080.069  5.13976e-01  2.12600e-01  3.28946e-03  6.31051e-02  4.89858e-02  3.23520e-02  5.02181e-01  1.17951e-02  4.61446e-02  2.84128e-03
1086.234  5.02158e-01  2.03764e-01  3.17614e-03  6.06401e-02  4.77908e-02  3.09058e-02  4.90863e-01  1.12949e-02  4.51046e-02  2.68618e-03
1092.383  4.81509e-01  1.90027e-01  3.01002e-03  5.67977e-02  4.57335e-02  2.86890e-02  4.70897e-01  1.06121e-02  4.32700e-02  2.46354e-03
1098.516  4.46298e-01  1.62242e-01  2.75037e-03  4.88366e-02  4.21955e-02  2.42294e-02  4.36757e-01  9.54105e-03  4.01329e-02  2.06251e-03
1104.634  4.32599e-01  1.49725e-01  2.63219e-03  4.52888e-02  4.07968e-02  2.21809e-02  4.23764e-01  8.83454e-03  3.89390e-02  1.85776e-03
1110.737  4.20384e-01  1.40014e-01  2.52539e-03  4.26144e-02  3.95561e-02  2.05618e-02  4.12029e-01  8.35509e-03  3.78607e-02  1.69536e-03
1116.824  3.18209e-01  6.89012e-02  1.86370e-03  2.23606e-02  2.96259e-02  9.50636e-03  3.12606e-01  5.60356e-03  2.87248e-02  9.01066e-04
1122.896  2.25014e-01  2.84689e-02  1.31175e-03  9.95558e-03  2.08365e-02  3.70424e-03  2.21565e-01  3.44840e-03  2.03593e-02  4.77270e-04
1128.953  2.59266e-01  4.19146e-02  1.48820e-03  1.41670e-02  2.40479e-02  5.59536e-03  2.55172e-01  4.09449e-03  2.34473e-02  6.00592e-04
1134.995  2.30503e-01  3.32464e-02  1.31417e-03  1.14120e-02  2.13622e-02  4.39626e-03  2.26958e-01  3.54457e-03  2.08548e-02  5.07439e-04
1141.021  3.15757e-01  6.96303e-02  1.77256e-03  2.26557e-02  2.93867e-02  9.57995e-03  3.10482e-01  5.27470e-03  2.85297e-02  8.56939e-04
1147.033  2.82547e-01  5.37557e-02  1.57105e-03  1.77679e-02  2.62374e-02  7.30450e-03  2.78089e-01  4.45897e-03  2.55531e-02  6.84361e-04
1153.030  3.18960e-01  7.43722e-02  1.75678e-03  2.39850e-02  2.97106e-02  1.03232e-02  3.13467e-01  5.49306e-03  2.88040e-02  9.06599e-04
1159.012  3.80892e-01  1.25351e-01  2.10745e-03  3.82613e-02  3.57713e-02  1.83770e-02  3.73978e-01  6.91418e-03  3.43642e-02  1.40704e-03
1164.979  4.10067e-01  1.52983e-01  2.26038e-03  4.61002e-02  3.87160e-02  2.28987e-02  4.02301e-01  7.76603e-03  3.69667e-02  1.74930e-03
1170.931  4.15075e-01  1.58330e-01  2.26743e-03  4.76094e-02  3.92323e-02  2.37919e-02  4.07213e-01  7.86124e-03  3.74182e-02  1.81408e-03
1176.869  4.09646e-01  1.58450e-01  2.21618e-03  4.75972e-02  3.87362e-02  2.38468e-02  4.01927e-01  7.71883e-03  3.69324e-02  1.80379e-03
1182.792  3.93211e-01  1.47623e-01  2.10274e-03  4.44703e-02  3.71173e-02  2.21337e-02  3.85962e-01  7.24881e-03  3.54654e-02  1.65187e-03
1188.701  3.91215e-01  1.48157e-01  2.07130e-03  4.45922e-02  3.69367e-02  2.22404e-02  3.84062e-01  7.15342e-03  3.52908e-02  1.64591e-03
1194.595  4.03556e-01  1.57715e-01  2.11775e-03  4.73270e-02  3.81540e-02  2.37699e-02  3.96155e-01  7.40136e-03  3.64020e-02  1.75203e-03
1200.475  3.89196e-01  1.50238e-01  2.01990e-03  4.51585e-02  3.67611e-02  2.26020e-02  3.82193e-01  7.00303e-03  3.51191e-02  1.64205e-03
1206.341  3.95848e-01  1.57691e-01  2.03672e-03  4.72351e-02  3.74371e-02  2.38256e-02  3.88680e-01  7.16753e-03  3.57152e-02  1.72195e-03
1212.193  3.90304e-01  1.54427e-01  1.98604e-03  4.63313e-02  3.68888e-02  2.32974e-02  3.83333e-01  6.97143e-03  3.52238e-02  1.66497e-03
1218.030  3.97534e-01  1.62784e-01  2.00546e-03  4.86590e-02  3.76331e-02  2.46913e-02  3.90388e-01  7.14635e-03  3.58721e-02  1.76109e-03
1223.854  3.96253e-01  1.64426e-01  1.98072e-03  4.90671e-02  3.75279e-02  2.49909e-02  3.89153e-01  7.09974e-03  3.57586e-02  1.76929e-03
1229.663  3.97318e-01  1.68272e-01  1.96880e-03  5.00608e-02  3.76684e-02  2.56763e-02  3.90192e-01  7.12612e-03  3.58541e-02  1.81425e-03
1235.458  3.95971e-01  1.70178e-01  1.94499e-03  5.05135e-02  3.75756e-02  2.60686e-02  3.88873e-01  7.09803e-03  3.57329e-02  1.84271e-03
1241.240  3.91353e-01  1.69077e-01  1.90253e-03  5.01702e-02  3.71394e-02  2.59313e-02  3.84393e-01  6.95979e-03  3.53212e-02  1.81811e-03
1247.008  3.86387e-01  1.66474e-01  1.85643e-03  4.94637e-02  3.66114e-02  2.54727e-02  3.79605e-01  6.78266e-03  3.48812e-02  1.73020e-03
1252.762  3.78376e-01  1.62031e-01  1.79588e-03  4.82047e-02  3.57767e-02  2.47182e-02  3.71901e-01  6.47499e-03  3.41733e-02  1.60341e-03
1258.503  3.67104e-01  1.54662e-01  1.71844e-03  4.61492e-02  3.46046e-02  2.34470e-02  3.61019e-01  6.08516e-03  3.31734e-02  1.43124e-03
1264.230  3.48820e-01  1.43331e-01  1.60998e-03  4.29716e-02  3.27831e-02  2.15622e-02  3.43245e-01  5.57491e-03  3.15402e-02  1.24292e-03
1269.944  3.43978e-01  1.40550e-01  1.56933e-03  4.22100e-02  3.23061e-02  2.11038e-02  3.38574e-01  5.40468e-03  3.11110e-02  1.19515e-03
1275.644  3.53973e-01  1.47343e-01  1.60092e-03  4.41016e-02  3.33065e-02  2.22399e-02  3.48354e-01  5.61934e-03  3.20096e-02  1.29685e-03
1281.331  3.34206e-01  1.40011e-01  1.49710e-03  4.18674e-02  3.14882e-02  2.11864e-02  3.28893e-01  5.31306e-03  3.02214e-02  1.26670e-03
1287.004  3.49840e-01  1.45344e-01  1.54943e-03  4.35390e-02  3.29662e-02  2.19688e-02  3.44339e-01  5.50047e-03  3.16408e-02  1.32544e-03
1292.665  3.45672e-01  1.41293e-01  1.51243e-03  4.24104e-02  3.25576e-02  2.13069e-02  3.40326e-01  5.34590e-03  3.12720e-02  1.28557e-03
