 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 405.248  1.40150e+00  7.87339e-01  9.67553e-02  2.31991e-01  1.70372e-01  1.27726e-01  1.00009e+00  4.01411e-01  9.19092e-02  7.84628e-02
 406.081  1.38622e+00  7.78432e-01  9.51336e-02  2.29434e-01  1.68349e-01  1.26246e-01  9.91450e-01  3.94775e-01  9.11148e-02  7.72342e-02
 406.913  1.39226e+00  7.81481e-01  9.49764e-02  2.30399e-01  1.68915e-01  1.26705e-01  9.98055e-01  3.94210e-01  9.17217e-02  7.71930e-02
 407.746  1.41727e+00  7.95170e-01  9.61183e-02  2.34500e-01  1.71782e-01  1.28890e-01  1.01824e+00  3.99032e-01  9.35767e-02  7.82057e-02
 408.578  1.44375e+00  8.09680e-01  9.73641e-02  2.38841e-01  1.74829e-01  1.31208e-01  1.03947e+00  4.04282e-01  9.55273e-02  7.93013e-02
 409.411  1.46047e+00  8.18714e-01  9.79404e-02  2.41569e-01  1.76689e-01  1.32637e-01  1.05371e+00  4.06754e-01  9.68365e-02  7.98528e-02
 410.243  1.47661e+00  8.27422e-01  9.84563e-02  2.44205e-01  1.78473e-01  1.34012e-01  1.06763e+00  4.08981e-01  9.81152e-02  8.03579e-02
 411.075  1.50007e+00  8.40244e-01  9.94529e-02  2.48059e-01  1.81139e-01  1.36052e-01  1.08687e+00  4.13205e-01  9.98833e-02  8.12557e-02
 411.907  1.51915e+00  8.50620e-01  1.00164e-01  2.51190e-01  1.83276e-01  1.37695e-01  1.10291e+00  4.16237e-01  1.01358e-01  8.19181e-02
 412.739  1.52287e+00  8.52413e-01  9.98604e-02  2.51790e-01  1.83559e-01  1.37949e-01  1.10782e+00  4.15047e-01  1.01809e-01  8.17498e-02
 413.571  1.51941e+00  8.50202e-01  9.90774e-02  2.51210e-01  1.82973e-01  1.37553e-01  1.10755e+00  4.11856e-01  1.01784e-01  8.11890e-02
 414.403  1.52075e+00  8.50678e-01  9.86073e-02  2.51425e-01  1.82965e-01  1.37592e-01  1.11079e+00  4.09960e-01  1.02081e-01  8.08836e-02
 415.235  1.52431e+00  8.52390e-01  9.82935e-02  2.52003e-01  1.83227e-01  1.37831e-01  1.11560e+00  4.08712e-01  1.02524e-01  8.07038e-02
 416.067  1.51949e+00  8.49394e-01  9.74518e-02  2.51184e-01  1.82485e-01  1.37311e-01  1.11423e+00  4.05259e-01  1.02398e-01  8.00871e-02
 416.899  1.50278e+00  8.39733e-01  9.58579e-02  2.48390e-01  1.80317e-01  1.35714e-01  1.10413e+00  3.98646e-01  1.01470e-01  7.88469e-02
 417.730  1.47848e+00  8.25831e-01  9.37938e-02  2.44340e-01  1.77241e-01  1.33433e-01  1.08844e+00  3.90036e-01  1.00027e-01  7.72132e-02
 418.562  1.45274e+00  8.11152e-01  9.16539e-02  2.40059e-01  1.73997e-01  1.31026e-01  1.07162e+00  3.81117e-01  9.84812e-02  7.55153e-02
 419.393  1.43533e+00  8.01161e-01  9.00482e-02  2.37169e-01  1.71754e-01  1.29377e-01  1.06084e+00  3.74491e-01  9.74906e-02  7.42635e-02
 420.225  1.43498e+00  8.00713e-01  8.95208e-02  2.37104e-01  1.71556e-01  1.29269e-01  1.06256e+00  3.72414e-01  9.76493e-02  7.39064e-02
 421.056  1.44115e+00  8.03914e-01  8.94217e-02  2.38116e-01  1.72143e-01  1.29752e-01  1.06904e+00  3.72110e-01  9.82445e-02  7.38990e-02
 421.888  1.43135e+00  7.98192e-01  8.83504e-02  2.36482e-01  1.70828e-01  1.28796e-01  1.06364e+00  3.67705e-01  9.77480e-02  7.30796e-02
 422.719  1.40577e+00  7.83652e-01  8.63072e-02  2.32232e-01  1.67629e-01  1.26419e-01  1.04656e+00  3.59210e-01  9.61780e-02  7.14507e-02
 423.550  1.38704e+00  7.72924e-01  8.46842e-02  2.29112e-01  1.65246e-01  1.24656e-01  1.03457e+00  3.52462e-01  9.50767e-02  7.01688e-02
 424.382  1.38367e+00  7.70782e-01  8.40156e-02  2.28537e-01  1.64697e-01  1.24278e-01  1.03394e+00  3.49724e-01  9.50186e-02  6.96788e-02
 425.213  1.38095e+00  7.69037e-01  8.34088e-02  2.28079e-01  1.64234e-01  1.23965e-01  1.03367e+00  3.47278e-01  9.49939e-02  6.92403e-02
 426.044  1.36511e+00  7.59993e-01  8.20251e-02  2.25454e-01  1.62214e-01  1.22476e-01  1.02351e+00  3.41594e-01  9.40603e-02  6.81539e-02
 426.875  1.33388e+00  7.42389e-01  7.97356e-02  2.20288e-01  1.58371e-01  1.19609e-01  1.00177e+00  3.32113e-01  9.20618e-02  6.63095e-02
 427.706  1.28517e+00  7.15068e-01  7.64342e-02  2.12233e-01  1.52463e-01  1.15179e-01  9.66780e-01  3.18395e-01  8.88464e-02  6.36166e-02
 428.537  1.21576e+00  6.76249e-01  7.19404e-02  2.00761e-01  1.44111e-01  1.08900e-01  9.16066e-01  2.99698e-01  8.41858e-02  5.99248e-02
 429.368  1.14237e+00  6.35240e-01  6.72325e-02  1.88637e-01  1.35293e-01  1.02269e-01  8.62269e-01  2.80104e-01  7.92418e-02  5.60512e-02
 430.199  1.11021e+00  6.17181e-01  6.49456e-02  1.83332e-01  1.31356e-01  9.93313e-02  8.39615e-01  2.70596e-01  7.71600e-02  5.41962e-02
 431.030  1.15385e+00  6.41269e-01  6.70863e-02  1.90550e-01  1.36385e-01  1.03176e-01  8.74315e-01  2.79535e-01  8.03489e-02  5.60366e-02
 431.860  1.24752e+00  6.93132e-01  7.21436e-02  2.06016e-01  1.47330e-01  1.11491e-01  9.46893e-01  3.00625e-01  8.70187e-02  6.03111e-02
 432.691  1.32896e+00  7.38145e-01  7.64851e-02  2.19442e-01  1.56826e-01  1.18705e-01  1.01023e+00  3.18729e-01  9.28394e-02  6.39869e-02
 433.522  1.37362e+00  7.62685e-01  7.86678e-02  2.26786e-01  1.61967e-01  1.22624e-01  1.04578e+00  3.27834e-01  9.61063e-02  6.58610e-02
 434.352  1.40688e+00  7.80903e-01  8.01525e-02  2.32259e-01  1.65751e-01  1.25521e-01  1.07285e+00  3.34031e-01  9.85939e-02  6.71566e-02
 435.183  1.44918e+00  8.04142e-01  8.21300e-02  2.39231e-01  1.70590e-01  1.29224e-01  1.10689e+00  3.42284e-01  1.01722e-01  6.88678e-02
 436.013  1.48654e+00  8.24645e-01  8.38267e-02  2.45389e-01  1.74849e-01  1.32487e-01  1.13717e+00  3.49368e-01  1.04505e-01  7.03437e-02
 436.844  1.49549e+00  8.29377e-01  8.39218e-02  2.46854e-01  1.75765e-01  1.33216e-01  1.14571e+00  3.49777e-01  1.05290e-01  7.04749e-02
 437.674  1.47706e+00  8.18919e-01  8.24747e-02  2.43798e-01  1.73460e-01  1.31505e-01  1.13331e+00  3.43752e-01  1.04150e-01  6.93100e-02
 438.504  1.45844e+00  8.08352e-01  8.10081e-02  2.40712e-01  1.71128e-01  1.29775e-01  1.12080e+00  3.37639e-01  1.03000e-01  6.81282e-02
 439.335  1.46372e+00  8.11048e-01  8.08675e-02  2.41578e-01  1.71601e-01  1.30173e-01  1.12667e+00  3.37051e-01  1.03540e-01  6.80610e-02
 440.165  1.49231e+00  8.26655e-01  8.20159e-02  2.46290e-01  1.74805e-01  1.32643e-01  1.15047e+00  3.41840e-01  1.05727e-01  6.90783e-02
 440.995  1.52847e+00  8.46435e-01  8.35764e-02  2.52245e-01  1.78893e-01  1.35782e-01  1.18012e+00  3.48348e-01  1.08451e-01  7.04420e-02
 441.825  1.55992e+00  8.63576e-01  8.48686e-02  2.57413e-01  1.82426e-01  1.38497e-01  1.20618e+00  3.53734e-01  1.10847e-01  7.15793e-02
 442.655  1.58223e+00  8.75621e-01  8.56516e-02  2.61062e-01  1.84884e-01  1.40394e-01  1.22523e+00  3.56993e-01  1.12597e-01  7.22867e-02
 443.486  1.59505e+00  8.82395e-01  8.59132e-02  2.63140e-01  1.86229e-01  1.41445e-01  1.23698e+00  3.58075e-01  1.13676e-01  7.25532e-02
 444.316  1.59960e+00  8.84579e-01  8.57258e-02  2.63851e-01  1.86606e-01  1.41759e-01  1.24232e+00  3.57281e-01  1.14167e-01  7.24391e-02
 445.146  1.60069e+00  8.84861e-01  8.53504e-02  2.63996e-01  1.86578e-01  1.41767e-01  1.24499e+00  3.55700e-01  1.14412e-01  7.21653e-02
 445.976  1.61005e+00  8.89741e-01  8.54095e-02  2.65515e-01  1.87512e-01  1.42512e-01  1.25412e+00  3.55928e-01  1.15252e-01  7.22606e-02
 446.805  1.63633e+00  9.04012e-01  8.63611e-02  2.69837e-01  1.90419e-01  1.44761e-01  1.27645e+00  3.59885e-01  1.17303e-01  7.31158e-02
 447.635  1.67319e+00  9.24173e-01  8.78683e-02  2.75916e-01  1.94561e-01  1.47957e-01  1.30703e+00  3.66170e-01  1.20113e-01  7.44480e-02
 448.465  1.70930e+00  9.43945e-01  8.93267e-02  2.81876e-01  1.98616e-01  1.51091e-01  1.33704e+00  3.72264e-01  1.22871e-01  7.57453e-02
 449.295  1.74154e+00  9.61591e-01  9.05696e-02  2.87202e-01  2.02220e-01  1.53885e-01  1.36408e+00  3.77465e-01  1.25356e-01  7.68640e-02
 450.125  1.76704e+00  9.75496e-01  9.14546e-02  2.91411e-01  2.05037e-01  1.56080e-01  1.38587e+00  3.81173e-01  1.27359e-01  7.76788e-02
 450.954  1.77421e+00  9.79254e-01  9.13928e-02  2.92588e-01  2.05727e-01  1.56651e-01  1.39328e+00  3.80929e-01  1.28040e-01  7.76866e-02
 451.784  1.75653e+00  9.69266e-01  9.00528e-02  2.89659e-01  2.03532e-01  1.55022e-01  1.38118e+00  3.75351e-01  1.26927e-01  7.66044e-02
 452.613  1.72887e+00  9.53763e-01  8.82002e-02  2.85083e-01  2.00178e-01  1.52510e-01  1.36124e+00  3.67629e-01  1.25095e-01  7.50831e-02
 453.443  1.71475e+00  9.45741e-01  8.70404e-02  2.82746e-01  1.98392e-01  1.51192e-01  1.35196e+00  3.62790e-01  1.24242e-01  7.41488e-02
 454.273  1.72156e+00  9.49282e-01  8.69502e-02  2.83869e-01  1.99027e-01  1.51723e-01  1.35916e+00  3.62408e-01  1.24903e-01  7.41231e-02
 455.102  1.73888e+00  9.58634e-01  8.73969e-02  2.86731e-01  2.00877e-01  1.53182e-01  1.37462e+00  3.64258e-01  1.26325e-01  7.45522e-02
 455.931  1.75391e+00  9.66722e-01  8.77300e-02  2.89216e-01  2.02462e-01  1.54438e-01  1.38829e+00  3.65623e-01  1.27580e-01  7.48817e-02
 456.761  1.76006e+00  9.69912e-01  8.76188e-02  2.90235e-01  2.03022e-01  1.54912e-01  1.39492e+00  3.65135e-01  1.28190e-01  7.48312e-02
 457.590  1.75748e+00  9.68289e-01  8.70729e-02  2.89813e-01  2.02575e-01  1.54617e-01  1.39460e+00  3.62887e-01  1.28160e-01  7.44144e-02
 458.420  1.75148e+00  9.64772e-01  8.63565e-02  2.88824e-01  2.01733e-01  1.54020e-01  1.39139e+00  3.60087e-01  1.27865e-01  7.38673e-02
 459.249  1.74846e+00  9.62912e-01  8.57879e-02  2.88330e-01  2.01237e-01  1.53687e-01  1.39031e+00  3.58154e-01  1.27766e-01  7.34704e-02
 460.078  1.75099e+00  9.64113e-01  8.54939e-02  2.88754e-01  2.01379e-01  1.53843e-01  1.39349e+00  3.57503e-01  1.28058e-01  7.33207e-02
 460.907  1.75560e+00  9.66462e-01  8.53083e-02  2.89523e-01  2.01761e-01  1.54182e-01  1.39856e+00  3.57035e-01  1.28524e-01  7.32361e-02
 461.737  1.75701e+00  9.67037e-01  8.49751e-02  2.89760e-01  2.01774e-01  1.54237e-01  1.40163e+00  3.55383e-01  1.28806e-01  7.29681e-02
 462.566  1.75409e+00  9.65200e-01  8.44374e-02  2.89273e-01  2.01290e-01  1.53908e-01  1.40157e+00  3.52520e-01  1.28801e-01  7.24887e-02
 463.395  1.74958e+00  9.62470e-01  8.38251e-02  2.88515e-01  2.00624e-01  1.53437e-01  1.40015e+00  3.49432e-01  1.28670e-01  7.19536e-02
 464.224  1.74623e+00  9.60380e-01  8.32701e-02  2.87949e-01  2.00093e-01  1.53068e-01  1.39938e+00  3.46848e-01  1.28599e-01  7.14935e-02
 465.053  1.74546e+00  9.59723e-01  8.28407e-02  2.87813e-01  1.99860e-01  1.52928e-01  1.40050e+00  3.44963e-01  1.28702e-01  7.11577e-02
 465.882  1.74784e+00  9.60797e-01  8.25621e-02  2.88198e-01  1.99985e-01  1.53062e-01  1.40407e+00  3.43762e-01  1.29031e-01  7.09548e-02
 466.711  1.75403e+00  9.63955e-01  8.24633e-02  2.89210e-01  2.00544e-01  1.53527e-01  1.41071e+00  3.43316e-01  1.29641e-01  7.09038e-02
