 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.14074e-01    1.13765e-01    3.08512e-04
 900.842    8.78415e-02    8.89945e-02   -1.15296e-03
 907.472    9.48001e-02    9.29843e-02    1.81582e-03
 914.084    8.76760e-02    8.81752e-02   -4.99202e-04
 920.678    1.00492e-01    9.90853e-02    1.40688e-03
 927.255    8.73931e-02    8.73822e-02    1.08902e-05
 933.815    3.62698e-02    3.50457e-02    1.22413e-03
 940.358    6.06094e-02    6.05180e-02    9.14253e-05
 946.883    4.98431e-02    4.92772e-02    5.65905e-04
 953.391    5.68008e-02    5.68176e-02   -1.67689e-05
 959.883    6.84755e-02    6.81654e-02    3.10068e-04
 966.357    7.81298e-02    7.80426e-02    8.72442e-05
 972.814    8.83993e-02    8.73887e-02    1.01055e-03
 979.255    8.96477e-02    8.95851e-02    6.26480e-05
 985.679    9.75237e-02    9.82888e-02   -7.65075e-04
 992.086    1.00974e-01    1.00428e-01    5.46124e-04
 998.476    9.93912e-02    1.00086e-01   -6.94769e-04
1004.850    9.63623e-02    9.48950e-02    1.46726e-03
1011.208    9.71017e-02    9.65487e-02    5.52951e-04
1017.548    9.52531e-02    9.58252e-02   -5.72143e-04
1023.873    9.46669e-02    9.45690e-02    9.78601e-05
1030.181    9.39209e-02    9.46427e-02   -7.21821e-04
1036.473    9.33309e-02    9.33053e-02    2.56024e-05
1042.749    9.36803e-02    9.25200e-02    1.16032e-03
1049.009    9.17164e-02    9.14276e-02    2.88806e-04
1055.253    8.89129e-02    8.97742e-02   -8.61336e-04
1061.481    8.77214e-02    8.70807e-02    6.40681e-04
1067.693    8.40539e-02    8.42393e-02   -1.85418e-04
1073.889    8.11947e-02    8.21829e-02   -9.88169e-04
1080.069    7.78811e-02    7.90488e-02   -1.16769e-03
1086.234    7.49600e-02    7.59843e-02   -1.02432e-03
1092.383    7.15500e-02    7.11117e-02    4.38310e-04
1098.516    6.24449e-02    6.12331e-02    1.21181e-03
1104.634    5.71889e-02    5.68175e-02    3.71383e-04
1110.737    5.25519e-02    5.34665e-02   -9.14555e-04
1116.824    2.77467e-02    2.81473e-02   -4.00555e-04
1122.896    1.25715e-02    1.25568e-02    1.46835e-05
1128.953    1.76305e-02    1.78197e-02   -1.89160e-04
1134.995    1.45642e-02    1.43339e-02    2.30298e-04
1141.021    2.83520e-02    2.83231e-02    2.88666e-05
1147.033    2.20998e-02    2.21741e-02   -7.42982e-05
1153.030    2.97133e-02    2.97954e-02   -8.20576e-05
1159.012    4.72906e-02    4.72270e-02    6.35888e-05
1164.979    5.80084e-02    5.66508e-02    1.35762e-03
1170.931    5.93374e-02    5.84216e-02    9.15848e-04
1176.869    5.84041e-02    5.83506e-02    5.35461e-05
1182.792    5.44661e-02    5.45230e-02   -5.69292e-05
1188.701    5.62046e-02    5.46541e-02    1.55055e-03
1194.595    5.78692e-02    5.79739e-02   -1.04705e-04
1200.475    5.55562e-02    5.53010e-02    2.55171e-04
1206.341    5.60908e-02    5.77857e-02   -1.69489e-03
1212.193    5.68942e-02    5.66579e-02    2.36319e-04
1218.030    5.83792e-02    5.94264e-02   -1.04722e-03
1223.854    5.73775e-02    5.99116e-02   -2.53411e-03
1229.663    5.99062e-02    6.10966e-02   -1.19041e-03
1235.458    6.25878e-02    6.16140e-02    9.73785e-04
1241.240    6.12586e-02    6.11580e-02    1.00551e-04
1247.008    5.93329e-02    6.02743e-02   -9.41407e-04
1252.762    5.94573e-02    5.87699e-02    6.87413e-04
1258.503    5.84217e-02    5.63210e-02    2.10071e-03
1264.230    5.28452e-02    5.24720e-02    3.73168e-04
1269.944    5.15464e-02    5.14992e-02    4.72284e-05
1275.644    5.48189e-02    5.37516e-02    1.06733e-03
1281.331    5.13087e-02    5.09671e-02    3.41626e-04
1287.004    5.28175e-02    5.29429e-02   -1.25447e-04
1292.665    5.25705e-02    5.15516e-02    1.01894e-03
1298.312    4.72762e-02    4.83206e-02   -1.04435e-03
1303.947    4.59333e-02    4.48505e-02    1.08283e-03
1309.568    4.12143e-02    4.16436e-02   -4.29274e-04
1315.177    3.61141e-02    3.70379e-02   -9.23823e-04
1320.772    3.26741e-02    3.22306e-02    4.43473e-04
1326.355    2.96647e-02    3.00077e-02   -3.42995e-04
1331.926    1.70150e-02    1.68430e-02    1.71970e-04
1337.483    2.06760e-02    2.06328e-02    4.32332e-05
1343.029    1.84162e-02    1.81142e-02    3.02009e-04
1348.562    3.24348e-03    3.22188e-03    2.15957e-05
1354.082    1.76972e-04    1.73914e-04    3.05756e-06
1359.590    3.13190e-06    3.16236e-06   -3.04608e-08
1365.086    1.15564e-06    1.13147e-06    2.41714e-08
1370.570    1.42540e-05    1.44490e-05   -1.95019e-07
1376.042    9.14355e-05    9.27123e-05   -1.27677e-06
1381.502    3.84666e-06    3.90826e-06   -6.15996e-08
1386.950    4.66823e-05    4.63241e-05    3.58183e-07
1392.386    5.43453e-05    5.42252e-05    1.20090e-07
1397.810    7.30476e-05    7.18597e-05    1.18787e-06
1403.223    1.47047e-04    1.43821e-04    3.22630e-06
1408.624    3.51095e-04    3.53925e-04   -2.82975e-06
1414.014    1.09961e-03    1.10612e-03   -6.51405e-06
1419.392    1.86878e-03    1.84828e-03    2.04986e-05
1424.759    2.57941e-03    2.56950e-03    9.91108e-06
1430.115    2.94299e-03    2.93336e-03    9.62548e-06
1435.459    2.73581e-03    2.70885e-03    2.69587e-05
1440.792    3.45877e-03    3.41959e-03    3.91782e-05
1446.114    3.89141e-03    3.91939e-03   -2.79758e-05
1451.426    4.46847e-03    4.37977e-03    8.87012e-05
1456.726    7.85019e-03    7.66452e-03    1.85673e-04
1462.016    6.46442e-03    6.42627e-03    3.81474e-05
1467.294    4.70027e-03    4.66680e-03    3.34741e-05
1472.562    5.94580e-03    5.95402e-03   -8.21737e-06
1477.820    7.31478e-03    7.23102e-03    8.37593e-05
1483.067    8.29069e-03    8.24684e-03    4.38484e-05
1488.304    1.10346e-02    1.09936e-02    4.09852e-05
1493.530    1.58632e-02    1.60229e-02   -1.59742e-04
1498.746    1.96110e-02    1.95532e-02    5.78335e-05
1503.952    1.94777e-02    1.94542e-02    2.35415e-05
1509.148    2.29434e-02    2.26399e-02    3.03519e-04
1514.333    2.37097e-02    2.36936e-02    1.61094e-05
1519.509    2.54236e-02    2.54026e-02    2.10345e-05
1524.675    2.56439e-02    2.61795e-02   -5.35582e-04
1529.831    2.64826e-02    2.65000e-02   -1.73889e-05
1534.978    2.77660e-02    2.73833e-02    3.82741e-04
1540.114    2.74231e-02    2.76830e-02   -2.59910e-04
1545.242    2.88967e-02    2.86892e-02    2.07487e-04
1550.360    2.90848e-02    2.87577e-02    3.27103e-04
1555.468    2.88874e-02    2.85593e-02    3.28061e-04
1560.567    2.93749e-02    2.90480e-02    3.26890e-04
1565.657    2.83373e-02    2.84007e-02   -6.34486e-05
1570.738    2.69273e-02    2.72885e-02   -3.61218e-04
1575.809    2.65773e-02    2.63763e-02    2.01006e-04
