 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 405.248  1.35953e+00  5.49992e-01  8.84751e-02  1.46289e-01  1.61044e-01  9.38374e-02  1.00009e+00  3.59433e-01  9.19092e-02  6.91353e-02
 406.081  1.34495e+00  5.43562e-01  8.70023e-02  1.44612e-01  1.59164e-01  9.27171e-02  9.91450e-01  3.53499e-01  9.11148e-02  6.80494e-02
 406.913  1.35105e+00  5.45460e-01  8.68684e-02  1.45147e-01  1.59731e-01  9.30183e-02  9.98055e-01  3.52999e-01  9.17217e-02  6.80089e-02
 407.746  1.37556e+00  5.54775e-01  8.79225e-02  1.47652e-01  1.62473e-01  9.45849e-02  1.01824e+00  3.57321e-01  9.35767e-02  6.88966e-02
 408.578  1.40149e+00  5.64659e-01  8.90713e-02  1.50308e-01  1.65385e-01  9.62487e-02  1.03947e+00  3.62025e-01  9.55273e-02  6.98574e-02
 409.411  1.41796e+00  5.70724e-01  8.96080e-02  1.51949e-01  1.67176e-01  9.72609e-02  1.05371e+00  3.64246e-01  9.68365e-02  7.03393e-02
 410.243  1.43388e+00  5.76575e-01  9.00904e-02  1.53537e-01  1.68896e-01  9.82345e-02  1.06763e+00  3.66251e-01  9.81152e-02  7.07810e-02
 411.075  1.45692e+00  5.85312e-01  9.10135e-02  1.55897e-01  1.71453e-01  9.96981e-02  1.08687e+00  3.70049e-01  9.98833e-02  7.15693e-02
 411.907  1.47569e+00  5.92362e-01  9.16756e-02  1.57812e-01  1.73508e-01  1.00874e-01  1.10291e+00  3.72782e-01  1.01358e-01  7.21507e-02
 412.739  1.47956e+00  5.93455e-01  9.14100e-02  1.58143e-01  1.73810e-01  1.01034e-01  1.10782e+00  3.71734e-01  1.01809e-01  7.20011e-02
 413.571  1.47645e+00  5.91781e-01  9.07062e-02  1.57742e-01  1.73290e-01  1.00721e-01  1.10755e+00  3.68898e-01  1.01784e-01  7.15064e-02
