 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.12039e-01    1.12308e-01   -2.68583e-04
 900.842    8.69524e-02    8.78327e-02   -8.80294e-04
 907.472    9.24284e-02    9.17665e-02    6.61899e-04
 914.084    8.57240e-02    8.70127e-02   -1.28867e-03
 920.678    9.57496e-02    9.77902e-02   -2.04059e-03
 927.255    8.32920e-02    8.62034e-02   -2.91145e-03
 933.815    3.45611e-02    3.45515e-02    9.64820e-06
 940.358    6.05361e-02    5.96647e-02    8.71438e-04
 946.883    4.78708e-02    4.85639e-02   -6.93091e-04
 953.391    5.55919e-02    5.59785e-02   -3.86565e-04
 959.883    6.71886e-02    6.71408e-02    4.78073e-05
 966.357    7.67834e-02    7.68618e-02   -7.84295e-05
 972.814    8.63869e-02    8.60620e-02    3.24887e-04
 979.255    8.78134e-02    8.82164e-02   -4.03039e-04
 985.679    9.79486e-02    9.67593e-02    1.18934e-03
 992.086    9.97914e-02    9.88433e-02    9.48098e-04
 998.476    9.86834e-02    9.85087e-02    1.74651e-04
1004.850    9.37856e-02    9.34124e-02    3.73199e-04
1011.208    9.46727e-02    9.50548e-02   -3.82076e-04
1017.548    9.47881e-02    9.43489e-02    4.39181e-04
1023.873    9.49012e-02    9.31153e-02    1.78587e-03
1030.181    9.32598e-02    9.31999e-02    5.98634e-05
1036.473    9.14704e-02    9.18860e-02   -4.15618e-04
1042.749    9.19437e-02    9.11116e-02    8.32103e-04
1049.009    8.99660e-02    9.00371e-02   -7.11010e-05
1055.253    8.97996e-02    8.84055e-02    1.39406e-03
1061.481    8.53812e-02    8.57531e-02   -3.71943e-04
1067.693    8.27244e-02    8.29565e-02   -2.32121e-04
1073.889    8.04999e-02    8.09294e-02   -4.29479e-04
1080.069    7.73895e-02    7.78352e-02   -4.45720e-04
1086.234    7.50039e-02    7.48035e-02    2.00401e-04
1092.383    7.14821e-02    6.99972e-02    1.48486e-03
1098.516    6.07489e-02    6.02554e-02    4.93472e-04
1104.634    5.57222e-02    5.58958e-02   -1.73593e-04
1110.737    5.24195e-02    5.25862e-02   -1.66719e-04
1116.824    2.86378e-02    2.76688e-02    9.69004e-04
1122.896    1.24166e-02    1.23370e-02    7.96356e-05
1128.953    1.77776e-02    1.75059e-02    2.71706e-04
1134.995    1.44464e-02    1.40679e-02    3.78491e-04
1141.021    2.79291e-02    2.77780e-02    1.51093e-04
1147.033    2.17654e-02    2.17341e-02    3.13111e-05
1153.030    2.93345e-02    2.91872e-02    1.47303e-04
1159.012    4.51902e-02    4.62312e-02   -1.04096e-03
1164.979    5.54392e-02    5.54462e-02   -6.95812e-06
1170.931    5.72038e-02    5.71708e-02    3.29793e-05
1176.869    5.77490e-02    5.70979e-02    6.51064e-04
1182.792    5.28394e-02    5.33464e-02   -5.07015e-04
1188.701    5.26677e-02    5.34684e-02   -8.00716e-04
1194.595    5.78901e-02    5.67083e-02    1.18181e-03
1200.475    5.56703e-02    5.40869e-02    1.58336e-03
1206.341    5.64612e-02    5.65179e-02   -5.67116e-05
1212.193    5.66203e-02    5.54157e-02    1.20464e-03
1218.030    5.97020e-02    5.81280e-02    1.57400e-03
1223.854    5.79285e-02    5.86042e-02   -6.75651e-04
1229.663    6.05954e-02    5.97661e-02    8.29262e-04
1235.458    5.86219e-02    6.02743e-02   -1.65243e-03
1241.240    6.27092e-02    5.98355e-02    2.87373e-03
1247.008    5.90827e-02    5.89929e-02    8.98433e-05
1252.762    5.76026e-02    5.75313e-02    7.12693e-05
1258.503    5.55703e-02    5.51346e-02    4.35725e-04
1264.230    5.21479e-02    5.13623e-02    7.85630e-04
1269.944    4.99559e-02    5.04057e-02   -4.49767e-04
1275.644    5.31983e-02    5.25926e-02    6.05659e-04
1281.331    4.89180e-02    4.98551e-02   -9.37065e-04
1287.004    5.27835e-02    5.17859e-02    9.97583e-04
1292.665    4.90219e-02    5.04073e-02   -1.38540e-03
1298.312    4.82063e-02    4.72173e-02    9.88970e-04
1303.947    4.33278e-02    4.37973e-02   -4.69467e-04
1309.568    4.01035e-02    4.06386e-02   -5.35094e-04
1315.177    3.68026e-02    3.61227e-02    6.79879e-04
1320.772    3.10078e-02    3.14168e-02   -4.08982e-04
1326.355    2.85508e-02    2.92308e-02   -6.80034e-04
1331.926    1.64159e-02    1.63928e-02    2.31043e-05
1337.483    1.95349e-02    2.00555e-02   -5.20580e-04
1343.029    1.79367e-02    1.75794e-02    3.57263e-04
1348.562    3.13895e-03    3.12417e-03    1.47757e-05
1354.082    1.65935e-04    1.68648e-04   -2.71250e-06
1359.590    3.04395e-06    3.07090e-06   -2.69536e-08
1365.086    1.12132e-06    1.09966e-06    2.16636e-08
1370.570    1.37300e-05    1.39777e-05   -2.47688e-07
1376.042    8.82467e-05    8.95230e-05   -1.27627e-06
1381.502    3.77565e-06    3.77660e-06   -9.52812e-10
1386.950    4.37501e-05    4.45282e-05   -7.78119e-07
1392.386    5.25954e-05    5.20083e-05    5.87147e-07
1397.810    6.83602e-05    6.85926e-05   -2.32369e-07
1403.223    1.35215e-04    1.36252e-04   -1.03700e-06
1408.624    3.29514e-04    3.31621e-04   -2.10696e-06
1414.014    1.02465e-03    1.02760e-03   -2.95392e-06
1419.392    1.68080e-03    1.70487e-03   -2.40737e-05
1424.759    2.29478e-03    2.35954e-03   -6.47591e-05
1430.115    2.66264e-03    2.68517e-03   -2.25281e-05
1435.459    2.44806e-03    2.47898e-03   -3.09198e-05
1440.792    3.08065e-03    3.12323e-03   -4.25779e-05
1446.114    3.50893e-03    3.57440e-03   -6.54739e-05
1451.426    3.98017e-03    3.98956e-03   -9.39202e-06
1456.726    6.96398e-03    6.96321e-03    7.71466e-07
1462.016    5.75868e-03    5.84893e-03   -9.02453e-05
1467.294    4.26687e-03    4.26336e-03    3.50910e-06
1472.562    5.48939e-03    5.44517e-03    4.42155e-05
1477.820    6.70860e-03    6.62489e-03    8.37122e-05
1483.067    7.47981e-03    7.57309e-03   -9.32796e-05
1488.304    1.00415e-02    1.01129e-02   -7.14401e-05
1493.530    1.47556e-02    1.47665e-02   -1.09462e-05
1498.746    1.81800e-02    1.80687e-02    1.11262e-04
1503.952    1.79926e-02    1.80289e-02   -3.63019e-05
1509.148    2.08813e-02    2.10358e-02   -1.54494e-04
1514.333    2.17310e-02    2.20721e-02   -3.41078e-04
1519.509    2.34894e-02    2.37217e-02   -2.32265e-04
