 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.11556e-01    1.10094e-01    1.46167e-03
 900.842    8.56080e-02    8.61741e-02   -5.66129e-04
 907.472    8.86379e-02    9.01036e-02   -1.46565e-03
 914.084    8.67095e-02    8.55219e-02    1.18764e-03
 920.678    9.36226e-02    9.62293e-02   -2.60675e-03
 927.255    8.56822e-02    8.49751e-02    7.07143e-04
 933.815    3.47876e-02    3.41527e-02    6.34851e-04
 940.358    5.80468e-02    5.90664e-02   -1.01956e-03
 946.883    4.83096e-02    4.81731e-02    1.36543e-04
 953.391    5.60821e-02    5.56032e-02    4.78880e-04
 959.883    6.73371e-02    6.67658e-02    5.71343e-04
 966.357    7.56314e-02    7.64931e-02   -8.61735e-04
 972.814    8.48748e-02    8.57247e-02   -8.49930e-04
 979.255    8.78268e-02    8.79593e-02   -1.32499e-04
 985.679    9.77522e-02    9.65166e-02    1.23562e-03
 992.086    9.78643e-02    9.86181e-02   -7.53837e-04
 998.476    9.90997e-02    9.82845e-02    8.15233e-04
1004.850    9.31763e-02    9.32121e-02   -3.58289e-05
1011.208    9.37480e-02    9.48636e-02   -1.11565e-03
1017.548    9.28291e-02    9.41637e-02   -1.33463e-03
1023.873    9.23880e-02    9.29267e-02   -5.38701e-04
1030.181    9.14228e-02    9.30022e-02   -1.57935e-03
1036.473    9.20823e-02    9.17035e-02    3.78816e-04
1042.749    8.92653e-02    9.09367e-02   -1.67135e-03
1049.009    9.16756e-02    8.98672e-02    1.80840e-03
1055.253    8.87413e-02    8.82999e-02    4.41399e-04
1061.481    8.41380e-02    8.57169e-02   -1.57890e-03
1067.693    8.38550e-02    8.29703e-02    8.84676e-04
1073.889    8.12405e-02    8.09873e-02    2.53166e-04
1080.069    7.90532e-02    7.79340e-02    1.11919e-03
1086.234    7.57561e-02    7.49596e-02    7.96456e-04
1092.383    7.20098e-02    7.02096e-02    1.80016e-03
1098.516    5.98730e-02    6.05139e-02   -6.40850e-04
1104.634    5.58245e-02    5.61948e-02   -3.70284e-04
1110.737    5.21756e-02    5.29239e-02   -7.48272e-04
1116.824    2.87433e-02    2.79308e-02    8.12476e-04
1122.896    1.25762e-02    1.25062e-02    7.00192e-05
1128.953    1.79128e-02    1.77616e-02    1.51201e-04
1134.995    1.44343e-02    1.43215e-02    1.12785e-04
1141.021    2.81004e-02    2.83236e-02   -2.23212e-04
1147.033    2.27520e-02    2.22533e-02    4.98720e-04
1153.030    3.07778e-02    2.99683e-02    8.09534e-04
1159.012    4.83152e-02    4.75894e-02    7.25840e-04
1164.979    5.81430e-02    5.71534e-02    9.89585e-04
1170.931    5.93193e-02    5.89908e-02    3.28455e-04
1176.869    6.03110e-02    5.89630e-02    1.34800e-03
1182.792    5.55744e-02    5.51324e-02    4.41961e-04
1188.701    5.61186e-02    5.52985e-02    8.20071e-04
1194.595    5.94853e-02    5.86801e-02    8.05206e-04
