 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    1.73677e-01    1.74162e-01   -4.85166e-04
 406.081    1.71632e-01    1.72188e-01   -5.56058e-04
 406.913    1.72277e-01    1.72851e-01   -5.74147e-04
 407.746    1.75725e-01    1.75864e-01   -1.38551e-04
 408.578    1.78604e-01    1.79057e-01   -4.52713e-04
 409.411    1.81188e-01    1.81040e-01    1.47985e-04
 410.243    1.82937e-01    1.82958e-01   -2.14318e-05
 411.075    1.86102e-01    1.85794e-01    3.08069e-04
 411.907    1.88563e-01    1.88095e-01    4.67685e-04
 412.739    1.88034e-01    1.88505e-01   -4.70503e-04
 413.571    1.88672e-01    1.88037e-01    6.35065e-04
 414.403    1.88892e-01    1.88166e-01    7.26332e-04
 415.235    1.88349e-01    1.88561e-01   -2.11803e-04
 416.067    1.87906e-01    1.87904e-01    2.37170e-06
 416.899    1.85583e-01    1.85764e-01   -1.80777e-04
 417.730    1.82527e-01    1.82683e-01   -1.55933e-04
 418.562    1.79596e-01    1.79436e-01    1.60408e-04
 419.393    1.77096e-01    1.77235e-01   -1.39023e-04
 420.225    1.76903e-01    1.77150e-01   -2.47076e-04
 421.056    1.77440e-01    1.77869e-01   -4.29145e-04
 421.888    1.76720e-01    1.76604e-01    1.16305e-04
 422.719    1.73020e-01    1.73377e-01   -3.56791e-04
 423.550    1.71190e-01    1.70993e-01    1.96733e-04
 424.382    1.70432e-01    1.70514e-01   -8.16312e-05
 425.213    1.70284e-01    1.70132e-01    1.51591e-04
 426.044    1.68155e-01    1.68136e-01    1.87184e-05
 426.875    1.63975e-01    1.64245e-01   -2.69856e-04
 427.706    1.57858e-01    1.58201e-01   -3.42623e-04
 428.537    1.49852e-01    1.49614e-01    2.38187e-04
 429.368    1.40682e-01    1.40547e-01    1.35027e-04
 430.199    1.36360e-01    1.36568e-01   -2.08342e-04
 431.030    1.41688e-01    1.41920e-01   -2.31920e-04
 431.860    1.53062e-01    1.53406e-01   -3.43518e-04
 432.691    1.63380e-01    1.63355e-01    2.46274e-05
 433.522    1.68525e-01    1.68767e-01   -2.42225e-04
 434.352    1.72014e-01    1.72790e-01   -7.76301e-04
 435.183    1.77814e-01    1.77934e-01   -1.20035e-04
 436.013    1.82151e-01    1.82472e-01   -3.20516e-04
 436.844    1.83199e-01    1.83517e-01   -3.18167e-04
 437.674    1.80298e-01    1.81199e-01   -9.00788e-04
 438.504    1.79379e-01    1.78862e-01    5.17166e-04
 439.335    1.78526e-01    1.79465e-01   -9.39199e-04
 440.165    1.83214e-01    1.82926e-01    2.87705e-04
 440.995    1.87905e-01    1.87308e-01    5.97016e-04
 441.825    1.91175e-01    1.91097e-01    7.81721e-05
 442.655    1.93479e-01    1.93751e-01   -2.72093e-04
 443.486    1.95106e-01    1.95234e-01   -1.27502e-04
 444.316    1.95472e-01    1.95702e-01   -2.29913e-04
 445.146    1.95340e-01    1.95754e-01   -4.14106e-04
 445.976    1.96077e-01    1.96830e-01   -7.52562e-04
 446.805    1.99865e-01    1.99989e-01   -1.23781e-04
 447.635    2.03855e-01    2.04452e-01   -5.96910e-04
 448.465    2.09143e-01    2.08828e-01    3.14934e-04
 449.295    2.12662e-01    2.12731e-01   -6.88299e-05
 450.125    2.15954e-01    2.15802e-01    1.51997e-04
 450.954    2.16383e-01    2.16621e-01   -2.38037e-04
 451.784    2.14527e-01    2.14395e-01    1.32475e-04
 452.613    2.11270e-01    2.10951e-01    3.19088e-04
 453.443    2.08535e-01    2.09170e-01   -6.34521e-04
 454.273    2.10626e-01    2.09958e-01    6.68140e-04
 455.102    2.11928e-01    2.12038e-01   -1.09906e-04
 455.931    2.12797e-01    2.13839e-01   -1.04179e-03
 456.761    2.14955e-01    2.14556e-01    3.99406e-04
 457.590    2.14148e-01    2.14205e-01   -5.74030e-05
 458.420    2.13887e-01    2.13434e-01    4.52637e-04
 459.249    2.12737e-01    2.13031e-01   -2.93984e-04
 460.078    2.13483e-01    2.13309e-01    1.73659e-04
 460.907    2.14389e-01    2.13845e-01    5.44299e-04
 461.737    2.14730e-01    2.13986e-01    7.43593e-04
 462.566    2.13814e-01    2.13584e-01    2.30018e-04
 463.395    2.13713e-01    2.12977e-01    7.35766e-04
 464.224    2.13256e-01    2.12511e-01    7.45118e-04
 465.053    2.12497e-01    2.12368e-01    1.29129e-04
 465.882    2.13484e-01    2.12613e-01    8.70603e-04
 466.711    2.14372e-01    2.13323e-01    1.04867e-03
 467.540    2.14502e-01    2.14422e-01    8.04985e-05
 468.369    2.14669e-01    2.15321e-01   -6.51681e-04
 469.198    2.12959e-01    2.15393e-01   -2.43371e-03
 470.027    2.19795e-01    2.14786e-01    5.00898e-03
 470.855    2.10682e-01    2.14144e-01   -3.46157e-03
 471.684    2.14854e-01    2.13829e-01    1.02477e-03
 472.513    2.14196e-01    2.13901e-01    2.94854e-04
 473.342    2.15274e-01    2.14448e-01    8.25507e-04
 474.170    2.15956e-01    2.15329e-01    6.27375e-04
 474.999    2.17909e-01    2.15920e-01    1.98858e-03
 475.828    2.16201e-01    2.15861e-01    3.39743e-04
 476.656    2.16595e-01    2.15598e-01    9.97370e-04
 477.485    2.13707e-01    2.15526e-01   -1.81853e-03
 478.313    2.14741e-01    2.15365e-01   -6.24423e-04
 479.142    2.14578e-01    2.14954e-01   -3.75837e-04
 479.970    2.13395e-01    2.14703e-01   -1.30762e-03
 480.799    2.14332e-01    2.14880e-01   -5.48302e-04
 481.627    2.15781e-01    2.15077e-01    7.04109e-04
 482.456    2.13933e-01    2.14369e-01   -4.36422e-04
 483.284    2.11399e-01    2.11763e-01   -3.63684e-04
 484.112    2.05701e-01    2.06689e-01   -9.87721e-04
 484.941    1.98976e-01    1.99788e-01   -8.12261e-04
 485.769    1.94330e-01    1.93764e-01    5.66259e-04
 486.597    1.91939e-01    1.91783e-01    1.55845e-04
 487.426    1.95599e-01    1.94079e-01    1.52030e-03
 488.254    1.96598e-01    1.98095e-01   -1.49684e-03
 489.082    2.01254e-01    2.01696e-01   -4.41814e-04
 489.910    2.06122e-01    2.03882e-01    2.24018e-03
 490.738    2.04309e-01    2.04199e-01    1.09966e-04
 491.567    2.03794e-01    2.03542e-01    2.52465e-04
 492.395    2.04551e-01    2.03632e-01    9.19257e-04
 493.223    2.05346e-01    2.05045e-01    3.01042e-04
 494.051    2.09439e-01    2.06995e-01    2.44446e-03
 494.879    2.08096e-01    2.08268e-01   -1.72419e-04
 495.707    2.08449e-01    2.07835e-01    6.13967e-04
 496.535    2.03560e-01    2.05568e-01   -2.00783e-03
 497.363    2.03154e-01    2.02425e-01    7.28568e-04
 498.191    2.00440e-01    1.99508e-01    9.31878e-04
 499.019    1.96922e-01    1.97205e-01   -2.83458e-04
 499.847    1.95594e-01    1.95342e-01    2.52491e-04
 500.675    1.93574e-01    1.93914e-01   -3.39717e-04
 501.502    1.94812e-01    1.93262e-01    1.55022e-03
 502.330    1.93532e-01    1.93488e-01    4.40878e-05
 503.158    1.94125e-01    1.94400e-01   -2.74702e-04
 503.986    1.95481e-01    1.96246e-01   -7.65106e-04
 504.814    1.99349e-01    1.99127e-01    2.21621e-04
 505.642    2.01277e-01    2.01604e-01   -3.27036e-04
