 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 405.248  1.37720e+00  6.49359e-01  9.19521e-02  1.80433e-01  1.64976e-01  1.08130e-01  1.00009e+00  3.77104e-01  9.19092e-02  7.30666e-02
 406.081  1.36233e+00  6.41920e-01  9.04178e-02  1.78413e-01  1.63037e-01  1.06862e-01  9.91450e-01  3.70879e-01  9.11148e-02  7.19218e-02
 406.913  1.36841e+00  6.44329e-01  9.02752e-02  1.79127e-01  1.63604e-01  1.07235e-01  9.98055e-01  3.70358e-01  9.17217e-02  7.18823e-02
 407.746  1.39314e+00  6.55506e-01  9.13673e-02  1.82276e-01  1.66401e-01  1.09067e-01  1.01824e+00  3.74896e-01  9.35767e-02  7.28240e-02
 408.578  1.41930e+00  6.67357e-01  9.25579e-02  1.85612e-01  1.69370e-01  1.11011e-01  1.03947e+00  3.79836e-01  9.55273e-02  7.38429e-02
 409.411  1.43588e+00  6.74694e-01  9.31122e-02  1.87694e-01  1.71192e-01  1.12204e-01  1.05371e+00  3.82168e-01  9.68365e-02  7.43555e-02
 410.243  1.45190e+00  6.81771e-01  9.36097e-02  1.89708e-01  1.72940e-01  1.13351e-01  1.06763e+00  3.84271e-01  9.81152e-02  7.48252e-02
 411.075  1.47512e+00  6.92247e-01  9.45647e-02  1.92671e-01  1.75544e-01  1.15063e-01  1.08687e+00  3.88254e-01  9.98833e-02  7.56609e-02
 411.907  1.49403e+00  7.00717e-01  9.52482e-02  1.95078e-01  1.77635e-01  1.16440e-01  1.10291e+00  3.91118e-01  1.01358e-01  7.62775e-02
 412.739  1.49784e+00  7.02128e-01  9.49675e-02  1.95523e-01  1.77930e-01  1.16643e-01  1.10782e+00  3.90014e-01  1.01809e-01  7.61211e-02
 413.571  1.49459e+00  7.00252e-01  9.42311e-02  1.95058e-01  1.77384e-01  1.16299e-01  1.10755e+00  3.87033e-01  1.01784e-01  7.55995e-02
 414.403  1.49606e+00  7.00592e-01  9.37925e-02  1.95210e-01  1.77397e-01  1.16323e-01  1.11079e+00  3.85269e-01  1.02081e-01  7.53157e-02
 415.235  1.49971e+00  7.01940e-01  9.35020e-02  1.95639e-01  1.77672e-01  1.16515e-01  1.11560e+00  3.84111e-01  1.02524e-01  7.51486e-02
 416.067  1.49511e+00  6.99397e-01  9.27088e-02  1.94978e-01  1.76972e-01  1.16063e-01  1.11423e+00  3.80879e-01  1.02398e-01  7.45742e-02
 416.899  1.47881e+00  6.91352e-01  9.11995e-02  1.92779e-01  1.74888e-01  1.14699e-01  1.10413e+00  3.74673e-01  1.01470e-01  7.34185e-02
 417.730  1.45503e+00  6.79813e-01  8.92426e-02  1.89603e-01  1.71924e-01  1.12756e-01  1.08844e+00  3.66588e-01  1.00027e-01  7.18963e-02
 418.562  1.42983e+00  6.67646e-01  8.72135e-02  1.86254e-01  1.68796e-01  1.10709e-01  1.07162e+00  3.58213e-01  9.84812e-02  7.03145e-02
 419.393  1.41284e+00  6.59357e-01  8.56930e-02  1.83991e-01  1.66640e-01  1.09305e-01  1.06084e+00  3.51999e-01  9.74906e-02  6.91491e-02
 420.225  1.41263e+00  6.58933e-01  8.51987e-02  1.83924e-01  1.66467e-01  1.09204e-01  1.06256e+00  3.50067e-01  9.76493e-02  6.88174e-02
 421.056  1.41884e+00  6.61509e-01  8.51115e-02  1.84692e-01  1.67056e-01  1.09602e-01  1.06904e+00  3.49799e-01  9.82445e-02  6.88111e-02
 421.888  1.40931e+00  6.56730e-01  8.40984e-02  1.83400e-01  1.65796e-01  1.08783e-01  1.06364e+00  3.45670e-01  9.77480e-02  6.80479e-02
 422.719  1.38425e+00  6.44680e-01  8.21596e-02  1.80075e-01  1.62708e-01  1.06761e-01  1.04656e+00  3.37691e-01  9.61780e-02  6.65302e-02
 423.550  1.36593e+00  6.35762e-01  8.06208e-02  1.77624e-01  1.60412e-01  1.05257e-01  1.03457e+00  3.31356e-01  9.50767e-02  6.53356e-02
 424.382  1.36273e+00  6.33922e-01  7.99906e-02  1.77152e-01  1.59897e-01  1.04926e-01  1.03394e+00  3.28793e-01  9.50186e-02  6.48790e-02
 425.213  1.36018e+00  6.32425e-01  7.94194e-02  1.76777e-01  1.59465e-01  1.04651e-01  1.03367e+00  3.26508e-01  9.49939e-02  6.44709e-02
 426.044  1.34469e+00  6.24932e-01  7.81082e-02  1.74725e-01  1.57520e-01  1.03385e-01  1.02351e+00  3.21179e-01  9.40603e-02  6.34598e-02
 426.875  1.31405e+00  6.10398e-01  7.59342e-02  1.70703e-01  1.53805e-01  1.00955e-01  1.00177e+00  3.12278e-01  9.20618e-02  6.17426e-02
