 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.05292e-01    1.05271e-01    2.09541e-05
 900.842    8.18016e-02    8.22928e-02   -4.91231e-04
 907.472    8.75317e-02    8.60457e-02    1.48600e-03
 914.084    8.22059e-02    8.16239e-02    5.82040e-04
 920.678    9.25009e-02    9.18807e-02    6.20168e-04
 927.255    8.12351e-02    8.10570e-02    1.78092e-04
 933.815    3.29217e-02    3.24554e-02    4.66273e-04
 940.358    5.62500e-02    5.61974e-02    5.25633e-05
 946.883    4.60469e-02    4.57836e-02    2.63323e-04
 953.391    5.29486e-02    5.28542e-02    9.43882e-05
 959.883    6.37262e-02    6.34908e-02    2.35422e-04
 966.357    7.32445e-02    7.27808e-02    4.63745e-04
 972.814    8.20601e-02    8.15800e-02    4.80054e-04
 979.255    8.37187e-02    8.36716e-02    4.71129e-05
 985.679    9.19944e-02    9.18516e-02    1.42836e-04
 992.086    9.43228e-02    9.38714e-02    4.51384e-04
 998.476    9.40463e-02    9.35521e-02    4.94169e-04
1004.850    8.91037e-02    8.87152e-02    3.88482e-04
1011.208    9.11732e-02    9.02813e-02    8.91942e-04
1017.548    8.99247e-02    8.96187e-02    3.05952e-04
1023.873    8.84189e-02    8.84199e-02   -1.03901e-06
1030.181    8.97911e-02    8.84957e-02    1.29542e-03
1036.473    8.94633e-02    8.72546e-02    2.20867e-03
1042.749    8.49209e-02    8.65156e-02   -1.59470e-03
1049.009    8.54663e-02    8.55039e-02   -3.76184e-05
1055.253    8.33469e-02    8.39676e-02   -6.20671e-04
1061.481    8.14927e-02    8.14722e-02    2.05220e-05
1067.693    7.94446e-02    7.88355e-02    6.09130e-04
1073.889    7.79306e-02    7.69396e-02    9.91021e-04
1080.069    7.33374e-02    7.40236e-02   -6.86221e-04
1086.234    7.15898e-02    7.11690e-02    4.20771e-04
1092.383    6.69688e-02    6.66428e-02    3.26016e-04
1098.516    5.77661e-02    5.73896e-02    3.76494e-04
1104.634    5.44987e-02    5.32620e-02    1.23672e-03
1110.737    4.98522e-02    5.01370e-02   -2.84775e-04
1116.824    2.60758e-02    2.63900e-02   -3.14191e-04
1122.896    1.19054e-02    1.17775e-02    1.27877e-04
1128.953    1.68706e-02    1.67384e-02    1.32204e-04
1134.995    1.32471e-02    1.34824e-02   -2.35295e-04
1141.021    2.69246e-02    2.67016e-02    2.22952e-04
1147.033    2.11165e-02    2.09476e-02    1.68883e-04
1153.030    2.87598e-02    2.82188e-02    5.41041e-04
1159.012    4.40361e-02    4.48589e-02   -8.22793e-04
1164.979    5.31900e-02    5.39069e-02   -7.16908e-04
1170.931    5.59176e-02    5.56352e-02    2.82443e-04
1176.869    5.31812e-02    5.56018e-02   -2.42062e-03
1182.792    5.31498e-02    5.19660e-02    1.18380e-03
1188.701    5.08992e-02    5.21064e-02   -1.20717e-03
1194.595    5.54230e-02    5.52928e-02    1.30188e-04
1200.475    5.31555e-02    5.27586e-02    3.96865e-04
1206.341    5.54272e-02    5.51561e-02    2.71070e-04
1212.193    5.53287e-02    5.40952e-02    1.23345e-03
1218.030    5.61790e-02    5.67702e-02   -5.91226e-04
1223.854    5.86734e-02    5.72336e-02    1.43981e-03
1229.663    5.71836e-02    5.83631e-02   -1.17953e-03
1235.458    6.10420e-02    5.88723e-02    2.16969e-03
1241.240    5.65699e-02    5.84537e-02   -1.88380e-03
1247.008    5.85960e-02    5.76224e-02    9.73556e-04
1252.762    5.77287e-02    5.61803e-02    1.54839e-03
1258.503    5.35814e-02    5.38245e-02   -2.43057e-04
1264.230    4.74112e-02    5.01477e-02   -2.73648e-03
1269.944    4.77578e-02    4.92421e-02   -1.48434e-03
1275.644    5.00201e-02    5.14283e-02   -1.40821e-03
1281.331    4.85923e-02    4.87973e-02   -2.05023e-04
1287.004    5.20763e-02    5.07236e-02    1.35268e-03
1292.665    4.95965e-02    4.94276e-02    1.68892e-04
1298.312    4.66018e-02    4.63831e-02    2.18685e-04
1303.947    4.29807e-02    4.31123e-02   -1.31569e-04
1309.568    3.94298e-02    4.00862e-02   -6.56399e-04
1315.177    3.53829e-02    3.56925e-02   -3.09615e-04
1320.772    3.11692e-02    3.10887e-02    8.04838e-05
1326.355    2.89261e-02    2.89995e-02   -7.33669e-05
1331.926    1.61844e-02    1.62926e-02   -1.08206e-04
1337.483    1.97559e-02    2.00387e-02   -2.82771e-04
1343.029    1.77369e-02    1.76575e-02    7.94320e-05
1348.562    3.13771e-03    3.13785e-03   -1.43931e-07
1354.082    1.66843e-04    1.68861e-04   -2.01804e-06
1359.590    3.06329e-06    3.06723e-06   -3.93923e-09
1365.086    1.05853e-06    1.10111e-06   -4.25818e-08
1370.570    1.40979e-05    1.41182e-05   -2.03040e-08
1376.042    9.19334e-05    9.09793e-05    9.54123e-07
1381.502    3.88599e-06    3.83963e-06    4.63634e-08
1386.950    4.54344e-05    4.60236e-05   -5.89242e-07
1392.386    5.42949e-05    5.41851e-05    1.09798e-07
1397.810    7.28212e-05    7.27272e-05    9.39854e-08
1403.223    1.47136e-04    1.48618e-04   -1.48213e-06
1408.624    3.69589e-04    3.77590e-04   -8.00093e-06
1414.014    1.20070e-03    1.21160e-03   -1.08976e-05
1419.392    2.04896e-03    2.07046e-03   -2.15020e-05
1424.759    2.95843e-03    2.92054e-03    3.78895e-05
1430.115    3.45120e-03    3.36861e-03    8.25854e-05
1435.459    3.10766e-03    3.11298e-03   -5.31759e-06
1440.792    3.87378e-03    3.95566e-03   -8.18827e-05
1446.114    4.64783e-03    4.54439e-03    1.03440e-04
1451.426    5.14215e-03    5.09076e-03    5.13899e-05
1456.726    9.11374e-03    9.01167e-03    1.02067e-04
1462.016    7.35175e-03    7.50894e-03   -1.57186e-04
1467.294    5.38651e-03    5.38289e-03    3.61557e-06
1472.562    6.77793e-03    6.85737e-03   -7.94400e-05
1477.820    8.26156e-03    8.29338e-03   -3.18239e-05
1483.067    9.72030e-03    9.40297e-03    3.17332e-04
1488.304    1.22772e-02    1.24951e-02   -2.17946e-04
1493.530    1.83680e-02    1.81520e-02    2.15951e-04
1498.746    2.23598e-02    2.20101e-02    3.49748e-04
1503.952    2.17777e-02    2.17198e-02    5.79397e-05
1509.148    2.52742e-02    2.51070e-02    1.67221e-04
1514.333    2.62789e-02    2.61230e-02    1.55909e-04
1519.509    2.76903e-02    2.78529e-02   -1.62619e-04
1524.675    2.83685e-02    2.85906e-02   -2.22137e-04
1529.831    2.88336e-02    2.88138e-02    1.98240e-05
1534.978    2.98964e-02    2.96263e-02    2.70138e-04
1540.114    2.91257e-02    2.98117e-02   -6.85993e-04
1545.242    3.04379e-02    3.07597e-02   -3.21830e-04
1550.360    3.07707e-02    3.07033e-02    6.74239e-05
1555.468    3.04929e-02    3.03782e-02    1.14654e-04
1560.567    3.03655e-02    3.07964e-02   -4.30902e-04
1565.657    2.99382e-02    3.00065e-02   -6.82810e-05
1570.738    2.91113e-02    2.87405e-02    3.70779e-04
1575.809    2.79185e-02    2.77173e-02    2.01157e-04
1580.872    2.90391e-02    2.91427e-02   -1.03614e-04
1585.926    2.95340e-02    2.96042e-02   -7.02488e-05
1590.971    2.85458e-02    2.87896e-02   -2.43849e-04
1596.007    2.97222e-02    2.92815e-02    4.40726e-04
1601.035    2.86349e-02    2.81991e-02    4.35762e-04
1606.054    2.81525e-02    2.83238e-02   -1.71262e-04
1611.064    2.75875e-02    2.78334e-02   -2.45946e-04
1616.066    2.87655e-02    2.84325e-02    3.32952e-04
1621.060    2.89823e-02    2.89331e-02    4.91567e-05
1626.045    2.94175e-02    2.96631e-02   -2.45569e-04
1631.023    2.95375e-02    2.93218e-02    2.15666e-04
1635.992    2.82092e-02    2.83757e-02   -1.66503e-04
1640.954    2.67159e-02    2.70590e-02   -3.43131e-04
1645.907    2.75295e-02    2.75094e-02    2.00707e-05
1650.852    2.74259e-02    2.74661e-02   -4.02054e-05
1655.790    2.77437e-02    2.76011e-02    1.42563e-04
1660.720    2.77051e-02    2.75753e-02    1.29754e-04
1665.643    2.66849e-02    2.69850e-02   -3.00093e-04
1670.558    2.71572e-02    2.69828e-02    1.74449e-04
1675.466    2.63994e-02    2.64563e-02   -5.68625e-05
1680.366    2.53665e-02    2.52792e-02    8.72932e-05
1685.259    2.59668e-02    2.60059e-02   -3.90528e-05
1690.145    2.56889e-02    2.56438e-02    4.51363e-05
1695.024    2.56853e-02    2.56056e-02    7.96505e-05
1699.896    2.53180e-02    2.50723e-02    2.45677e-04
1704.761    2.46983e-02    2.45878e-02    1.10475e-04
1709.619    2.37862e-02    2.38245e-02   -3.83284e-05
1714.471    2.38310e-02    2.40418e-02   -2.10755e-04
1719.315    2.33965e-02    2.33396e-02    5.68759e-05
1724.153    2.21058e-02    2.21840e-02   -7.82466e-05
1728.985    2.22622e-02    2.24039e-02   -1.41676e-04
1733.811    2.06554e-02    2.05625e-02    9.29423e-05
1738.630    1.99380e-02    1.99896e-02   -5.16360e-05
1743.442    1.97980e-02    1.99075e-02   -1.09464e-04
1748.249    1.92832e-02    1.95254e-02   -2.42182e-04
1753.050    1.92248e-02    1.92120e-02    1.27718e-05
1757.844    1.88686e-02    1.89417e-02   -7.31405e-05
1762.633    1.77866e-02    1.75932e-02    1.93405e-04
1767.416    1.68918e-02    1.67492e-02    1.42636e-04
1772.193    1.60097e-02    1.59264e-02    8.32779e-05
1776.965    1.34942e-02    1.34408e-02    5.34029e-05
1781.731    1.20844e-02    1.21004e-02   -1.60328e-05
1786.492    1.16188e-02    1.15184e-02    1.00440e-04
1791.247    9.29365e-03    9.38457e-03   -9.09243e-05
1795.997    6.36088e-03    6.33440e-03    2.64790e-05
1800.742    3.59729e-03    3.58640e-03    1.08875e-05
1805.481    2.36003e-03    2.35059e-03    9.43853e-06
1810.216    1.15946e-03    1.15711e-03    2.34898e-06
1814.946    4.53648e-04    4.58371e-04   -4.72291e-06
1819.671    1.80316e-04    1.76657e-04    3.65861e-06
1824.391    8.12410e-05    8.29919e-05   -1.75095e-06
1829.106    1.23305e-05    1.23054e-05    2.50832e-08
1833.817    1.30450e-06    1.28879e-06    1.57146e-08
1838.524    2.06031e-07    2.05911e-07    1.19561e-10
1843.226    6.84070e-07    6.87735e-07   -3.66487e-09
1847.924    4.42385e-07    4.37948e-07    4.43689e-09
1852.617    3.90712e-07    3.86020e-07    4.69247e-09
1857.307    7.25645e-07    7.22629e-07    3.01551e-09
1861.992    2.86338e-06    2.83675e-06    2.66286e-08
1866.673    1.05774e-06    1.05226e-06    5.47758e-09
1871.351    3.31626e-08    3.25467e-08    6.15857e-10
