 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 405.248  1.37307e+00  6.26459e-01  9.11437e-02  1.74162e-01  1.64052e-01  1.04742e-01  1.00009e+00  3.72971e-01  9.19092e-02  7.21426e-02
 406.081  1.35825e+00  6.19201e-01  8.96218e-02  1.72188e-01  1.62124e-01  1.03501e-01  9.91450e-01  3.66804e-01  9.11148e-02  7.10094e-02
 406.913  1.36433e+00  6.21439e-01  8.94793e-02  1.72851e-01  1.62689e-01  1.03848e-01  9.98055e-01  3.66278e-01  9.17217e-02  7.09674e-02
 407.746  1.38900e+00  6.32132e-01  9.05606e-02  1.75864e-01  1.65471e-01  1.05609e-01  1.01824e+00  3.70755e-01  9.35767e-02  7.18941e-02
 408.578  1.41510e+00  6.43476e-01  9.17395e-02  1.79057e-01  1.68424e-01  1.07479e-01  1.03947e+00  3.75630e-01  9.55273e-02  7.28971e-02
 409.411  1.43164e+00  6.50469e-01  9.22880e-02  1.81040e-01  1.70237e-01  1.08620e-01  1.05371e+00  3.77927e-01  9.68365e-02  7.34002e-02
 410.243  1.44763e+00  6.57213e-01  9.27803e-02  1.82958e-01  1.71977e-01  1.09719e-01  1.06763e+00  3.79998e-01  9.81152e-02  7.38612e-02
 411.075  1.47080e+00  6.67240e-01  9.37262e-02  1.85794e-01  1.74567e-01  1.11363e-01  1.08687e+00  3.83929e-01  9.98833e-02  7.46838e-02
 411.907  1.48967e+00  6.75338e-01  9.44032e-02  1.88095e-01  1.76648e-01  1.12686e-01  1.10291e+00  3.86754e-01  1.01358e-01  7.52904e-02
 412.739  1.49348e+00  6.76635e-01  9.41247e-02  1.88505e-01  1.76943e-01  1.12873e-01  1.10782e+00  3.85657e-01  1.01809e-01  7.51339e-02
 413.571  1.49026e+00  6.74768e-01  9.33947e-02  1.88037e-01  1.76401e-01  1.12530e-01  1.10755e+00  3.82703e-01  1.01784e-01  7.46170e-02
 414.403  1.49174e+00  6.75035e-01  9.29598e-02  1.88166e-01  1.76416e-01  1.12542e-01  1.11079e+00  3.80952e-01  1.02081e-01  7.43348e-02
 415.235  1.49540e+00  6.76273e-01  9.26717e-02  1.88561e-01  1.76692e-01  1.12718e-01  1.11560e+00  3.79801e-01  1.02524e-01  7.41679e-02
 416.067  1.49083e+00  6.73759e-01  9.18853e-02  1.87904e-01  1.75997e-01  1.12270e-01  1.11423e+00  3.76599e-01  1.02398e-01  7.35989e-02
 416.899  1.47459e+00  6.65943e-01  9.03891e-02  1.85764e-01  1.73926e-01  1.10940e-01  1.10413e+00  3.70455e-01  1.01470e-01  7.24562e-02
