 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    2.02965e-01    2.02953e-01    1.18368e-05
 406.081    2.01026e-01    2.00683e-01    3.42825e-04
 406.913    2.02653e-01    2.01492e-01    1.16051e-03
 407.746    2.05475e-01    2.05041e-01    4.33501e-04
 408.578    2.08645e-01    2.08801e-01   -1.56271e-04
 409.411    2.11071e-01    2.11151e-01   -8.04824e-05
 410.243    2.13402e-01    2.13422e-01   -1.99652e-05
 411.075    2.16878e-01    2.16761e-01    1.16987e-04
 411.907    2.19375e-01    2.19473e-01   -9.83618e-05
 412.739    2.20213e-01    2.19975e-01    2.38192e-04
 413.571    2.19513e-01    2.19449e-01    6.36528e-05
 414.403    2.19492e-01    2.19619e-01   -1.26580e-04
 415.235    2.19796e-01    2.20102e-01   -3.05727e-04
 416.067    2.19685e-01    2.19362e-01    3.23340e-04
 416.899    2.16950e-01    2.16895e-01    5.53011e-05
 417.730    2.12852e-01    2.13330e-01   -4.78288e-04
 418.562    2.09889e-01    2.09568e-01    3.21081e-04
 419.393    2.06773e-01    2.07022e-01   -2.49264e-04
 420.225    2.07097e-01    2.06944e-01    1.53264e-04
 421.056    2.07223e-01    2.07806e-01   -5.83379e-04
 421.888    2.07177e-01    2.06354e-01    8.23084e-04
 422.719    2.02000e-01    2.02616e-01   -6.16477e-04
 423.550    2.00464e-01    1.99863e-01    6.01319e-04
 424.382    1.99835e-01    1.99333e-01    5.01614e-04
 425.213    1.99399e-01    1.98910e-01    4.89412e-04
 426.044    1.95936e-01    1.96599e-01   -6.62761e-04
 426.875    1.91928e-01    1.92071e-01   -1.43323e-04
 427.706    1.85419e-01    1.85026e-01    3.93455e-04
 428.537    1.75351e-01    1.75004e-01    3.47478e-04
 429.368    1.64672e-01    1.64416e-01    2.56207e-04
 430.199    1.59877e-01    1.59774e-01    1.03130e-04
 431.030    1.65721e-01    1.66046e-01   -3.25151e-04
 431.860    1.79272e-01    1.79500e-01   -2.27817e-04
 432.691    1.91522e-01    1.91167e-01    3.54591e-04
 433.522    1.96760e-01    1.97531e-01   -7.70854e-04
 434.352    2.02290e-01    2.02266e-01    2.40584e-05
 435.183    2.07978e-01    2.08308e-01   -3.29863e-04
 436.013    2.13399e-01    2.13641e-01   -2.42164e-04
 436.844    2.14571e-01    2.14886e-01   -3.14836e-04
 437.674    2.11547e-01    2.12196e-01   -6.49385e-04
 438.504    2.09058e-01    2.09481e-01   -4.23026e-04
 439.335    2.10381e-01    2.10207e-01    1.73660e-04
 440.165    2.13842e-01    2.14283e-01   -4.41094e-04
 440.995    2.18570e-01    2.19439e-01   -8.69484e-04
 441.825    2.24207e-01    2.23909e-01    2.97929e-04
 442.655    2.26726e-01    2.27055e-01   -3.29216e-04
 443.486    2.28683e-01    2.28831e-01   -1.48343e-04
 444.316    2.29087e-01    2.29418e-01   -3.31489e-04
 445.146    2.29019e-01    2.29515e-01   -4.96327e-04
 445.976    2.30821e-01    2.30809e-01    1.19451e-05
 446.805    2.34943e-01    2.34542e-01    4.00775e-04
 447.635    2.39717e-01    2.39802e-01   -8.52695e-05
 448.465    2.45766e-01    2.44960e-01    8.06212e-04
 449.295    2.49598e-01    2.49564e-01    3.42823e-05
 450.125    2.53621e-01    2.53193e-01    4.27679e-04
 450.954    2.54017e-01    2.54184e-01   -1.66878e-04
 451.784    2.52172e-01    2.51603e-01    5.68901e-04
 452.613    2.47981e-01    2.47593e-01    3.87775e-04
 453.443    2.44853e-01    2.45529e-01   -6.76346e-04
 454.273    2.46529e-01    2.46474e-01    5.54872e-05
 455.102    2.48509e-01    2.48932e-01   -4.23313e-04
 455.931    2.51355e-01    2.51063e-01    2.91971e-04
 456.761    2.52222e-01    2.51921e-01    3.01211e-04
 457.590    2.51469e-01    2.51527e-01   -5.80189e-05
 458.420    2.51286e-01    2.50640e-01    6.45867e-04
 459.249    2.51379e-01    2.50184e-01    1.19523e-03
 460.078    2.49832e-01    2.50527e-01   -6.94552e-04
 460.907    2.52158e-01    2.51172e-01    9.86086e-04
 461.737    2.51396e-01    2.51355e-01    4.09326e-05
 462.566    2.51537e-01    2.50906e-01    6.30731e-04
 463.395    2.50476e-01    2.50220e-01    2.56394e-04
 464.224    2.49752e-01    2.49700e-01    5.18601e-05
 465.053    2.49223e-01    2.49555e-01   -3.32035e-04
 465.882    2.50720e-01    2.49865e-01    8.54515e-04
 466.711    2.49125e-01    2.50719e-01   -1.59392e-03
 467.540    2.50880e-01    2.52033e-01   -1.15304e-03
 468.369    2.54188e-01    2.53116e-01    1.07226e-03
 469.198    2.54693e-01    2.53231e-01    1.46204e-03
 470.027    2.52683e-01    2.52548e-01    1.34602e-04
 470.855    2.50571e-01    2.51825e-01   -1.25400e-03
 471.684    2.50043e-01    2.51487e-01   -1.44425e-03
 472.513    2.53853e-01    2.51606e-01    2.24716e-03
 473.342    2.50117e-01    2.52287e-01   -2.16988e-03
 474.170    2.54158e-01    2.53361e-01    7.96951e-04
 474.999    2.53744e-01    2.54096e-01   -3.52013e-04
 475.828    2.54430e-01    2.54064e-01    3.66142e-04
 476.656    2.52699e-01    2.53791e-01   -1.09202e-03
 477.485    2.52994e-01    2.53739e-01   -7.45137e-04
 478.313    2.53882e-01    2.53574e-01    3.08236e-04
 479.142    2.52415e-01    2.53108e-01   -6.93057e-04
 479.970    2.54120e-01    2.52830e-01    1.28964e-03
 480.799    2.52620e-01    2.53057e-01   -4.36974e-04
 481.627    2.51655e-01    2.53311e-01   -1.65637e-03
 482.456    2.53997e-01    2.52502e-01    1.49470e-03
 483.284    2.48820e-01    2.49459e-01   -6.38775e-04
 484.112    2.40722e-01    2.43508e-01   -2.78624e-03
 484.941    2.35682e-01    2.35404e-01    2.78121e-04
 485.769    2.28644e-01    2.28330e-01    3.14424e-04
 486.597    2.24114e-01    2.26017e-01   -1.90257e-03
 487.426    2.29007e-01    2.28739e-01    2.68466e-04
 488.254    2.33776e-01    2.33493e-01    2.82516e-04
 489.082    2.38256e-01    2.37761e-01    4.95484e-04
 489.910    2.42137e-01    2.40364e-01    1.77333e-03
 490.738    2.40004e-01    2.40768e-01   -7.64232e-04
 491.567    2.41485e-01    2.40025e-01    1.46006e-03
 492.395    2.40173e-01    2.40160e-01    1.29779e-05
 493.223    2.40929e-01    2.41854e-01   -9.24681e-04
 494.051    2.44113e-01    2.44178e-01   -6.53528e-05
 494.879    2.45018e-01    2.45702e-01   -6.84162e-04
 495.707    2.45750e-01    2.45212e-01    5.37643e-04
 496.535    2.43924e-01    2.42557e-01    1.36736e-03
 497.363    2.39369e-01    2.38871e-01    4.98358e-04
 498.191    2.36299e-01    2.35455e-01    8.44035e-04
 499.019    2.32997e-01    2.32767e-01    2.29975e-04
 499.847    2.30331e-01    2.30599e-01   -2.67785e-04
 500.675    2.29588e-01    2.28947e-01    6.41350e-04
 501.502    2.27322e-01    2.28216e-01   -8.93680e-04
 502.330    2.28651e-01    2.28522e-01    1.28894e-04
 503.158    2.32040e-01    2.29636e-01    2.40404e-03
 503.986    2.31252e-01    2.31853e-01   -6.00572e-04
 504.814    2.35279e-01    2.35293e-01   -1.37676e-05
 505.642    2.37562e-01    2.38257e-01   -6.94658e-04
 506.469    2.38326e-01    2.38628e-01   -3.02052e-04
 507.297    2.36116e-01    2.36912e-01   -7.96240e-04
 508.125    2.35033e-01    2.35544e-01   -5.11498e-04
 508.953    2.35130e-01    2.35581e-01   -4.51449e-04
 509.780    2.34804e-01    2.36169e-01   -1.36470e-03
 510.608    2.36172e-01    2.36383e-01   -2.11367e-04
 511.436    2.36645e-01    2.35520e-01    1.12541e-03
 512.263    2.32947e-01    2.32864e-01    8.28938e-05
 513.091    2.29755e-01    2.28880e-01    8.75324e-04
 513.918    2.23810e-01    2.25140e-01   -1.33041e-03
 514.746    2.23080e-01    2.21777e-01    1.30348e-03
 515.574    2.16945e-01    2.16917e-01    2.78834e-05
 516.401    2.10450e-01    2.10324e-01    1.25578e-04
 517.229    2.05588e-01    2.05411e-01    1.77015e-04
 518.056    2.05301e-01    2.05228e-01    7.28860e-05
 518.884    2.07799e-01    2.09069e-01   -1.27009e-03
 519.711    2.14314e-01    2.14394e-01   -7.97051e-05
 520.539    2.19557e-01    2.19171e-01    3.85843e-04
 521.366    2.22955e-01    2.22259e-01    6.96456e-04
 522.194    2.23339e-01    2.23713e-01   -3.73508e-04
 523.021    2.25287e-01    2.24544e-01    7.42909e-04
 523.849    2.24858e-01    2.25064e-01   -2.06425e-04
 524.676    2.23835e-01    2.23939e-01   -1.04117e-04
 525.503    2.20615e-01    2.20378e-01    2.36683e-04
 526.331    2.17077e-01    2.16679e-01    3.98434e-04
 527.158    2.17085e-01    2.16561e-01    5.23667e-04
 527.986    2.21290e-01    2.20646e-01    6.44394e-04
 528.813    2.26712e-01    2.25778e-01    9.33683e-04
 529.640    2.28891e-01    2.29143e-01   -2.51963e-04
 530.468    2.30974e-01    2.30049e-01    9.24793e-04
 531.295    2.28584e-01    2.28170e-01    4.14087e-04
 532.122    2.24423e-01    2.23900e-01    5.23235e-04
 532.949    2.19577e-01    2.19962e-01   -3.84781e-04
 533.777    2.19440e-01    2.19341e-01    9.87549e-05
 534.604    2.22321e-01    2.21953e-01    3.67808e-04
 535.431    2.25899e-01    2.25163e-01    7.36489e-04
