 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.02952e-01    1.02444e-01    5.08144e-04
 900.842    8.02957e-02    8.00253e-02    2.70395e-04
 907.472    8.36072e-02    8.36714e-02   -6.41876e-05
 914.084    7.96604e-02    7.93443e-02    3.16091e-04
 920.678    8.98376e-02    8.93265e-02    5.11071e-04
 927.255    7.84239e-02    7.87488e-02   -3.24853e-04
 933.815    3.23388e-02    3.14606e-02    8.78161e-04
 940.358    5.45233e-02    5.44628e-02    6.05046e-05
 946.883    4.46483e-02    4.43363e-02    3.11952e-04
 953.391    5.05078e-02    5.11772e-02   -6.69366e-04
 959.883    6.25543e-02    6.14787e-02    1.07561e-03
 966.357    7.11247e-02    7.04835e-02    6.41229e-04
 972.814    7.91918e-02    7.90097e-02    1.82143e-04
 979.255    8.15317e-02    8.10214e-02    5.10299e-04
 985.679    8.88911e-02    8.89495e-02   -5.84388e-05
 992.086    8.96686e-02    9.09034e-02   -1.23484e-03
 998.476    8.94348e-02    9.05890e-02   -1.15416e-03
1004.850    8.71651e-02    8.58940e-02    1.27108e-03
1011.208    8.74397e-02    8.74000e-02    3.96948e-05
1017.548    8.65357e-02    8.67581e-02   -2.22434e-04
1023.873    8.55577e-02    8.55825e-02   -2.47533e-05
1030.181    8.50533e-02    8.56572e-02   -6.03925e-04
1036.473    8.53307e-02    8.44499e-02    8.80750e-04
1042.749    8.49395e-02    8.37246e-02    1.21490e-03
1049.009    8.13877e-02    8.27464e-02   -1.35872e-03
1055.253    8.12136e-02    8.12435e-02   -2.98666e-05
1061.481    7.62887e-02    7.88137e-02   -2.52503e-03
1067.693    7.66914e-02    7.62393e-02    4.52054e-04
1073.889    7.38242e-02    7.43946e-02   -5.70374e-04
1080.069    7.09191e-02    7.15634e-02   -6.44270e-04
1086.234    6.86103e-02    6.87803e-02   -1.69995e-04
1092.383    6.53756e-02    6.43897e-02    9.85873e-04
1098.516    5.57994e-02    5.54094e-02    3.90016e-04
1104.634    4.99778e-02    5.14004e-02   -1.42258e-03
1110.737    4.89385e-02    4.83667e-02    5.71826e-04
1116.824    2.54321e-02    2.54162e-02    1.59430e-05
1122.896    1.13602e-02    1.13205e-02    3.97089e-05
1128.953    1.60485e-02    1.60916e-02   -4.30565e-05
1134.995    1.26335e-02    1.29514e-02   -3.17887e-04
1141.021    2.54716e-02    2.56633e-02   -1.91739e-04
1147.033    1.93386e-02    2.01089e-02   -7.70286e-04
1153.030    2.63367e-02    2.70858e-02   -7.49150e-04
1159.012    4.40853e-02    4.30733e-02    1.01200e-03
1164.979    5.13343e-02    5.17784e-02   -4.44090e-04
1170.931    5.32730e-02    5.34348e-02   -1.61751e-04
1176.869    5.36865e-02    5.33936e-02    2.92885e-04
1182.792    4.96410e-02    4.98857e-02   -2.44678e-04
1188.701    5.11720e-02    5.00100e-02    1.16197e-03
1194.595    5.41238e-02    5.30658e-02    1.05803e-03
1200.475    4.97792e-02    5.06282e-02   -8.48961e-04
1206.341    5.36381e-02    5.29248e-02    7.13252e-04
1212.193    5.33675e-02    5.18930e-02    1.47451e-03
1218.030    5.39278e-02    5.44482e-02   -5.20404e-04
1223.854    5.38539e-02    5.48999e-02   -1.04604e-03
1229.663    5.52878e-02    5.60045e-02   -7.16684e-04
1235.458    5.60816e-02    5.64928e-02   -4.11163e-04
1241.240    5.27538e-02    5.60902e-02   -3.33638e-03
1247.008    5.74291e-02    5.52969e-02    2.13221e-03
1252.762    5.34062e-02    5.39087e-02   -5.02468e-04
1258.503    5.04170e-02    5.16379e-02   -1.22086e-03
1264.230    4.75459e-02    4.80972e-02   -5.51258e-04
1269.944    4.75427e-02    4.72225e-02    3.20248e-04
1275.644    5.09829e-02    4.93119e-02    1.67101e-03
1281.331    4.84323e-02    4.67828e-02    1.64946e-03
1287.004    4.93301e-02    4.86208e-02    7.09260e-04
1292.665    4.65162e-02    4.73551e-02   -8.38883e-04
1298.312    4.58832e-02    4.44071e-02    1.47611e-03
1303.947    4.10710e-02    4.12449e-02   -1.73910e-04
1309.568    3.75210e-02    3.83189e-02   -7.97891e-04
1315.177    3.31783e-02    3.40926e-02   -9.14298e-04
1320.772    2.98094e-02    2.96683e-02    1.41089e-04
1326.355    2.70992e-02    2.76505e-02   -5.51263e-04
1331.926    1.55981e-02    1.55050e-02    9.31127e-05
1337.483    1.92187e-02    1.90520e-02    1.66662e-04
1343.029    1.69586e-02    1.67577e-02    2.00915e-04
1348.562    2.97815e-03    2.96698e-03    1.11666e-05
1354.082    1.59542e-04    1.58957e-04    5.85450e-07
1359.590    2.99441e-06    2.88014e-06    1.14265e-07
1365.086    1.04589e-06    1.03439e-06    1.14989e-08
1370.570    1.32703e-05    1.32150e-05    5.52788e-08
1376.042    8.78438e-05    8.50882e-05    2.75558e-06
1381.502    3.62174e-06    3.58615e-06    3.55872e-08
1386.950    4.32710e-05    4.28219e-05    4.49065e-07
1392.386    5.09708e-05    5.03092e-05    6.61557e-07
1397.810    6.64605e-05    6.72148e-05   -7.54314e-07
1403.223    1.36070e-04    1.36451e-04   -3.80887e-07
1408.624    3.41500e-04    3.43308e-04   -1.80825e-06
1414.014    1.09398e-03    1.09360e-03    3.82391e-07
1419.392    1.85067e-03    1.85606e-03   -5.39376e-06
1424.759    2.59060e-03    2.60669e-03   -1.60880e-05
1430.115    2.92355e-03    2.99665e-03   -7.31045e-05
1435.459    2.72932e-03    2.76775e-03   -3.84269e-05
1440.792    3.51008e-03    3.51094e-03   -8.57017e-07
1446.114    4.00600e-03    4.03072e-03   -2.47175e-05
1451.426    4.48125e-03    4.51271e-03   -3.14608e-05
1456.726    7.99561e-03    7.97068e-03    2.49287e-05
1462.016    6.76595e-03    6.65317e-03    1.12776e-04
1467.294    4.77855e-03    4.78683e-03   -8.28354e-06
1472.562    6.08501e-03    6.10792e-03   -2.29070e-05
