 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 405.248  1.38534e+00  6.96092e-01  9.35687e-02  1.99846e-01  1.66778e-01  1.14635e-01  1.00009e+00  3.85248e-01  9.19092e-02  7.48683e-02
 406.081  1.37032e+00  6.88088e-01  9.20024e-02  1.97599e-01  1.64807e-01  1.13286e-01  9.91450e-01  3.78872e-01  9.11148e-02  7.36926e-02
 406.913  1.37638e+00  6.90645e-01  9.18523e-02  1.98382e-01  1.65371e-01  1.13676e-01  9.98055e-01  3.78323e-01  9.17217e-02  7.36496e-02
 407.746  1.40118e+00  7.02601e-01  9.29586e-02  2.01863e-01  1.68189e-01  1.15614e-01  1.01824e+00  3.82944e-01  9.35767e-02  7.46119e-02
 408.578  1.42744e+00  7.15282e-01  9.41653e-02  2.05551e-01  1.71181e-01  1.17671e-01  1.03947e+00  3.87974e-01  9.55273e-02  7.56534e-02
 409.411  1.44405e+00  7.23126e-01  9.47247e-02  2.07852e-01  1.73013e-01  1.18932e-01  1.05371e+00  3.90341e-01  9.68365e-02  7.61761e-02
 410.243  1.46010e+00  7.30690e-01  9.52261e-02  2.10076e-01  1.74770e-01  1.20144e-01  1.06763e+00  3.92474e-01  9.81152e-02  7.66548e-02
 411.075  1.48339e+00  7.41897e-01  9.61930e-02  2.13352e-01  1.77392e-01  1.21954e-01  1.08687e+00  3.96526e-01  9.98833e-02  7.75086e-02
 411.907  1.50235e+00  7.50954e-01  9.68838e-02  2.16012e-01  1.79496e-01  1.23410e-01  1.10291e+00  3.99436e-01  1.01358e-01  7.81381e-02
 412.739  1.50611e+00  7.52443e-01  9.65937e-02  2.16497e-01  1.79784e-01  1.23622e-01  1.10782e+00  3.98294e-01  1.01809e-01  7.79755e-02
 413.571  1.50279e+00  7.50404e-01  9.58401e-02  2.15971e-01  1.79223e-01  1.23253e-01  1.10755e+00  3.95234e-01  1.01784e-01  7.74388e-02
 414.403  1.50420e+00  7.50739e-01  9.53893e-02  2.16129e-01  1.79227e-01  1.23273e-01  1.11079e+00  3.93417e-01  1.02081e-01  7.71456e-02
 415.235  1.50782e+00  7.52159e-01  9.50894e-02  2.16596e-01  1.79496e-01  1.23472e-01  1.11560e+00  3.92220e-01  1.02524e-01  7.69722e-02
 416.067  1.50314e+00  7.49416e-01  9.42785e-02  2.15859e-01  1.78780e-01  1.22990e-01  1.11423e+00  3.88906e-01  1.02398e-01  7.63819e-02
 416.899  1.48669e+00  7.40784e-01  9.27395e-02  2.13421e-01  1.76666e-01  1.21542e-01  1.10413e+00  3.82557e-01  1.01470e-01  7.51965e-02
 417.730  1.46273e+00  7.28410e-01  9.07456e-02  2.09903e-01  1.73663e-01  1.19482e-01  1.08844e+00  3.74291e-01  1.00027e-01  7.36357e-02
 418.562  1.43734e+00  7.15359e-01  8.86783e-02  2.06192e-01  1.70495e-01  1.17310e-01  1.07162e+00  3.65728e-01  9.84812e-02  7.20139e-02
 419.393  1.42021e+00  7.06452e-01  8.71280e-02  2.03677e-01  1.68309e-01  1.15818e-01  1.06084e+00  3.59370e-01  9.74906e-02  7.08181e-02
 420.225  1.41994e+00  7.05966e-01  8.66210e-02  2.03592e-01  1.68125e-01  1.15706e-01  1.06256e+00  3.57381e-01  9.76493e-02  7.04758e-02
 421.056  1.42613e+00  7.08695e-01  8.65281e-02  2.04431e-01  1.68711e-01  1.16122e-01  1.06904e+00  3.57092e-01  9.82445e-02  7.04670e-02
