 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 894.195  7.59866e-01  2.95769e-01  8.01201e-03  8.68945e-02  7.36466e-02  4.52803e-02  7.31228e-01  2.86373e-02  6.71918e-02  6.45478e-03
 900.842  6.67193e-01  2.27330e-01  6.86149e-03  6.76877e-02  6.39364e-02  3.41025e-02  6.44104e-01  2.30892e-02  5.91860e-02  4.75037e-03
 907.472  6.81748e-01  2.38335e-01  6.90854e-03  7.08271e-02  6.54145e-02  3.58819e-02  6.57572e-01  2.41754e-02  6.04236e-02  4.99085e-03
 914.084  6.64222e-01  2.25278e-01  6.60337e-03  6.71220e-02  6.35700e-02  3.37654e-02  6.41617e-01  2.26045e-02  5.89575e-02  4.61250e-03
 920.678  6.86493e-01  2.56126e-01  6.74793e-03  7.57546e-02  6.60890e-02  3.88856e-02  6.62870e-01  2.36231e-02  6.09104e-02  5.17860e-03
 927.255  6.47118e-01  2.23792e-01  6.22718e-03  6.66936e-02  6.19218e-02  3.35769e-02  6.25902e-01  2.12167e-02  5.75134e-02  4.40841e-03
 933.815  4.38049e-01  8.15072e-02  4.06096e-03  2.64697e-02  4.09700e-02  1.12007e-02  4.26278e-01  1.17709e-02  3.91702e-02  1.79973e-03
 940.358  5.46460e-01  1.49390e-01  5.01801e-03  4.59554e-02  5.16135e-02  2.15020e-02  5.30482e-01  1.59785e-02  4.87453e-02  2.86813e-03
 946.883  5.02475e-01  1.18379e-01  4.50636e-03  3.73838e-02  4.72423e-02  1.66465e-02  4.88561e-01  1.39139e-02  4.48933e-02  2.34906e-03
 953.391  5.23909e-01  1.39556e-01  4.64156e-03  4.32019e-02  4.94343e-02  1.99796e-02  5.09168e-01  1.47408e-02  4.67869e-02  2.64749e-03
 959.883  5.62246e-01  1.72034e-01  4.93198e-03  5.19772e-02  5.33201e-02  2.52624e-02  5.46050e-01  1.61961e-02  5.01759e-02  3.14420e-03
 966.357  5.88443e-01  2.00334e-01  5.10013e-03  5.97010e-02  5.60812e-02  2.99877e-02  5.71161e-01  1.72817e-02  5.24833e-02  3.59797e-03
 972.814  6.17433e-01  2.26283e-01  5.27651e-03  6.70260e-02  5.90788e-02  3.42274e-02  5.99086e-01  1.83466e-02  5.50493e-02  4.02952e-03
 979.255  6.18683e-01  2.32693e-01  5.20144e-03  6.87581e-02  5.92715e-02  3.53167e-02  6.00444e-01  1.82386e-02  5.51740e-02  4.09749e-03
 985.679  6.40122e-01  2.58189e-01  5.31472e-03  7.55635e-02  6.16703e-02  3.96735e-02  6.20894e-01  1.92279e-02  5.70531e-02  4.61725e-03
 992.086  6.41531e-01  2.65026e-01  5.24755e-03  7.72529e-02  6.19682e-02  4.09830e-02  6.22279e-01  1.92524e-02  5.71804e-02  4.78782e-03
 998.476  6.36753e-01  2.64271e-01  5.11621e-03  7.69845e-02  6.15118e-02  4.09141e-02  6.17924e-01  1.88281e-02  5.67802e-02  4.73158e-03
