 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    1.10512e-01    1.10502e-01    1.01215e-05
 406.081    1.09486e-01    1.09185e-01    3.01055e-04
 406.913    1.08980e-01    1.09531e-01   -5.50501e-04
 407.746    1.11639e-01    1.11361e-01    2.77863e-04
 408.578    1.13176e-01    1.13303e-01   -1.27051e-04
 409.411    1.13915e-01    1.14480e-01   -5.65477e-04
 410.243    1.15642e-01    1.15623e-01    1.87019e-05
 411.075    1.17355e-01    1.17353e-01    1.97272e-06
 411.907    1.18994e-01    1.18752e-01    2.42085e-04
 412.739    1.18858e-01    1.18966e-01   -1.07639e-04
 413.571    1.18319e-01    1.18636e-01   -3.16646e-04
 414.403    1.19087e-01    1.18684e-01    4.03381e-04
 415.235    1.18538e-01    1.18893e-01   -3.54522e-04
 416.067    1.18439e-01    1.18426e-01    1.26210e-05
 416.899    1.17256e-01    1.17014e-01    2.42095e-04
 417.730    1.15513e-01    1.15007e-01    5.05902e-04
 418.562    1.12760e-01    1.12906e-01   -1.46069e-04
 419.393    1.11378e-01    1.11477e-01   -9.87186e-05
 420.225    1.11513e-01    1.11386e-01    1.27254e-04
 421.056    1.11751e-01    1.11799e-01   -4.81487e-05
 421.888    1.10931e-01    1.10953e-01   -2.21588e-05
 422.719    1.09023e-01    1.08862e-01    1.60952e-04
 423.550    1.07207e-01    1.07297e-01   -8.97277e-05
 424.382    1.06912e-01    1.06939e-01   -2.66310e-05
 425.213    1.06643e-01    1.06655e-01   -1.15087e-05
 426.044    1.05177e-01    1.05365e-01   -1.87920e-04
 426.875    1.02852e-01    1.02885e-01   -3.31508e-05
 427.706    9.90462e-02    9.90571e-02   -1.09053e-05
 428.537    9.35739e-02    9.36407e-02   -6.67878e-05
 429.368    8.81497e-02    8.79329e-02    2.16762e-04
 430.199    8.55155e-02    8.54213e-02    9.41806e-05
 431.030    8.84945e-02    8.87516e-02   -2.57141e-04
 431.860    9.62163e-02    9.59005e-02    3.15767e-04
 432.691    1.02235e-01    1.02060e-01    1.74661e-04
 433.522    1.05551e-01    1.05371e-01    1.80466e-04
 434.352    1.08223e-01    1.07823e-01    4.00354e-04
 435.183    1.11291e-01    1.10985e-01    3.05675e-04
 436.013    1.13991e-01    1.13768e-01    2.23348e-04
 436.844    1.14302e-01    1.14369e-01   -6.72570e-05
 437.674    1.13132e-01    1.12874e-01    2.58032e-04
 438.504    1.11359e-01    1.11369e-01   -9.60663e-06
 439.335    1.11787e-01    1.11701e-01    8.56425e-05
 440.165    1.13878e-01    1.13815e-01    6.26782e-05
 440.995    1.16599e-01    1.16495e-01    1.04339e-04
 441.825    1.19125e-01    1.18794e-01    3.30892e-04
 442.655    1.20626e-01    1.20375e-01    2.50848e-04
 443.486    1.20800e-01    1.21220e-01   -4.20064e-04
 444.316    1.21654e-01    1.21433e-01    2.21399e-04
 445.146    1.21206e-01    1.21394e-01   -1.87903e-04
 445.976    1.21738e-01    1.22002e-01   -2.64306e-04
 446.805    1.23506e-01    1.23909e-01   -4.02703e-04
 447.635    1.26730e-01    1.26628e-01    1.01686e-04
 448.465    1.29524e-01    1.29294e-01    2.30224e-04
 449.295    1.31639e-01    1.31664e-01   -2.47933e-05
 450.125    1.33424e-01    1.33512e-01   -8.82537e-05
 450.954    1.34213e-01    1.33958e-01    2.54915e-04
 451.784    1.32297e-01    1.32514e-01   -2.17469e-04
 452.613    1.30159e-01    1.30318e-01   -1.58550e-04
 453.443    1.29737e-01    1.29159e-01    5.78482e-04
 454.273    1.29824e-01    1.29602e-01    2.21677e-04
 455.102    1.31014e-01    1.30853e-01    1.61236e-04
 455.931    1.32251e-01    1.31933e-01    3.18160e-04
 456.761    1.32308e-01    1.32342e-01   -3.35889e-05
 457.590    1.32698e-01    1.32089e-01    6.09014e-04
 458.420    1.32015e-01    1.31575e-01    4.40219e-04
 459.249    1.31208e-01    1.31289e-01   -8.10356e-05
 460.078    1.31387e-01    1.31429e-01   -4.17549e-05
 460.907    1.31259e-01    1.31731e-01   -4.71507e-04
 461.737    1.32014e-01    1.31784e-01    2.30488e-04
 462.566    1.31478e-01    1.31490e-01   -1.15376e-05
 463.395    1.31053e-01    1.31060e-01   -6.71981e-06
 464.224    1.29915e-01    1.30717e-01   -8.01697e-04
