 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 894.195  7.60845e-01  3.55792e-01  8.14040e-03  1.10094e-01  7.40137e-02  5.35603e-02  7.31228e-01  2.96164e-02  6.71918e-02  6.82187e-03
 900.842  6.67892e-01  2.74922e-01  6.95623e-03  8.61741e-02  6.41789e-02  4.05738e-02  6.44104e-01  2.37888e-02  5.91860e-02  4.99286e-03
 907.472  6.82474e-01  2.87982e-01  7.00589e-03  9.01036e-02  6.56713e-02  4.26495e-02  6.57572e-01  2.49020e-02  6.04236e-02  5.24771e-03
 914.084  6.64892e-01  2.72635e-01  6.69340e-03  8.55219e-02  6.38034e-02  4.02028e-02  6.41617e-01  2.32739e-02  5.89575e-02  4.84582e-03
 920.678  6.87262e-01  3.08895e-01  6.84870e-03  9.62293e-02  6.63746e-02  4.61251e-02  6.62870e-01  2.43923e-02  6.09104e-02  5.46426e-03
 927.255  6.47761e-01  2.70791e-01  6.31281e-03  8.49751e-02  6.21496e-02  3.99724e-02  6.25902e-01  2.18598e-02  5.75134e-02  4.63624e-03
 933.815  4.38213e-01  1.00485e-01  4.08682e-03  3.41527e-02  4.10128e-02  1.36260e-02  4.26278e-01  1.19348e-02  3.91702e-02  1.84255e-03
 940.358  5.46828e-01  1.82582e-01  5.07049e-03  5.90664e-02  5.17266e-02  2.58928e-02  5.30482e-01  1.63468e-02  4.87453e-02  2.98124e-03
 946.883  5.02741e-01  1.45278e-01  4.54553e-03  4.81731e-02  4.73197e-02  2.01418e-02  4.88561e-01  1.41804e-02  4.48933e-02  2.42640e-03
 953.391  5.24241e-01  1.70820e-01  4.68868e-03  5.56032e-02  4.95373e-02  2.40989e-02  5.09168e-01  1.50730e-02  4.67869e-02  2.75044e-03
 959.883  5.62682e-01  2.09747e-01  4.99114e-03  6.67658e-02  5.34660e-02  3.03270e-02  5.46050e-01  1.66310e-02  5.01759e-02  3.29004e-03
 966.357  5.88965e-01  2.43283e-01  5.16877e-03  7.64931e-02  5.62689e-02  3.58312e-02  5.71161e-01  1.78036e-02  5.24833e-02  3.78564e-03
 972.814  6.18027e-01  2.74110e-01  5.35300e-03  8.57247e-02  5.93039e-02  4.07821e-02  5.99086e-01  1.89408e-02  5.50493e-02  4.25457e-03
 979.255  6.19290e-01  2.81748e-01  5.27892e-03  8.79593e-02  5.95062e-02  4.20577e-02  6.00444e-01  1.88455e-02  5.51740e-02  4.33218e-03
 985.679  6.40825e-01  3.11983e-01  5.40155e-03  9.65166e-02  6.19546e-02  4.71378e-02  6.20894e-01  1.99316e-02  5.70531e-02  4.90151e-03
 992.086  6.42258e-01  3.19998e-01  5.33640e-03  9.86181e-02  6.22720e-02  4.86481e-02  6.22279e-01  1.99786e-02  5.71804e-02  5.09164e-03
 998.476  6.37468e-01  3.19051e-01  5.20334e-03  9.82845e-02  6.18145e-02  4.85596e-02  6.17924e-01  1.95436e-02  5.67802e-02  5.03423e-03
1004.850  6.06873e-01  3.02113e-01  4.85533e-03  9.32121e-02  5.87264e-02  4.58660e-02  5.88685e-01  1.81872e-02  5.40935e-02  4.63293e-03
1011.208  6.17902e-01  3.07229e-01  4.85048e-03  9.48636e-02  5.97256e-02  4.65993e-02  5.99803e-01  1.80991e-02  5.51151e-02  4.61050e-03
1017.548  6.08075e-01  3.05308e-01  4.69086e-03  9.41637e-02  5.88232e-02  4.64225e-02  5.90462e-01  1.76127e-02  5.42567e-02  4.56648e-03
1023.873  6.02390e-01  3.00975e-01  4.55353e-03  9.29267e-02  5.81680e-02  4.56729e-02  5.85357e-01  1.70332e-02  5.37876e-02  4.38045e-03
1030.181  5.97355e-01  3.01636e-01  4.43659e-03  9.30022e-02  5.77556e-02  4.59213e-02  5.80624e-01  1.67314e-02  5.33527e-02  4.40289e-03
