 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    1.72405e-01    1.72923e-01   -5.17565e-04
 406.081    1.70755e-01    1.70956e-01   -2.00872e-04
 406.913    1.71899e-01    1.71607e-01    2.91739e-04
 407.746    1.74809e-01    1.74591e-01    2.18089e-04
 408.578    1.77569e-01    1.77753e-01   -1.83662e-04
 409.411    1.79247e-01    1.79715e-01   -4.67544e-04
 410.243    1.81402e-01    1.81613e-01   -2.11237e-04
 411.075    1.84568e-01    1.84423e-01    1.44674e-04
 411.907    1.86252e-01    1.86702e-01   -4.49528e-04
 412.739    1.87536e-01    1.87106e-01    4.29967e-04
 413.571    1.86364e-01    1.86638e-01   -2.73777e-04
 414.403    1.86975e-01    1.86763e-01    2.12078e-04
 415.235    1.87566e-01    1.87152e-01    4.13565e-04
 416.067    1.86132e-01    1.86497e-01   -3.65100e-04
 416.899    1.84363e-01    1.84369e-01   -5.71465e-06
 417.730    1.80788e-01    1.81307e-01   -5.19194e-04
 418.562    1.78813e-01    1.78081e-01    7.32070e-04
 419.393    1.75942e-01    1.75894e-01    4.79513e-05
 420.225    1.76202e-01    1.75807e-01    3.95169e-04
 421.056    1.76695e-01    1.76517e-01    1.77504e-04
 421.888    1.75028e-01    1.75259e-01   -2.31118e-04
 422.719    1.72654e-01    1.72054e-01    5.99538e-04
 423.550    1.69722e-01    1.69684e-01    3.76416e-05
 424.382    1.69146e-01    1.69206e-01   -5.97468e-05
 425.213    1.68549e-01    1.68824e-01   -2.74710e-04
 426.044    1.66573e-01    1.66841e-01   -2.67810e-04
 426.875    1.62985e-01    1.62978e-01    6.59806e-06
 427.706    1.56740e-01    1.56978e-01   -2.38218e-04
 428.537    1.48649e-01    1.48455e-01    1.94102e-04
 429.368    1.39255e-01    1.39457e-01   -2.01650e-04
 430.199    1.35048e-01    1.35507e-01   -4.59389e-04
 431.030    1.40678e-01    1.40817e-01   -1.38648e-04
 431.860    1.52191e-01    1.52212e-01   -2.13637e-05
 432.691    1.62549e-01    1.62083e-01    4.66052e-04
 433.522    1.66420e-01    1.67451e-01   -1.03109e-03
 434.352    1.72252e-01    1.71441e-01    8.10801e-04
 435.183    1.76441e-01    1.76543e-01   -1.01700e-04
 436.013    1.81404e-01    1.81044e-01    3.60439e-04
 436.844    1.82831e-01    1.82080e-01    7.50899e-04
 437.674    1.79736e-01    1.79779e-01   -4.27995e-05
 438.504    1.77027e-01    1.77459e-01   -4.32074e-04
 439.335    1.77321e-01    1.78054e-01   -7.33492e-04
 440.165    1.81265e-01    1.81484e-01   -2.18612e-04
 440.995    1.84585e-01    1.85825e-01   -1.24049e-03
 441.825    1.90570e-01    1.89577e-01    9.93345e-04
 442.655    1.92283e-01    1.92202e-01    8.13496e-05
 443.486    1.93639e-01    1.93665e-01   -2.55191e-05
 444.316    1.94023e-01    1.94121e-01   -9.77763e-05
 445.146    1.94933e-01    1.94163e-01    7.70275e-04
 445.976    1.95416e-01    1.95222e-01    1.93702e-04
 446.805    1.98097e-01    1.98347e-01   -2.49728e-04
 447.635    2.02909e-01    2.02764e-01    1.44823e-04
 448.465    2.06884e-01    2.07096e-01   -2.12055e-04
 449.295    2.11405e-01    2.10959e-01    4.46247e-04
 450.125    2.13687e-01    2.13998e-01   -3.11145e-04
 450.954    2.14893e-01    2.14807e-01    8.56762e-05
 451.784    2.11897e-01    2.12599e-01   -7.01624e-04
 452.613    2.08843e-01    2.09183e-01   -3.39570e-04
 453.443    2.07802e-01    2.07417e-01    3.84804e-04
 454.273    2.08783e-01    2.08198e-01    5.85322e-04
 455.102    2.09416e-01    2.10261e-01   -8.45149e-04
 455.931    2.12201e-01    2.12048e-01    1.52876e-04
 456.761    2.13296e-01    2.12758e-01    5.38178e-04
 457.590    2.12820e-01    2.12410e-01    4.10449e-04
 458.420    2.11506e-01    2.11645e-01   -1.39497e-04
 459.249    2.10496e-01    2.11245e-01   -7.49204e-04
 460.078    2.11971e-01    2.11520e-01    4.51352e-04
 460.907    2.11759e-01    2.12048e-01   -2.88597e-04
 461.737    2.11705e-01    2.12184e-01   -4.78699e-04
 462.566    2.11942e-01    2.11780e-01    1.62439e-04
 463.395    2.11251e-01    2.11173e-01    7.80147e-05
 464.224    2.11484e-01    2.10705e-01    7.79284e-04
 465.053    2.10812e-01    2.10557e-01    2.54768e-04
 465.882    2.10981e-01    2.10795e-01    1.86127e-04
 466.711    2.13211e-01    2.11493e-01    1.71806e-03
 467.540    2.13810e-01    2.12578e-01    1.23184e-03
 468.369    2.12791e-01    2.13464e-01   -6.72844e-04
 469.198    2.14301e-01    2.13530e-01    7.70943e-04
 470.027    2.09179e-01    2.12924e-01   -3.74461e-03
 470.855    2.14735e-01    2.12285e-01    2.44987e-03
 471.684    2.13559e-01    2.11971e-01    1.58795e-03
 472.513    2.10958e-01    2.12041e-01   -1.08319e-03
 473.342    2.10672e-01    2.12583e-01   -1.91096e-03
 474.170    2.14522e-01    2.13454e-01    1.06754e-03
