 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 400.000  1.39396e+00  5.56860e-01  9.38445e-02  1.48147e-01  1.65892e-01  9.54028e-02  1.01347e+00  3.80489e-01  9.31389e-02  7.27534e-02
 401.000  1.38171e+00  5.51708e-01  9.23706e-02  1.46876e-01  1.64249e-01  9.44776e-02  1.00713e+00  3.74578e-01  9.25563e-02  7.16928e-02
 402.000  1.46027e+00  5.82593e-01  9.69345e-02  1.55173e-01  1.73393e-01  9.97296e-02  1.06711e+00  3.93166e-01  9.80680e-02  7.53253e-02
 403.000  1.36372e+00  5.42695e-01  8.98647e-02  1.44500e-01  1.61730e-01  9.28947e-02  9.99187e-01  3.64532e-01  9.18260e-02  6.99038e-02
 404.000  1.46140e+00  5.81031e-01  9.56331e-02  1.54773e-01  1.73121e-01  9.94221e-02  1.07344e+00  3.87967e-01  9.86495e-02  7.44712e-02
 405.000  1.33658e+00  5.31161e-01  8.68598e-02  1.41579e-01  1.58163e-01  9.08489e-02  9.84108e-01  3.52475e-01  9.04401e-02  6.77224e-02
 406.000  1.32275e+00  5.24704e-01  8.53515e-02  1.39856e-01  1.56344e-01  8.97288e-02  9.76365e-01  3.46384e-01  8.97285e-02  6.66160e-02
 407.000  1.28474e+00  5.09041e-01  8.23212e-02  1.35721e-01  1.51682e-01  8.70241e-02  9.50596e-01  3.34147e-01  8.73603e-02  6.43218e-02
 408.000  1.38799e+00  5.49208e-01  8.83211e-02  1.46461e-01  1.63687e-01  9.38661e-02  1.02946e+00  3.58529e-01  9.46076e-02  6.90790e-02
 409.000  1.53212e+00  6.05443e-01  9.68186e-02  1.61491e-01  1.80483e-01  1.03450e-01  1.13906e+00  3.93060e-01  1.04680e-01  7.58031e-02
 410.000  1.27739e+00  5.03881e-01  8.01604e-02  1.34397e-01  1.50307e-01  8.60815e-02  9.51936e-01  3.25451e-01  8.74832e-02  6.28239e-02
 411.000  1.49609e+00  5.89811e-01  9.32446e-02  1.57402e-01  1.75852e-01  1.00720e-01  1.11740e+00  3.78692e-01  1.02689e-01  7.31630e-02
 412.000  1.54600e+00  6.08727e-01  9.57022e-02  1.62485e-01  1.81519e-01  1.03922e-01  1.15732e+00  3.88678e-01  1.06358e-01  7.51612e-02
 413.000  1.45651e+00  5.72590e-01  8.95421e-02  1.52845e-01  1.70822e-01  9.77319e-02  1.09278e+00  3.63727e-01  1.00427e-01  7.03955e-02
 414.000  1.42581e+00  5.60598e-01  8.70769e-02  1.49773e-01  1.67052e-01  9.56335e-02  1.07209e+00  3.53719e-01  9.85250e-02  6.85267e-02
 415.000  1.51651e+00  5.95285e-01  9.19863e-02  1.59040e-01  1.77483e-01  1.01531e-01  1.14286e+00  3.73654e-01  1.05029e-01  7.24545e-02
 416.000  1.50334e+00  5.89751e-01  9.05845e-02  1.57638e-01  1.75759e-01  1.00548e-01  1.13534e+00  3.68001e-01  1.04338e-01  7.14209e-02
 417.000  1.45382e+00  5.69580e-01  8.70110e-02  1.52267e-01  1.69788e-01  9.70847e-02  1.10026e+00  3.53554e-01  1.01114e-01  6.86740e-02
 418.000  1.41843e+00  5.54828e-01  8.43200e-02  1.48328e-01  1.65473e-01  9.45503e-02  1.07580e+00  3.42634e-01  9.88657e-02  6.66074e-02
 419.000  1.44836e+00  5.66055e-01  8.55459e-02  1.51386e-01  1.68787e-01  9.64300e-02  1.10165e+00  3.46713e-01  1.01241e-01  6.75458e-02
 420.000  1.22396e+00  4.77986e-01  7.18009e-02  1.27879e-01  1.42492e-01  8.13991e-02  9.32011e-01  2.91950e-01  8.56516e-02  5.68403e-02
 421.000  1.52927e+00  5.96630e-01  8.91305e-02  1.59665e-01  1.77852e-01  1.01572e-01  1.16714e+00  3.62132e-01  1.07260e-01  7.05925e-02
 422.000  1.46175e+00  5.69893e-01  8.46389e-02  1.52570e-01  1.69829e-01  9.69866e-02  1.11780e+00  3.43952e-01  1.02725e-01  6.71043e-02
 423.000  1.23140e+00  4.79294e-01  7.08299e-02  1.28308e-01  1.42915e-01  8.15540e-02  9.43571e-01  2.87826e-01  8.67137e-02  5.62014e-02
 424.000  1.35051e+00  5.24988e-01  7.71701e-02  1.40562e-01  1.56573e-01  8.93062e-02  1.03736e+00  3.13156e-01  9.53325e-02  6.12405e-02
 425.000  1.39603e+00  5.42295e-01  7.92587e-02  1.45247e-01  1.61693e-01  9.22189e-02  1.07386e+00  3.22163e-01  9.86875e-02  6.30052e-02
 426.000  1.33869e+00  5.19610e-01  7.55148e-02  1.39219e-01  1.54897e-01  8.83318e-02  1.03179e+00  3.06899e-01  9.48209e-02  6.00763e-02
 427.000  1.28459e+00  4.98028e-01  7.19949e-02  1.33457e-01  1.48486e-01  8.46407e-02  9.91997e-01  2.92591e-01  9.11638e-02  5.73224e-02
 428.000  1.29772e+00  5.02630e-01  7.22666e-02  1.34724e-01  1.49854e-01  8.53973e-02  1.00401e+00  2.93706e-01  9.22679e-02  5.75859e-02
 429.000  1.17786e+00  4.55846e-01  6.51744e-02  1.22223e-01  1.35880e-01  7.74234e-02  9.12994e-01  2.64866e-01  8.39034e-02  5.19765e-02
 430.000  9.37685e-01  3.62285e-01  5.15482e-02  9.71273e-02  1.08061e-01  6.15224e-02  7.28217e-01  2.09468e-01  6.69225e-02  4.11384e-02
 431.000  8.41189e-01  3.25026e-01  4.59577e-02  8.72024e-02  9.68513e-02  5.51686e-02  6.54429e-01  1.86760e-01  6.01415e-02  3.67098e-02
 432.000  1.51081e+00  5.83845e-01  8.20335e-02  1.56761e-01  1.73790e-01  9.90507e-02  1.17744e+00  3.33368e-01  1.08206e-01  6.55837e-02
 433.000  1.34169e+00  5.16975e-01  7.23751e-02  1.38715e-01  1.54167e-01  8.77117e-02  1.04762e+00  2.94065e-01  9.62754e-02  5.78917e-02
 434.000  1.27239e+00  4.89878e-01  6.82072e-02  1.31486e-01  1.46065e-01  8.30882e-02  9.95273e-01  2.77121e-01  9.14645e-02  5.46000e-02
 435.000  1.38133e+00  5.31648e-01  7.35954e-02  1.42772e-01  1.58423e-01  9.01368e-02  1.08235e+00  2.98980e-01  9.94670e-02  5.89561e-02
 436.000  1.52832e+00  5.87510e-01  8.09088e-02  1.57792e-01  1.75111e-01  9.95840e-02  1.19965e+00  3.28678e-01  1.10246e-01  6.48648e-02
 437.000  1.53976e+00  5.91322e-01  8.10107e-02  1.58851e-01  1.76252e-01  1.00202e-01  1.21070e+00  3.29061e-01  1.11262e-01  6.49902e-02
 438.000  1.37642e+00  5.28071e-01  7.19568e-02  1.41889e-01  1.57404e-01  8.94588e-02  1.08408e+00  2.92335e-01  9.96258e-02  5.77787e-02
 439.000  1.32906e+00  5.09353e-01  6.90757e-02  1.36883e-01  1.51843e-01  8.62651e-02  1.04860e+00  2.80453e-01  9.63652e-02  5.54774e-02
 440.000  1.48659e+00  5.69419e-01  7.67734e-02  1.53088e-01  1.69684e-01  9.64031e-02  1.17480e+00  3.11790e-01  1.07963e-01  6.17213e-02
 441.000  1.47876e+00  5.65919e-01  7.59095e-02  1.52183e-01  1.68631e-01  9.57816e-02  1.17054e+00  3.08220e-01  1.07571e-01  6.10601e-02
