 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 400.000  1.42677e+00  7.34909e-01  1.00362e-01  2.10677e-01  1.73124e-01  1.20939e-01  1.01347e+00  4.13303e-01  9.31389e-02  7.99846e-02
 401.000  1.41398e+00  7.28111e-01  9.87700e-02  2.08835e-01  1.71373e-01  1.19773e-01  1.00713e+00  4.06852e-01  9.25563e-02  7.88171e-02
 402.000  1.49413e+00  7.69025e-01  1.03636e-01  2.20664e-01  1.80879e-01  1.26457e-01  1.06711e+00  4.27021e-01  9.80680e-02  8.28114e-02
 403.000  1.39516e+00  7.17141e-01  9.60806e-02  2.05794e-01  1.68694e-01  1.17899e-01  9.99187e-01  3.95971e-01  9.18260e-02  7.68679e-02
 404.000  1.49485e+00  7.67994e-01  1.02235e-01  2.20477e-01  1.80543e-01  1.26215e-01  1.07344e+00  4.21419e-01  9.86495e-02  8.18932e-02
 405.000  1.36694e+00  7.02085e-01  9.28425e-02  2.01654e-01  1.64909e-01  1.15339e-01  9.84108e-01  3.82831e-01  9.04401e-02  7.44690e-02
 406.000  1.35260e+00  6.94055e-01  9.12260e-02  1.99390e-01  1.62990e-01  1.13988e-01  9.76365e-01  3.76238e-01  8.97285e-02  7.32620e-02
 407.000  1.31353e+00  6.73591e-01  8.79787e-02  1.93577e-01  1.58103e-01  1.10591e-01  9.50596e-01  3.62937e-01  8.73603e-02  7.07427e-02
 408.000  1.41888e+00  7.27097e-01  9.43827e-02  2.09017e-01  1.70589e-01  1.19338e-01  1.02946e+00  3.89427e-01  9.46076e-02  7.59815e-02
 409.000  1.56600e+00  8.01921e-01  1.03455e-01  2.30596e-01  1.88064e-01  1.31578e-01  1.13906e+00  4.26935e-01  1.04680e-01  8.33837e-02
 410.000  1.30545e+00  6.67877e-01  8.56503e-02  1.92089e-01  1.56598e-01  1.09555e-01  9.51936e-01  3.53519e-01  8.74832e-02  6.91150e-02
 411.000  1.52871e+00  7.81829e-01  9.96168e-02  2.24960e-01  1.83176e-01  1.28200e-01  1.11740e+00  4.11307e-01  1.02689e-01  8.04872e-02
 412.000  1.57947e+00  8.07245e-01  1.02231e-01  2.32342e-01  1.89048e-01  1.32326e-01  1.15732e+00  4.22147e-01  1.06358e-01  8.26900e-02
 413.000  1.48784e+00  7.59774e-01  9.56450e-02  2.18727e-01  1.77882e-01  1.24509e-01  1.09278e+00  3.95058e-01  1.00427e-01  7.74551e-02
