 lambda   Irr_dw            Rad_up 
 550.000  1.5270750000e+00  1.0933707430e-01 
 551.000  1.5170141000e+00  1.0853597260e-01 
 552.000  1.5818135000e+00  1.1318183900e-01 
 553.000  1.5193407000e+00  1.0861080170e-01 
 554.000  1.5684860000e+00  1.1211362460e-01 
 555.000  1.5724126000e+00  1.1226595310e-01 
 556.000  1.5286246000e+00  1.0901901250e-01 
 557.000  1.4828762000e+00  1.0575312810e-01 
 558.000  1.5388018000e+00  1.0962020110e-01 
 559.000  1.4541470000e+00  1.0352322390e-01 
 560.000  1.4602070000e+00  1.0394562530e-01 
 561.000  1.6044739000e+00  1.1407888790e-01 
 562.000  1.4724921000e+00  1.0465376280e-01 
 563.000  1.5402460000e+00  1.0934468840e-01 
 564.000  1.5182720000e+00  1.0761183930e-01 
 565.000  1.5360778000e+00  1.0884259030e-01 
 566.000  1.4159867000e+00  1.0022309880e-01 
 567.000  1.5186181000e+00  1.0725543980e-01 
 568.000  1.5143560000e+00  1.0641140750e-01 
 569.000  1.4833014000e+00  1.0307658390e-01 
 570.000  1.4909420000e+00  1.0369833370e-01 
 571.000  1.4383548000e+00  1.0072822570e-01 
 572.000  1.5196648000e+00  1.0567820740e-01 
 573.000  1.5357044000e+00  1.0696007540e-01 
 574.000  1.5271579000e+00  1.0634296420e-01 
 575.000  1.4896460000e+00  1.0360075380e-01 
 576.000  1.4624794000e+00  1.0163188170e-01 
 577.000  1.5231591000e+00  1.0594162750e-01 
 578.000  1.4787548000e+00  1.0313675690e-01 
 579.000  1.4674236000e+00  1.0239244080e-01 
 580.000  1.5179306000e+00  1.0607837680e-01 
 581.000  1.4904818000e+00  1.0429969790e-01 
 582.000  1.5127200000e+00  1.0578314970e-01 
 583.000  1.5231350000e+00  1.0654703520e-01 
 584.000  1.5181666000e+00  1.0606034090e-01 
 585.000  1.5080441000e+00  1.0523822780e-01 
 586.000  1.4431243000e+00  1.0067721560e-01 
 587.000  1.4993926000e+00  1.0407601170e-01 
 588.000  1.4836290000e+00  1.0151504520e-01 
 589.000  1.3150179000e+00  8.8160171510e-02 
 590.000  1.3729910000e+00  9.1932708740e-02 
 591.000  1.4588772000e+00  9.8895179750e-02 
 592.000  1.4308677000e+00  9.6198730470e-02 
 593.000  1.4458822000e+00  9.8597061160e-02 
 594.000  1.4590490000e+00  9.9139396670e-02 
 595.000  1.4311189000e+00  9.6162185670e-02 
 596.000  1.4665200000e+00  1.0001574710e-01 
 597.000  1.4709119000e+00  9.9865882870e-02 
 598.000  1.4407709000e+00  9.8436531070e-02 
 599.000  1.4411326000e+00  9.8695587160e-02 
 600.000  1.4414312000e+00  9.9288009640e-02 
 601.000  1.4333101000e+00  9.9156967160e-02 
 602.000  1.4176333000e+00  9.8140014650e-02 
 603.000  1.4261852000e+00  9.8881622310e-02 
 604.000  1.4713584000e+00  1.0217287450e-01 
 605.000  1.4675841000e+00  1.0183047490e-01 
 606.000  1.4505711000e+00  1.0070511630e-01 
 607.000  1.4424035000e+00  1.0008225250e-01 
 608.000  1.4370963000e+00  9.9630569460e-02 
 609.000  1.4223370000e+00  9.8599472050e-02 
 610.000  1.3995426000e+00  9.6941833500e-02 
 611.000  1.4222527000e+00  9.8496315000e-02 
 612.000  1.4037219000e+00  9.7203842160e-02 
 613.000  1.3831977000e+00  9.5719055180e-02 
 614.000  1.3327722000e+00  9.2235527040e-02 
 615.000  1.3971313000e+00  9.6592979430e-02 
 616.000  1.3283915000e+00  9.1854988100e-02 
 617.000  1.3358847000e+00  9.2355583190e-02 
 618.000  1.3988989000e+00  9.6593818660e-02 
 619.000  1.3860813000e+00  9.5743064880e-02 
 620.000  1.4065447000e+00  9.7037559510e-02 
 621.000  1.4307251000e+00  9.8688453670e-02 
 622.000  1.3552540000e+00  9.3418235780e-02 
 623.000  1.3658029000e+00  9.3998931880e-02 
 624.000  1.3672657000e+00  9.4145797730e-02 
 625.000  1.3302279000e+00  9.1580665590e-02 
 626.000  1.3369648000e+00  9.1853042600e-02 
 627.000  1.3593505000e+00  9.2860580440e-02 
 628.000  1.3411821000e+00  9.0647773740e-02 
 629.000  1.3748425000e+00  9.3205116270e-02 
 630.000  1.3292235000e+00  9.0576026920e-02 
 631.000  1.3779901000e+00  9.3971847530e-02 
 632.000  1.2835511600e+00  8.7158912660e-02 
 633.000  1.3777880000e+00  9.3993087770e-02 
 634.000  1.3364116000e+00  9.1327316280e-02 
 635.000  1.3608539000e+00  9.2995903020e-02 
 636.000  1.3129100300e+00  8.9799179080e-02 
 637.000  1.3562382000e+00  9.2818229680e-02 
 638.000  1.3773383000e+00  9.4450302120e-02 
 639.000  1.3659626000e+00  9.3549278260e-02 
 640.000  1.3231083400e+00  9.0838974000e-02 
 641.000  1.3422230000e+00  9.2108558650e-02 
 642.000  1.3261159700e+00  9.1048919680e-02 
 643.000  1.3493318000e+00  9.2449317930e-02 
 644.000  1.3338652600e+00  9.1291740420e-02 
 645.000  1.3455226500e+00  9.1878112790e-02 
 646.000  1.2942581400e+00  8.7291229250e-02 
 647.000  1.3118198400e+00  8.7730628970e-02 
 648.000  1.3094930300e+00  8.6931045530e-02 
 649.000  1.3354841400e+00  8.9132308960e-02 
 650.000  1.2375747900e+00  8.3734558110e-02 
 651.000  1.3331164900e+00  9.0180442810e-02 
 652.000  1.3074132200e+00  8.7374031070e-02 
 653.000  1.3338006800e+00  9.0348686220e-02 
 654.000  1.3163485100e+00  8.8910888670e-02 
 655.000  1.2816531600e+00  8.6102188110e-02 
 656.000  1.0881264400e+00  7.3195114140e-02 
 657.000  1.1613700700e+00  7.8331207280e-02 
 658.000  1.2936346300e+00  8.7726440430e-02 
 659.000  1.2967632600e+00  8.8138977050e-02 
 660.000  1.3069498500e+00  8.8943214420e-02 
 661.000  1.3127167500e+00  8.9697929380e-02 
 662.000  1.3316204500e+00  9.1128074650e-02 
 663.000  1.3168361300e+00  9.0028465270e-02 
 664.000  1.2959281100e+00  8.8633857730e-02 
 665.000  1.3015790000e+00  8.9035011290e-02 
 666.000  1.3172738100e+00  9.0233108520e-02 
 667.000  1.2911397200e+00  8.8396194460e-02 
 668.000  1.2984915100e+00  8.9019790650e-02 
 669.000  1.3170306100e+00  9.0346038820e-02 
 670.000  1.3015954600e+00  8.9182769780e-02 
 671.000  1.2875335100e+00  8.8251525880e-02 
 672.000  1.2834694100e+00  8.7951148990e-02 
 673.000  1.2926459900e+00  8.8548049930e-02 
 674.000  1.2951598900e+00  8.8724433900e-02 
 675.000  1.2754052100e+00  8.7321762080e-02 
 676.000  1.2994931000e+00  8.8977081300e-02 
 677.000  1.2736525200e+00  8.7217102050e-02 
 678.000  1.2947451400e+00  8.8624824520e-02 
 679.000  1.2764724700e+00  8.7308113100e-02 
 680.000  1.2666844100e+00  8.6602752690e-02 
 681.000  1.2680527200e+00  8.6620834350e-02 
 682.000  1.2654309200e+00  8.6349380490e-02 
 683.000  1.2737423800e+00  8.6822097780e-02 
 684.000  1.2507540000e+00  8.5204765320e-02 
 685.000  1.2648757200e+00  8.6151466370e-02 
 686.000  1.2092555300e+00  8.2068649290e-02 
 687.000  1.1187866000e+00  7.2948783870e-02 
 688.000  1.1484251900e+00  7.5789031980e-02 
 689.000  1.1430245200e+00  7.5201538090e-02 
 690.000  1.1634626400e+00  7.7031211850e-02 
 691.000  1.1869706600e+00  7.9071060180e-02 
 692.000  1.1899826600e+00  7.9295104980e-02 
 693.000  1.1890607100e+00  7.7848236080e-02 
 694.000  1.1912205700e+00  7.6877532960e-02 
 695.000  1.1783538600e+00  7.6559303280e-02 
 696.000  1.1966878400e+00  7.8088325500e-02 
 697.000  1.2193052800e+00  8.1595909120e-02 
 698.000  1.1923632200e+00  7.9284034730e-02 
 699.000  1.1959045700e+00  7.7781806950e-02 
 700.000  1.1848427400e+00  7.7297302250e-02 
 701.000  1.1542321900e+00  7.4887229920e-02 
 702.000  1.1513946600e+00  7.4964004520e-02 
 703.000  1.1826321600e+00  7.8368301390e-02 
 704.000  1.1865847500e+00  7.8706474300e-02 
 705.000  1.1893414000e+00  7.8275962830e-02 
 706.000  1.1778546500e+00  7.7633468630e-02 
 707.000  1.1622357000e+00  7.6818115230e-02 
 708.000  1.1983438700e+00  7.9438232420e-02 
 709.000  1.1604670600e+00  7.7377861020e-02 
 710.000  1.1817949400e+00  7.8229949950e-02 
 711.000  1.1751669700e+00  7.8283485410e-02 
 712.000  1.1631734200e+00  7.7949279790e-02 
 713.000  1.1545591200e+00  7.6973266600e-02 
 714.000  1.1728511900e+00  7.7993812560e-02 
 715.000  1.1259094300e+00  7.4249107360e-02 
 716.000  1.1491842100e+00  7.5130104060e-02 
 717.000  1.0773924000e+00  6.7184532170e-02 
 718.000  1.0451323800e+00  6.3218547820e-02 
 719.000  1.0235247400e+00  6.1146118160e-02 
 720.000  1.0167586100e+00  5.9806804660e-02 
 721.000  1.0773710400e+00  6.7969177250e-02 
 722.000  1.1146470200e+00  7.1929069520e-02 
 723.000  1.0995329700e+00  6.9981781010e-02 
 724.000  1.0698294700e+00  6.5484130860e-02 
 725.000  1.0633573300e+00  6.5459503170e-02 
 726.000  1.0595883000e+00  6.5116500850e-02 
 727.000  1.0802710500e+00  6.6717079160e-02 
 728.000  1.0560535300e+00  6.4870643620e-02 
 729.000  1.0270663900e+00  6.4018013000e-02 
 730.000  1.0624782200e+00  6.6070457460e-02 
 731.000  1.0419861400e+00  6.4663993840e-02 
 732.000  1.0842594600e+00  6.8919509890e-02 
 733.000  1.0887794300e+00  7.0913238530e-02 
 734.000  1.1215657300e+00  7.3866226200e-02 
 735.000  1.1087868200e+00  7.2691940310e-02 
 736.000  1.0814727700e+00  7.0379806520e-02 
 737.000  1.1005805300e+00  7.1988296510e-02 
 738.000  1.1042592400e+00  7.2797096250e-02 
 739.000  1.0712679600e+00  7.0893386840e-02 
 740.000  1.0875660400e+00  7.2528190610e-02 
 741.000  1.0824170100e+00  7.2591011050e-02 
 742.000  1.0660145500e+00  7.1653862000e-02 
 743.000  1.1005536700e+00  7.4331558230e-02 
 744.000  1.1123597000e+00  7.5312347410e-02 
 745.000  1.0844914300e+00  7.3573890690e-02 
 746.000  1.1003941400e+00  7.4719230650e-02 
 747.000  1.1169870100e+00  7.5831748960e-02 
 748.000  1.0976697100e+00  7.4558563230e-02 
 749.000  1.0981702000e+00  7.4627197270e-02 
 750.000  1.0817239000e+00  7.3438819890e-02 
 751.000  1.0789608500e+00  7.3248527530e-02 
 752.000  1.0959715900e+00  7.4465675350e-02 
 753.000  1.0857799700e+00  7.3787734990e-02 
 754.000  1.1028956700e+00  7.4957839970e-02 
 755.000  1.0965932400e+00  7.4527748110e-02 
 756.000  1.0751554200e+00  7.3069328310e-02 
 757.000  1.0830906000e+00  7.3604400630e-02 
 758.000  1.0808527500e+00  7.3406471250e-02 
 759.000  9.9927010000e-01  6.6378105160e-02 
 760.000  5.1111965000e-01  2.7616926190e-02 
 761.000  4.6177326000e-01  2.4237436290e-02 
 762.000  7.3677549000e-01  4.4562118530e-02 
 763.000  6.6869945000e-01  3.8894447330e-02 
 764.000  7.1469899000e-01  4.2370521550e-02 
 765.000  8.1589893000e-01  5.0570957180e-02 
 766.000  8.8216619000e-01  5.7161434170e-02 
