 lambda   Irr_dw            Rad_up 
 550.000  1.5482715000e+00  2.1739901730e-01 
 551.000  1.5379522000e+00  2.1591191100e-01 
 552.000  1.6035159000e+00  2.2512791440e-01 
 553.000  1.5400689000e+00  2.1616900630e-01 
 554.000  1.5897579000e+00  2.2314294430e-01 
 555.000  1.5936207000e+00  2.2362101750e-01 
 556.000  1.5491289000e+00  2.1731568910e-01 
 557.000  1.5026464000e+00  2.1079533390e-01 
 558.000  1.5592038000e+00  2.1866560360e-01 
 559.000  1.4733131000e+00  2.0658465580e-01 
 560.000  1.4793333000e+00  2.0742271420e-01 
 561.000  1.6253686000e+00  2.2782795720e-01 
 562.000  1.4915298000e+00  2.0901960750e-01 
 563.000  1.5600387000e+00  2.1854800420e-01 
 564.000  1.5376616000e+00  2.1530781560e-01 
 565.000  1.5555476000e+00  2.1776632690e-01 
 566.000  1.4338225000e+00  2.0066329960e-01 
 567.000  1.5375653000e+00  2.1495907590e-01 
 568.000  1.5328900000e+00  2.1360525510e-01 
 569.000  1.5009485000e+00  2.0766438290e-01 
 570.000  1.5086257000e+00  2.0893020630e-01 
 571.000  1.4555851000e+00  2.0259414670e-01 
 572.000  1.5374666000e+00  2.1298104860e-01 
 573.000  1.5536551000e+00  2.1550323490e-01 
 574.000  1.5449215000e+00  2.1434078980e-01 
 575.000  1.5068473000e+00  2.0895155330e-01 
 576.000  1.4792618000e+00  2.0507249450e-01 
 577.000  1.5406062000e+00  2.1380191040e-01 
 578.000  1.4957327000e+00  2.0796597290e-01 
 579.000  1.4842865000e+00  2.0655599980e-01 
 580.000  1.5353576000e+00  2.1384457400e-01 
 581.000  1.5076409000e+00  2.1023797610e-01 
 582.000  1.5301298000e+00  2.1342187500e-01 
 583.000  1.5405987000e+00  2.1491223140e-01 
 584.000  1.5355116000e+00  2.1413858030e-01 
 585.000  1.5251968000e+00  2.1262759400e-01 
 586.000  1.4594614000e+00  2.0344352720e-01 
 587.000  1.5161506000e+00  2.1074166870e-01 
 588.000  1.4996256000e+00  2.0639250180e-01 
 589.000  1.3286261000e+00  1.8024926760e-01 
 590.000  1.3870976000e+00  1.8800823970e-01 
 591.000  1.4741381000e+00  2.0165261840e-01 
 592.000  1.4455737000e+00  1.9667556760e-01 
 593.000  1.4610979000e+00  2.0090602110e-01 
 594.000  1.4742143000e+00  2.0219633480e-01 
 595.000  1.4456295000e+00  1.9673052980e-01 
 596.000  1.4817461000e+00  2.0384675600e-01 
 597.000  1.4860066000e+00  2.0389659120e-01 
 598.000  1.4556773000e+00  2.0065892030e-01 
 599.000  1.4560566000e+00  2.0109468080e-01 
 600.000  1.4564961000e+00  2.0201733400e-01 
 601.000  1.4483608000e+00  2.0150643920e-01 
 602.000  1.4325129000e+00  1.9948281860e-01 
 603.000  1.4411421000e+00  2.0090458680e-01 
 604.000  1.4867654000e+00  2.0745706180e-01 
 605.000  1.4829097000e+00  2.0692933650e-01 
 606.000  1.4656478000e+00  2.0456977840e-01 
 607.000  1.4573307000e+00  2.0339576720e-01 
 608.000  1.4519036000e+00  2.0260400390e-01 
 609.000  1.4369213000e+00  2.0051940920e-01 
 610.000  1.4138291000e+00  1.9726255800e-01 
 611.000  1.4367011000e+00  2.0045385740e-01 
 612.000  1.4179136000e+00  1.9783538820e-01 
 613.000  1.3971164000e+00  1.9490722660e-01 
 614.000  1.3461167000e+00  1.8780342100e-01 
 615.000  1.4110560000e+00  1.9681732180e-01 
 616.000  1.3415635000e+00  1.8713696290e-01 
 617.000  1.3490636000e+00  1.8817755130e-01 
 618.000  1.4126325000e+00  1.9698168950e-01 
 619.000  1.3996113000e+00  1.9518392940e-01 
 620.000  1.4202034000e+00  1.9798709110e-01 
 621.000  1.4445375000e+00  2.0135612490e-01 
 622.000  1.3682614000e+00  1.9067417910e-01 
 623.000  1.3788350000e+00  1.9204437260e-01 
 624.000  1.3802257000e+00  1.9224320980e-01 
 625.000  1.3427559000e+00  1.8699307250e-01 
 626.000  1.3494551000e+00  1.8774346920e-01 
 627.000  1.3717752000e+00  1.9011431880e-01 
 628.000  1.3527503000e+00  1.8610563660e-01 
 629.000  1.3869577000e+00  1.9129359440e-01 
 630.000  1.3409851000e+00  1.8557664490e-01 
 631.000  1.3902540000e+00  1.9259756470e-01 
 632.000  1.2948417000e+00  1.7881221010e-01 
 633.000  1.3900626000e+00  1.9267370610e-01 
