 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 400.000  1.40979e+00  6.42677e-01  9.69876e-02  1.78175e-01  1.69381e-01  1.07711e-01  1.01347e+00  3.96322e-01  9.31389e-02  7.62425e-02
 401.000  1.39728e+00  6.36701e-01  9.54555e-02  1.76615e-01  1.67685e-01  1.06665e-01  1.00713e+00  3.90145e-01  9.25563e-02  7.51291e-02
 402.000  1.47660e+00  6.72388e-01  1.00164e-01  1.86593e-01  1.77003e-01  1.12603e-01  1.06711e+00  4.09490e-01  9.80680e-02  7.89348e-02
 403.000  1.37888e+00  6.26699e-01  9.28594e-02  1.73895e-01  1.65087e-01  1.04935e-01  9.99187e-01  3.79688e-01  9.18260e-02  7.32609e-02
 404.000  1.47752e+00  6.71034e-01  9.88128e-02  1.86270e-01  1.76697e-01  1.12319e-01  1.07344e+00  4.04088e-01  9.86495e-02  7.80479e-02
 405.000  1.35121e+00  6.13415e-01  8.97402e-02  1.70363e-01  1.61413e-01  1.02633e-01  9.84108e-01  3.67099e-01  9.04401e-02  7.09724e-02
 406.000  1.33713e+00  6.06180e-01  8.81791e-02  1.68369e-01  1.59545e-01  1.01399e-01  9.76365e-01  3.60762e-01  8.97285e-02  6.98167e-02
 407.000  1.29860e+00  5.88183e-01  8.50435e-02  1.63419e-01  1.54773e-01  9.83572e-02  9.50596e-01  3.48008e-01  8.73603e-02  6.74130e-02
 408.000  1.40286e+00  6.34742e-01  9.12368e-02  1.76397e-01  1.67009e-01  1.06112e-01  1.02946e+00  3.73401e-01  9.46076e-02  7.24011e-02
 409.000  1.54842e+00  6.99888e-01  1.00010e-01  1.94547e-01  1.84131e-01  1.16969e-01  1.13906e+00  4.09361e-01  1.04680e-01  7.94506e-02
 410.000  1.29089e+00  5.82692e-01  8.27996e-02  1.61982e-01  1.53333e-01  9.73600e-02  9.51936e-01  3.38953e-01  8.74832e-02  6.58500e-02
 411.000  1.51178e+00  6.82071e-01  9.63075e-02  1.89697e-01  1.79374e-01  1.13921e-01  1.11740e+00  3.94377e-01  1.02689e-01  7.66852e-02
 412.000  1.56209e+00  7.04090e-01  9.88399e-02  1.95871e-01  1.85139e-01  1.17563e-01  1.15732e+00  4.04771e-01  1.06358e-01  7.87810e-02
 413.000  1.47157e+00  6.62493e-01  9.24747e-02  1.84324e-01  1.74216e-01  1.10589e-01  1.09278e+00  3.78788e-01  1.00427e-01  7.37890e-02
 414.000  1.44042e+00  6.48493e-01  8.99183e-02  1.80550e-01  1.70350e-01  1.08201e-01  1.07209e+00  3.68335e-01  9.85250e-02  7.18254e-02
 415.000  1.53196e+00  6.88846e-01  9.49845e-02  1.91805e-01  1.80975e-01  1.14906e-01  1.14286e+00  3.89099e-01  1.05029e-01  7.59463e-02
 416.000  1.51854e+00  6.82466e-01  9.35297e-02  1.90111e-01  1.79200e-01  1.13799e-01  1.13534e+00  3.83196e-01  1.04338e-01  7.48619e-02
 417.000  1.46841e+00  6.59271e-01  8.98355e-02  1.83687e-01  1.73098e-01  1.09900e-01  1.10026e+00  3.68143e-01  1.01114e-01  7.19836e-02
 418.000  1.43258e+00  6.42404e-01  8.70538e-02  1.79008e-01  1.68687e-01  1.07062e-01  1.07580e+00  3.56778e-01  9.88657e-02  6.98212e-02
 419.000  1.46270e+00  6.55466e-01  8.83131e-02  1.82713e-01  1.72050e-01  1.09201e-01  1.10165e+00  3.61047e-01  1.01241e-01  7.08083e-02
 420.000  1.23598e+00  5.53531e-01  7.41185e-02  1.54351e-01  1.45233e-01  9.21869e-02  9.32011e-01  3.03972e-01  8.56516e-02  5.95814e-02
 421.000  1.54418e+00  6.91018e-01  9.20009e-02  1.92746e-01  1.81258e-01  1.15048e-01  1.16714e+00  3.77045e-01  1.07260e-01  7.39983e-02
 422.000  1.47590e+00  6.60094e-01  8.73582e-02  1.84189e-01  1.73066e-01  1.09862e-01  1.11780e+00  3.58103e-01  1.02725e-01  7.03413e-02
 423.000  1.24324e+00  5.55346e-01  7.31031e-02  1.54973e-01  1.45629e-01  9.24076e-02  9.43571e-01  2.99670e-01  8.67137e-02  5.89154e-02
 424.000  1.36341e+00  6.08436e-01  7.96430e-02  1.69823e-01  1.59534e-01  1.01213e-01  1.03736e+00  3.26058e-01  9.53325e-02  6.42019e-02
 425.000  1.40926e+00  6.28534e-01  8.17924e-02  1.75493e-01  1.64736e-01  1.04522e-01  1.07386e+00  3.35401e-01  9.86875e-02  6.60487e-02
 426.000  1.35129e+00  6.02298e-01  7.79234e-02  1.68223e-01  1.57799e-01  1.00126e-01  1.03179e+00  3.19501e-01  9.48209e-02  6.29785e-02
 427.000  1.29660e+00  5.77396e-01  7.42871e-02  1.61303e-01  1.51257e-01  9.59586e-02  9.91997e-01  3.04600e-01  9.11638e-02  6.00927e-02
 428.000  1.30976e+00  5.82818e-01  7.45625e-02  1.62861e-01  1.52637e-01  9.68300e-02  1.00401e+00  3.05752e-01  9.22679e-02  6.03693e-02
 429.000  1.18871e+00  5.28623e-01  6.72404e-02  1.47763e-01  1.38392e-01  8.77974e-02  9.12994e-01  2.75720e-01  8.39034e-02  5.44887e-02
 430.000  9.46271e-01  4.20276e-01  5.31805e-02  1.17483e-01  1.10052e-01  6.97869e-02  7.28217e-01  2.18054e-01  6.69225e-02  4.31292e-02
 431.000  8.48828e-01  3.76990e-01  4.74079e-02  1.05446e-01  9.86254e-02  6.25730e-02  6.54429e-01  1.94399e-01  6.01415e-02  3.84839e-02
 432.000  1.52442e+00  6.77068e-01  8.46131e-02  1.89494e-01  1.76955e-01  1.12332e-01  1.17744e+00  3.46975e-01  1.08206e-01  6.87489e-02
 433.000  1.35371e+00  5.99964e-01  7.46521e-02  1.67864e-01  1.56969e-01  9.95321e-02  1.04762e+00  3.06092e-01  9.62754e-02  6.06940e-02
 434.000  1.28372e+00  5.68575e-01  7.03482e-02  1.59133e-01  1.48707e-01  9.42952e-02  9.95273e-01  2.88445e-01  9.14645e-02  5.72430e-02
 435.000  1.39353e+00  6.17032e-01  7.58989e-02  1.72775e-01  1.61275e-01  1.02294e-01  1.08235e+00  3.11180e-01  9.94670e-02  6.18081e-02
 436.000  1.54173e+00  6.82021e-01  8.34370e-02  1.91008e-01  1.78250e-01  1.13038e-01  1.19965e+00  3.42085e-01  1.10246e-01  6.80043e-02
 437.000  1.55318e+00  6.86557e-01  8.35370e-02  1.92329e-01  1.79399e-01  1.13756e-01  1.21070e+00  3.42475e-01  1.11262e-01  6.81366e-02
 438.000  1.38833e+00  6.13218e-01  7.41965e-02  1.71827e-01  1.60202e-01  1.01575e-01  1.08408e+00  3.04244e-01  9.96258e-02  6.05765e-02
 439.000  1.34048e+00  5.91595e-01  7.12209e-02  1.65806e-01  1.54530e-01  9.79660e-02  1.04860e+00  2.91875e-01  9.63652e-02  5.81651e-02
 440.000  1.49927e+00  6.61371e-01  7.91518e-02  1.85432e-01  1.72673e-01  1.09483e-01  1.17480e+00  3.24469e-01  1.07963e-01  6.47099e-02
 441.000  1.49128e+00  6.57390e-01  7.82556e-02  1.84358e-01  1.71588e-01  1.08790e-01  1.17054e+00  3.20744e-01  1.07571e-01  6.40168e-02
 442.000  1.56739e+00  6.90394e-01  8.17447e-02  1.93652e-01  1.80170e-01  1.14218e-01  1.23236e+00  3.35036e-01  1.13252e-01  6.69181e-02
 443.000  1.57463e+00  6.92937e-01  8.16159e-02  1.94396e-01  1.80823e-01  1.14606e-01  1.24016e+00  3.34468e-01  1.13969e-01  6.68544e-02
 444.000  1.56124e+00  6.86445e-01  8.04248e-02  1.92608e-01  1.79111e-01  1.13499e-01  1.23169e+00  3.29549e-01  1.13190e-01  6.59208e-02
 445.000  1.63899e+00  7.19930e-01  8.39076e-02  2.02032e-01  1.87844e-01  1.19000e-01  1.29519e+00  3.43797e-01  1.19026e-01  6.88179e-02
 446.000  1.45613e+00  6.39017e-01  7.40998e-02  1.79359e-01  1.66719e-01  1.05592e-01  1.15259e+00  3.03538e-01  1.05921e-01  6.07978e-02
 447.000  1.65751e+00  7.27125e-01  8.38468e-02  2.04159e-01  1.89602e-01  1.20108e-01  1.31410e+00  3.43411e-01  1.20763e-01  6.88383e-02
 448.000  1.68172e+00  7.37141e-01  8.45584e-02  2.06984e-01  1.92206e-01  1.21739e-01  1.33537e+00  3.46358e-01  1.22718e-01  6.94878e-02
 449.000  1.68976e+00  7.40451e-01  8.44703e-02  2.07962e-01  1.92970e-01  1.22254e-01  1.34380e+00  3.45967e-01  1.23493e-01  6.94773e-02
 450.000  1.72323e+00  7.54773e-01  8.56337e-02  2.12024e-01  1.96631e-01  1.24589e-01  1.37245e+00  3.50782e-01  1.26126e-01  7.05057e-02
 451.000  1.85866e+00  8.13485e-01  9.18226e-02  2.28554e-01  2.11902e-01  1.34251e-01  1.48259e+00  3.76073e-01  1.36247e-01  7.56544e-02
 452.000  1.72457e+00  7.54286e-01  8.46874e-02  2.11965e-01  1.96444e-01  1.24451e-01  1.37770e+00  3.46876e-01  1.26608e-01  6.98367e-02
 453.000  1.59780e+00  6.98266e-01  7.79984e-02  1.96256e-01  1.81843e-01  1.15181e-01  1.27839e+00  3.19418e-01  1.17481e-01  6.43619e-02
 454.000  1.70037e+00  7.42601e-01  8.25256e-02  2.08764e-01  1.93347e-01  1.22462e-01  1.36245e+00  3.37920e-01  1.25206e-01  6.81405e-02
 455.000  1.70917e+00  7.46219e-01  8.24648e-02  2.09863e-01  1.94180e-01  1.23018e-01  1.37152e+00  3.37657e-01  1.26039e-01  6.81407e-02
 456.000  1.74760e+00  7.62452e-01  8.38270e-02  2.14474e-01  1.98369e-01  1.25660e-01  1.40434e+00  3.43262e-01  1.29056e-01  6.93134e-02
 457.000  1.75413e+00  7.64939e-01  8.36545e-02  2.15245e-01  1.98931e-01  1.26030e-01  1.41178e+00  3.42349e-01  1.29739e-01  6.91923e-02
 458.000  1.72025e+00  7.49696e-01  8.15640e-02  2.11005e-01  1.94922e-01  1.23485e-01  1.38654e+00  3.33709e-01  1.27420e-01  6.75017e-02
 459.000  1.71736e+00  7.47999e-01  8.09516e-02  2.10580e-01  1.94428e-01  1.23171e-01  1.38599e+00  3.31371e-01  1.27369e-01  6.70590e-02
 460.000  1.69955e+00  7.39762e-01  7.96503e-02  2.08311e-01  1.92243e-01  1.21780e-01  1.37354e+00  3.26006e-01  1.26225e-01  6.60180e-02
 461.000  1.76450e+00  7.67823e-01  8.21883e-02  2.16272e-01  1.99433e-01  1.26363e-01  1.42295e+00  3.41543e-01  1.30766e-01  6.86668e-02
 462.000  1.72687e+00  7.51072e-01  8.00075e-02  2.11619e-01  1.95003e-01  1.23564e-01  1.39941e+00  3.27459e-01  1.28602e-01  6.64008e-02
 463.000  1.72406e+00  7.49272e-01  7.94249e-02  2.11148e-01  1.94509e-01  1.23234e-01  1.39940e+00  3.24659e-01  1.28601e-01  6.59077e-02
 464.000  1.72686e+00  7.49900e-01  7.90988e-02  2.11348e-01  1.94663e-01  1.23308e-01  1.40346e+00  3.23404e-01  1.28974e-01  6.56882e-02
 465.000  1.69875e+00  7.37373e-01  7.73719e-02  2.07871e-01  1.91337e-01  1.21211e-01  1.38243e+00  3.16318e-01  1.27042e-01  6.42950e-02
 466.000  1.74952e+00  7.58892e-01  7.92338e-02  2.13974e-01  1.96888e-01  1.24714e-01  1.42569e+00  3.23832e-01  1.31017e-01  6.58715e-02
 467.000  1.68500e+00  7.30554e-01  7.58847e-02  2.06041e-01  1.89468e-01  1.20018e-01  1.37487e+00  3.10133e-01  1.26347e-01  6.31211e-02
 468.000  1.78088e+00  7.71717e-01  7.97506e-02  2.17712e-01  2.00072e-01  1.26737e-01  1.45503e+00  3.25848e-01  1.33713e-01  6.63586e-02
 469.000  1.76242e+00  7.62902e-01  7.84683e-02  2.15250e-01  1.97808e-01  1.25251e-01  1.44189e+00  3.20522e-01  1.32506e-01  6.53025e-02
 470.000  1.73541e+00  7.50616e-01  7.68306e-02  2.11841e-01  1.94587e-01  1.23185e-01  1.42173e+00  3.13676e-01  1.30653e-01  6.39342e-02
 471.000  1.72960e+00  7.47363e-01  7.61337e-02  2.10988e-01  1.93735e-01  1.22599e-01  1.41894e+00  3.10658e-01  1.30397e-01  6.33380e-02
 472.000  1.74816e+00  7.54665e-01  7.65047e-02  2.13127e-01  1.95602e-01  1.23738e-01  1.43613e+00  3.12022e-01  1.31976e-01  6.36263e-02
 473.000  1.72660e+00  7.44523e-01  7.51437e-02  2.10337e-01  1.92973e-01  1.22014e-01  1.42046e+00  3.06137e-01  1.30536e-01  6.24373e-02
 474.000  1.73823e+00  7.48467e-01  7.51880e-02  2.11512e-01  1.94041e-01  1.22598e-01  1.43192e+00  3.06312e-01  1.31589e-01  6.24521e-02
 475.000  1.80599e+00  7.76561e-01  7.76421e-02  2.19574e-01  2.01327e-01  1.27108e-01  1.49015e+00  3.15843e-01  1.36940e-01  6.43866e-02
 476.000  1.74863e+00  7.50393e-01  7.47350e-02  2.12285e-01  1.94625e-01  1.22722e-01  1.44502e+00  3.03611e-01  1.32792e-01  6.18326e-02
