 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 400.000  1.41484e+00  6.69595e-01  9.79828e-02  1.85717e-01  1.70499e-01  1.11694e-01  1.01347e+00  4.01367e-01  9.31389e-02  7.73602e-02
 401.000  1.40225e+00  6.63451e-01  9.64355e-02  1.84116e-01  1.68790e-01  1.10624e-01  1.00713e+00  3.95122e-01  9.25563e-02  7.62338e-02
 402.000  1.48184e+00  7.00744e-01  1.01194e-01  1.94551e-01  1.78167e-01  1.16799e-01  1.06711e+00  4.14728e-01  9.80680e-02  8.00994e-02
 403.000  1.38375e+00  6.53307e-01  9.38173e-02  1.81374e-01  1.66174e-01  1.08872e-01  9.99187e-01  3.84568e-01  9.18260e-02  7.43476e-02
 404.000  1.48273e+00  6.99638e-01  9.98335e-02  1.94315e-01  1.77859e-01  1.16552e-01  1.07344e+00  4.09296e-01  9.86495e-02  7.92097e-02
 405.000  1.35595e+00  6.39640e-01  9.06677e-02  1.77745e-01  1.62472e-01  1.06513e-01  9.84108e-01  3.71839e-01  9.04401e-02  7.20318e-02
 406.000  1.34180e+00  6.32238e-01  8.90925e-02  1.75713e-01  1.60592e-01  1.05254e-01  9.76365e-01  3.65438e-01  8.97285e-02  7.08635e-02
 407.000  1.30313e+00  6.13571e-01  8.59260e-02  1.70581e-01  1.55788e-01  1.02113e-01  9.50596e-01  3.52531e-01  8.73603e-02  6.84274e-02
 408.000  1.40773e+00  6.62268e-01  9.21851e-02  1.84170e-01  1.68102e-01  1.10184e-01  1.02946e+00  3.78269e-01  9.46076e-02  7.34949e-02
 409.000  1.55377e+00  7.30377e-01  1.01051e-01  2.03165e-01  1.85336e-01  1.21479e-01  1.13906e+00  4.14714e-01  1.04680e-01  8.06556e-02
 410.000  1.29534e+00  6.08214e-01  8.36634e-02  1.69206e-01  1.54336e-01  1.01135e-01  9.51936e-01  3.43403e-01  8.74832e-02  6.68532e-02
 411.000  1.51696e+00  7.12012e-01  9.73124e-02  1.98175e-01  1.80545e-01  1.18350e-01  1.11740e+00  3.99559e-01  1.02689e-01  7.78557e-02
 412.000  1.56742e+00  7.35109e-01  9.98719e-02  2.04660e-01  1.86345e-01  1.22151e-01  1.15732e+00  4.10100e-01  1.06358e-01  7.99869e-02
 413.000  1.47657e+00  6.91801e-01  9.34411e-02  1.92636e-01  1.75349e-01  1.14925e-01  1.09278e+00  3.83789e-01  1.00427e-01  7.49224e-02
 414.000  1.44529e+00  6.77204e-01  9.08570e-02  1.88694e-01  1.71455e-01  1.12448e-01  1.07209e+00  3.73198e-01  9.85250e-02  7.29296e-02
 415.000  1.53711e+00  7.19473e-01  9.59771e-02  2.00502e-01  1.82147e-01  1.19437e-01  1.14286e+00  3.94250e-01  1.05029e-01  7.71179e-02
