      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  5.9625593314e-02  7.6139116461e-04  5.9630454421e-02
 2.0000000000e+01  3.1393436524e-01  5.0123480147e-03  3.1397437683e-01
