      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  7.2914371419e-02  6.5372558832e-04  7.2917301902e-02
 2.0000000000e+01  2.2264996088e-01  2.5769271768e-03  2.2266487292e-01
