      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  4.3390678985e-02  6.4942279466e-04  4.3395538628e-02
 2.0000000000e+01  3.6665764875e-01  6.7714098917e-03  3.6672017040e-01
