      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  4.6006316935e-02  6.5382304294e-04  4.6010962634e-02
 2.0000000000e+01  3.3608531074e-01  5.7057093680e-03  3.3613374007e-01
