      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  1.0163918236e-01  9.1798895162e-04  1.0164332784e-01
 2.0000000000e+01  1.8344617702e-01  1.8700449638e-03  1.8345570837e-01
