      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  3.2874298824e-02  6.5694780544e-04  3.2880862270e-02
 2.0000000000e+01  4.6432853565e-01  1.0816785110e-02  4.6445451000e-01
