      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  9.0678013903e-02  8.8126058719e-04  9.0682296098e-02
 2.0000000000e+01  2.5276666023e-01  3.3180411859e-03  2.5278843708e-01
