      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  1.1308449394e-01  1.0203834581e-03  1.1308909741e-01
 2.0000000000e+01  1.4758575021e-01  1.3471565974e-03  1.4759189848e-01
