      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  9.5209902668e-02  9.5192253758e-04  9.5214661280e-02
 2.0000000000e+01  2.4300801457e-01  3.1040589676e-03  2.4302783859e-01
