      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  8.0004059946e-02  7.0956926241e-04  8.0007206527e-02
 2.0000000000e+01  1.9595963829e-01  2.0552022540e-03  1.9597041535e-01
