      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  3.7345980496e-02  3.1716641718e-04  3.7347327263e-02
 2.0000000000e+01  1.8255801077e-01  1.7095569436e-03  1.8256601513e-01
