      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  5.5582033708e-02  5.2869769994e-04  5.5584548144e-02
 2.0000000000e+01  2.3932484756e-01  2.9295744654e-03  2.3934277735e-01
