      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  7.0448758461e-02  5.6448853015e-04  7.0451019979e-02
 2.0000000000e+01  1.6050101955e-01  1.4166172145e-03  1.6050727112e-01
