      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  5.2568493841e-02  4.3385984702e-04  5.2570284183e-02
 2.0000000000e+01  1.7449167331e-01  1.6017153288e-03  1.7449902448e-01
