      Prior error       Noise error   Smoothing error       Total error 
 1.6000000000e+01  9.1277615912e-02  7.7358705172e-04  9.1280893967e-02
 2.0000000000e+01  1.5721145716e-01  1.4278313020e-03  1.5721794098e-01
