300.0 0.08
325.82999	0.0805475
326.67001	0.0848521
327.5	0.0824273
328.34	0.0632162
329.17001	0.0759739
330.01001	0.0640403
330.84	0.0767106
331.67999	0.0747153
332.51999	0.081155
333.35001	0.067306
334.19	0.0700569
335.01999	0.0698031
335.85001	0.0758938
336.69	0.0649815
337.51999	0.0723027
338.35999	0.0759013
339.19	0.0706188
340.03	0.0737002
340.85999	0.0743966
341.70001	0.0674038
342.53	0.0729606
343.35999	0.0693195
344.20001	0.0766193
345.03	0.0654663
345.85999	0.0665276
346.70001	0.0693373
347.53	0.0754376
348.35999	0.0631059
349.20001	0.0676749
350.03	0.0694529
350.85999	0.072006
351.69	0.0700269
352.53	0.0672088
353.35999	0.067238
354.19	0.067343
355.01999	0.0625061
355.85999	0.0656222
356.69	0.0660187
357.51999	0.0670631
358.35001	0.0634695
359.17999	0.0726213
360.01999	0.0674128
360.85001	0.0684422
361.67999	0.0667769
362.51001	0.0697691
363.34	0.0665579
364.17001	0.0665282
365	0.0645761
365.82999	0.0695663
366.67001	0.0658031
367.5	0.0669786
368.32999	0.0682549
369.16	0.0687737
369.98999	0.0656971
370.82001	0.0672583
371.64999	0.0688644
372.48001	0.069152
373.31	0.0661824
374.14001	0.0684456
374.97	0.0658961
375.79999	0.0668356
376.63	0.0671695
377.45999	0.0696088
378.29001	0.0666011
379.12	0.0676427
379.95001	0.068598
380.78	0.0733857
381.60999	0.0651606
382.44	0.067112
383.26001	0.0682285
384.09	0.0698312
384.92001	0.0658258
385.75	0.0673833
386.57999	0.0691845
387.41	0.0693549
388.23999	0.0664813
389.07001	0.0661615
389.89001	0.0671332
390.72	0.0664616
391.54999	0.0663028
392.38	0.0703174
393.20999	0.0682651
394.03	0.0667586
394.85999	0.064239
395.69	0.0664485
396.51999	0.064685
397.35001	0.0664609
398.17001	0.0657559
399	0.0666416
399.82999	0.0664358
400.66	0.0668536
401.48001	0.0679644
402.31	0.0675402
403.14001	0.0660177
403.95999	0.0664997
404.79001	0.067353
405.62	0.0671115
406.44	0.0659704
407.26999	0.0668676
408.10001	0.0662874
408.92001	0.0662753
409.75	0.0650777
410.57999	0.0663411
411.39999	0.0657122
412.23001	0.0659292
413.06	0.0653082
413.88	0.0668105
414.70999	0.06552
415.53	0.0669577
416.35999	0.0661397
417.19	0.0662522
418.01001	0.0656622
418.84	0.0658673
419.66	0.0658979
420.48999	0.0664787
421.31	0.0659497
422.14001	0.0665414
422.95999	0.0657623
423.79001	0.0654976
424.62	0.0652968
425.44	0.0661628
426.26999	0.0657299
427.09	0.0656398
427.92001	0.065564
428.73999	0.0662097
429.57001	0.0648034
430.39001	0.0652124
431.20999	0.0662756
432.04001	0.0670902
432.85999	0.0650789
433.69	0.0648774
434.51001	0.0655448
435.34	0.0657887
436.16	0.065258
436.98999	0.0652554
437.81	0.0651801
438.63	0.065028
439.45999	0.0648399
440.28	0.0654841
441.10999	0.0652019
441.92999	0.0651314
442.75	0.0646701
443.57999	0.0650423
444.39999	0.0640588
445.22	0.0642325
446.04999	0.0639274
446.87	0.0644358
447.69	0.0638607
448.51999	0.0640382
449.34	0.0642607
450.16	0.0641994
450.98999	0.0639253
451.81	0.0638729
452.63	0.0633772
453.45999	0.0634836
454.28	0.0632396
455.10001	0.0637828
455.92999	0.0635261
456.75	0.0638744
457.57001	0.0633853
458.39001	0.063915
459.22	0.0635634
460.04001	0.0635673
460.85999	0.0637322
461.67999	0.0641759
462.51001	0.0637105
463.32999	0.0637683
464.14999	0.0633208
464.97	0.0635589
465.79999	0.0633278
466.62	0.0635673
467.44	0.0634642
468.26001	0.0637505
469.07999	0.063095
469.91	0.0631664
470.73001	0.0628385
471.54999	0.0632564
472.37	0.062732
473.19	0.0628606
474.01001	0.0623975
474.84	0.0625792
475.66	0.0620401
476.48001	0.0623678
477.29999	0.0617475
478.12	0.0617264
478.94	0.0618913
479.76001	0.0620856
480.59	0.0617176
481.41	0.0618384
482.23001	0.0616286
483.04999	0.0615996
483.87	0.0612729
484.69	0.0612176
485.51001	0.0609708
486.32999	0.0608996
487.14999	0.0608186
487.98001	0.0612969
488.79999	0.0607887
489.62	0.060982
490.44	0.0605209
491.26001	0.0604768
492.07999	0.0599013
492.89999	0.0599415
493.72	0.0598156
494.54001	0.0598926
495.35999	0.0593693
496.17999	0.0593767
497	0.0597278
497.82001	0.0593929
498.64001	0.0588169
499.45999	0.0589128
500.28	0.0586907
501.10001	0.058505
501.92001	0.057652
502.73999	0.0578146
503.56	0.05719
504.38	0.0571126
505.20001	0.0567262
506.01999	0.0566817
506.84	0.055886
507.66	0.0559616
508.48001	0.0553388
509.29999	0.0555789
510.12	0.0547476
510.94	0.0544882
511.76001	0.0543932
512.58002	0.0540207
513.40002	0.0537143
514.21997	0.0537163
515.03998	0.053791
515.85999	0.0535262
516.67999	0.0530051
517.5	0.0531787
518.32001	0.0529251
519.13	0.0529933
519.95001	0.0529702
520.77002	0.0535652
521.59003	0.0526204
522.40997	0.0525987
523.22998	0.0523178
524.04999	0.0528796
524.87	0.052443
525.69	0.0522317
526.51001	0.0518921
527.32001	0.0520896
528.14001	0.0520169
528.96002	0.0518731
529.78003	0.0517515
530.59998	0.0517706
531.41998	0.051228
532.23999	0.0513051
533.06	0.0509442
533.87	0.0511333
534.69	0.050987
535.51001	0.0511088
536.33002	0.0507374
537.15002	0.0509782
537.96997	0.0504933
538.78003	0.0506865
539.59998	0.0500935
540.41998	0.0504162
541.23999	0.0501637
542.06	0.0500627
542.88	0.0501524
543.69	0.0501216
544.51001	0.05004
545.33002	0.0498858
546.15002	0.0494963
546.96997	0.0494206
547.78003	0.0495226
548.59998	0.0495252
549.41998	0.0492016
550.23999	0.0492902
551.06	0.0491218
551.87	0.0493627
552.69	0.0489773
553.51001	0.0493204
554.33002	0.0491469
555.14001	0.0489029
555.96002	0.0486736
556.78003	0.0489274
557.59998	0.0485297
558.40997	0.0486118
559.22998	0.0484443
560.04999	0.0486283
560.87	0.0483065
561.67999	0.0485825
562.5	0.0483754
563.32001	0.0482191
564.14001	0.0478586
564.95001	0.0481298
565.77002	0.0478763
566.59003	0.0479302
567.40002	0.0474862
568.21997	0.0479308
569.03998	0.0474775
569.85999	0.0474125
570.66998	0.0470909
571.48999	0.047539
572.31	0.0472043
573.12	0.0472993
573.94	0.0471111
574.76001	0.0469808
575.57001	0.0468454
576.39001	0.046844
577.21002	0.0465606
578.03003	0.0467211
578.84003	0.0462485
579.65997	0.0466821
580.47998	0.0466136
581.28998	0.0464794
582.10999	0.0460105
582.92999	0.0463506
583.73999	0.0459352
584.56	0.0460126
585.37	0.0455633
586.19	0.0459067
587.01001	0.045467
