  lambda           Irr_dw           Rad_up
 550.000 1.5516010000e+00 2.3671745300e-01
 551.000 1.5412409000e+00 2.3510426330e-01
 552.000 1.6069241000e+00 2.4513648990e-01
 553.000 1.5433239000e+00 2.3539181520e-01
 554.000 1.5930970000e+00 2.4298524480e-01
 555.000 1.5969491000e+00 2.4351618960e-01
 556.000 1.5523465000e+00 2.3665919490e-01
 557.000 1.5057479000e+00 2.2955740360e-01
 558.000 1.5624029000e+00 2.3813883970e-01
 559.000 1.4763188000e+00 2.2498863220e-01
 560.000 1.4823323000e+00 2.2590107730e-01
 561.000 1.6286438000e+00 2.4813346860e-01
 562.000 1.4945135000e+00 2.2764768980e-01
 563.000 1.5631399000e+00 2.3803494260e-01
 564.000 1.5406987000e+00 2.3452023320e-01
 565.000 1.5585964000e+00 2.3719523620e-01
 566.000 1.4366148000e+00 2.1857444760e-01
 567.000 1.5405317000e+00 2.3416082760e-01
 568.000 1.5357910000e+00 2.3271627810e-01
 569.000 1.5037098000e+00 2.2630616760e-01
 570.000 1.5113919000e+00 2.2768310550e-01
 571.000 1.4582803000e+00 2.2074374390e-01
 572.000 1.5402495000e+00 2.3209754940e-01
 573.000 1.5564617000e+00 2.3483885190e-01
 574.000 1.5476983000e+00 2.3357575990e-01
 575.000 1.5095353000e+00 2.2771308900e-01
 576.000 1.4818846000e+00 2.2349090580e-01
 577.000 1.5433322000e+00 2.3300383000e-01
 578.000 1.4983826000e+00 2.2662751770e-01
 579.000 1.4869190000e+00 2.2509474180e-01
 580.000 1.5380776000e+00 2.3302168270e-01
 581.000 1.5103190000e+00 2.2908808900e-01
 582.000 1.5328470000e+00 2.3256915280e-01
 583.000 1.5433233000e+00 2.3418693540e-01
 584.000 1.5382175000e+00 2.3335842900e-01
 585.000 1.5278718000e+00 2.3172256470e-01
 586.000 1.4620084000e+00 2.2171604920e-01
 587.000 1.5187637000e+00 2.2970205690e-01
 588.000 1.5021200000e+00 2.2503480530e-01
 589.000 1.3307472000e+00 1.9661744690e-01
 590.000 1.3892965000e+00 2.0508470150e-01
 591.000 1.4765117000e+00 2.1991484070e-01
 592.000 1.4478644000e+00 2.1453096010e-01
 593.000 1.4634673000e+00 2.1908499150e-01
 594.000 1.4765771000e+00 2.2050898740e-01
 595.000 1.4478903000e+00 2.1459980770e-01
 596.000 1.4841164000e+00 2.2229556270e-01
 597.000 1.4883557000e+00 2.2237892150e-01
 598.000 1.4579970000e+00 2.1881999210e-01
 599.000 1.4583784000e+00 2.1928570560e-01
 600.000 1.4588395000e+00 2.2026530460e-01
 601.000 1.4507007000e+00 2.1968225100e-01
 602.000 1.4348266000e+00 2.1747531130e-01
 603.000 1.4434672000e+00 2.1901219180e-01
 604.000 1.4891600000e+00 2.2613946530e-01
 605.000 1.4852903000e+00 2.2557325740e-01
 606.000 1.4679901000e+00 2.2299284360e-01
 607.000 1.4596489000e+00 2.2171640010e-01
 608.000 1.4542025000e+00 2.2085939030e-01
 609.000 1.4391855000e+00 2.1858166500e-01
 610.000 1.4160460000e+00 2.1503784180e-01
 611.000 1.4389436000e+00 2.1851727290e-01
 612.000 1.4201159000e+00 2.1566395570e-01
 613.000 1.3992753000e+00 2.1247674560e-01
 614.000 1.3481867000e+00 2.0473077390e-01
 615.000 1.4132157000e+00 2.1456526180e-01
 616.000 1.3436060000e+00 2.0400935360e-01
 617.000 1.3511069000e+00 2.0514398190e-01
 618.000 1.4147614000e+00 2.1475361630e-01
 619.000 1.4017085000e+00 2.1278686520e-01
 620.000 1.4223206000e+00 2.1585449220e-01
 621.000 1.4466777000e+00 2.1952680970e-01
 622.000 1.3702771000e+00 2.0788442990e-01
 623.000 1.3808537000e+00 2.0939358520e-01
 624.000 1.3822333000e+00 2.0960081480e-01
 625.000 1.3446955000e+00 2.0387478640e-01
 626.000 1.3513891000e+00 2.0470935060e-01
 627.000 1.3736988000e+00 2.0732157900e-01
 628.000 1.3545416000e+00 2.0299308780e-01
 629.000 1.3888328000e+00 2.0864526370e-01
 630.000 1.3428050000e+00 2.0238104250e-01
 631.000 1.3921512000e+00 2.1004011540e-01
 632.000 1.2965888000e+00 1.9502252200e-01
 633.000 1.3919601000e+00 2.1012373350e-01
 634.000 1.3501742000e+00 2.0404734800e-01
 635.000 1.3748133000e+00 2.0775143430e-01
 636.000 1.3263703000e+00 2.0056193540e-01
 637.000 1.3701148000e+00 2.0726031490e-01
 638.000 1.3914938000e+00 2.1084199520e-01
 639.000 1.3799545000e+00 2.0904058840e-01
 640.000 1.3366559000e+00 2.0271426390e-01
 641.000 1.3559091000e+00 2.0560762020e-01
 642.000 1.3396215000e+00 2.0325315860e-01
 643.000 1.3629299000e+00 2.0651243590e-01
 644.000 1.3472525000e+00 2.0408966060e-01
 645.000 1.3588704000e+00 2.0548342900e-01
 646.000 1.3066977000e+00 1.9602658080e-01
 647.000 1.3241742000e+00 1.9756890870e-01
 648.000 1.3215743000e+00 1.9608546450e-01
 649.000 1.3479214000e+00 2.0090184020e-01
 650.000 1.2494017000e+00 1.8801799010e-01
 651.000 1.3457952000e+00 2.0250463870e-01
 652.000 1.3194568000e+00 1.9684886170e-01
 653.000 1.3464236000e+00 2.0282365420e-01
 654.000 1.3287042000e+00 1.9987370300e-01
 655.000 1.2934833000e+00 1.9385983280e-01
