  lambda             Irr_dw             Rad_up
 630.512   1.3468843913e+00   9.4482022862e-02
 631.338   1.3422578383e+00   9.4223516413e-02
 632.164   1.3408489632e+00   9.4186320649e-02
 632.991   1.3433363431e+00   9.4450450390e-02
 633.817   1.3458680895e+00   9.4732799415e-02
 634.643   1.3455759721e+00   9.4803855897e-02
 635.470   1.3445509240e+00   9.4806718806e-02
 636.296   1.3469207296e+00   9.5044349655e-02
 637.122   1.3529451924e+00   9.5540522241e-02
 637.948   1.3574199308e+00   9.5922909760e-02
 638.775   1.3555192801e+00   9.5847457200e-02
 639.601   1.3484613722e+00   9.5400327172e-02
 640.427   1.3414624764e+00   9.4942802615e-02
 641.253   1.3379547599e+00   9.4701852725e-02
 642.079   1.3376352719e+00   9.4642244563e-02
 642.905   1.3381547497e+00   9.4585922539e-02
 643.732   1.3367602408e+00   9.4312965999e-02
 644.558   1.3316899670e+00   9.3657352395e-02
 645.384   1.3237425097e+00   9.2656591570e-02
 646.210   1.3163985607e+00   9.1618972240e-02
 647.036   1.3123511232e+00   9.0879745925e-02
 647.862   1.3099878950e+00   9.0482846629e-02
 648.688   1.3059059676e+00   9.0253390626e-02
 649.514   1.3011542104e+00   9.0162709756e-02
 650.340   1.3010067412e+00   9.0378034221e-02
 651.166   1.3068045467e+00   9.0881384306e-02
 651.992   1.3130511647e+00   9.1346293120e-02
 652.818   1.3122967372e+00   9.1331455321e-02
 653.644   1.2977967735e+00   9.0344082852e-02
 654.470   1.2664193011e+00   8.8131717951e-02
 655.296   1.2270773618e+00   8.5365649952e-02
 656.122   1.2017748723e+00   8.3655449484e-02
 656.948   1.2072574295e+00   8.4186879193e-02
 657.774   1.2370902550e+00   8.6473147596e-02
 658.599   1.2703156559e+00   8.9003844131e-02
 659.425   1.2935863873e+00   9.0825058480e-02
 660.251   1.3068288510e+00   9.1929446818e-02
 661.077   1.3141437825e+00   9.2593787970e-02
 661.903   1.3169207666e+00   9.2894065925e-02
 662.728   1.3151091942e+00   9.2821356389e-02
 663.554   1.3106686923e+00   9.2534910225e-02
 664.380   1.3069970850e+00   9.2299955733e-02
 665.206   1.3053845352e+00   9.2218253839e-02
 666.031   1.3044442872e+00   9.2189336522e-02
 666.857   1.3034019846e+00   9.2154342997e-02
 667.683   1.3032564600e+00   9.2180355588e-02
 668.508   1.3038465971e+00   9.2248313207e-02
 669.334   1.3028666350e+00   9.2188272292e-02
1503.952   2.1135635971e-01   1.2417686545e-02
1509.148   2.2973414244e-01   1.4147635886e-02
1514.333   2.3101701693e-01   1.4597878032e-02
1519.509   2.3587445373e-01   1.5283392508e-02
1524.675   2.3613641519e-01   1.5633041543e-02
1529.831   2.3348504778e-01   1.5593654074e-02
1534.978   2.3509620987e-01   1.5807100735e-02
1540.114   2.3250652127e-01   1.5861320885e-02
1545.242   2.3653547414e-01   1.6269492068e-02
1550.360   2.3315575810e-01   1.6176370124e-02
1555.468   2.2880247760e-01   1.5913527818e-02
1560.567   2.3022296686e-01   1.6164516967e-02
1565.657   2.2404515584e-01   1.5697998309e-02
1570.738   2.1553620605e-01   1.5086302573e-02
1575.809   2.0624547744e-01   1.4537042721e-02
1580.872   2.1501854590e-01   1.5143722771e-02
1585.926   2.1557864173e-01   1.5321238075e-02
1590.971   2.0821757911e-01   1.4883458818e-02
1596.007   2.1190858276e-01   1.5160709672e-02
1601.035   2.0467839682e-01   1.4638891303e-02
1606.054   2.0404706727e-01   1.4743069178e-02
1611.064   1.9962538748e-01   1.4402241537e-02
1616.066   2.0207548230e-01   1.4610851907e-02
1621.060   2.0356448999e-01   1.4875377299e-02
1626.045   2.0761979609e-01   1.5250002520e-02
1631.023   2.0536340912e-01   1.5090327699e-02
1635.992   1.9924987696e-01   1.4525719855e-02
1640.954   1.9042083954e-01   1.3801969250e-02
1645.907   1.9321478293e-01   1.4148469823e-02
1650.852   1.9272134815e-01   1.4127650838e-02
1655.790   1.9323058698e-01   1.4188262361e-02
