    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.255890e-01         1.419534e-05         1.283025e-01         1.734617e-02        -8.496190e-04
   631.338         1.274870e-01         1.462764e-05         1.279410e-01         1.729517e-02        -8.483449e-04
   632.164         1.281590e-01         1.478226e-05         1.278815e-01         1.728488e-02        -8.514643e-04
   632.991         1.301190e-01         1.523786e-05         1.282250e-01         1.732645e-02        -8.577510e-04
   633.817         1.266780e-01         1.444258e-05         1.285879e-01         1.736875e-02        -8.635180e-04
   634.643         1.303660e-01         1.529576e-05         1.286636e-01         1.737286e-02        -8.665763e-04
   635.470         1.314320e-01         1.554693e-05         1.286494e-01         1.736658e-02        -8.688476e-04
   636.296         1.286530e-01         1.489643e-05         1.289569e-01         1.740567e-02        -8.737000e-04
   637.122         1.317170e-01         1.561443e-05         1.296192e-01         1.749462e-02        -8.814307e-04
   637.948         1.302120e-01         1.525965e-05         1.301309e-01         1.756409e-02        -8.884693e-04
   638.775         1.311080e-01         1.547038e-05         1.300220e-01         1.754802e-02        -8.913539e-04
   639.601         1.303830e-01         1.529975e-05         1.294065e-01         1.746104e-02        -8.901624e-04
   640.427         1.289900e-01         1.497458e-05         1.287778e-01         1.737328e-02        -8.876363e-04
   641.253         1.302740e-01         1.527418e-05         1.284507e-01         1.733143e-02        -8.862691e-04
   642.079         1.278760e-01         1.471704e-05         1.283809e-01         1.732991e-02        -8.869838e-04
   642.905         1.292300e-01         1.503035e-05         1.283279e-01         1.733437e-02        -8.890464e-04
   643.732         1.268450e-01         1.448069e-05         1.279963e-01         1.730568e-02        -8.901747e-04
   644.558         1.286240e-01         1.488972e-05         1.271676e-01         1.721835e-02        -8.878996e-04
   645.384         1.235560e-01         1.373948e-05         1.258966e-01         1.708221e-02        -8.819049e-04
   646.210         1.237920e-01         1.379201e-05         1.245901e-01         1.694726e-02        -8.748096e-04
   647.036         1.229530e-01         1.360570e-05         1.236759e-01         1.685959e-02        -8.696360e-04
   647.862         1.215890e-01         1.330550e-05         1.231861e-01         1.681246e-02        -8.667133e-04
   648.688         1.215800e-01         1.330353e-05         1.228736e-01         1.676928e-02        -8.644732e-04
   649.514         1.215340e-01         1.329346e-05         1.227171e-01         1.673455e-02        -8.632416e-04
   650.340         1.224200e-01         1.348799e-05         1.229779e-01         1.675667e-02        -8.656113e-04
   651.166         1.222820e-01         1.345760e-05         1.236519e-01         1.684265e-02        -8.719117e-04
   651.992         1.243050e-01         1.390656e-05         1.242880e-01         1.692849e-02        -8.786428e-04
   652.818         1.241130e-01         1.386363e-05         1.242741e-01         1.692654e-02        -8.811221e-04
   653.644         1.223700e-01         1.347698e-05         1.229425e-01         1.674695e-02        -8.745611e-04
   654.470         1.192300e-01         1.279421e-05         1.199518e-01         1.634437e-02        -8.563723e-04
   655.296         1.159010e-01         1.208974e-05         1.162039e-01         1.583731e-02        -8.326595e-04
   656.122         1.122220e-01         1.133440e-05         1.138750e-01         1.551669e-02        -8.188287e-04
   656.948         1.142280e-01         1.174323e-05         1.145765e-01         1.560110e-02        -8.262850e-04
   657.774         1.172680e-01         1.237661e-05         1.176545e-01         1.600532e-02        -8.501011e-04
   658.599         1.208830e-01         1.315143e-05         1.210636e-01         1.645520e-02        -8.757518e-04
   659.425         1.231940e-01         1.365909e-05         1.235090e-01         1.677574e-02        -8.945770e-04
