  lambda             Irr_dw             Rad_up
 550.000   1.5283120000e+00   1.1315538790e-01
 551.000   1.5182381000e+00   1.1233756260e-01
 552.000   1.5830839000e+00   1.1715155790e-01
 553.000   1.5205555000e+00   1.1243394470e-01
 554.000   1.5697340000e+00   1.1606832890e-01
 555.000   1.5736584000e+00   1.1624140930e-01
 556.000   1.5298306000e+00   1.1289472200e-01
 557.000   1.4840403000e+00   1.0951976010e-01
 558.000   1.5400053000e+00   1.1353920750e-01
 559.000   1.4552789000e+00   1.0723540500e-01
 560.000   1.4613376000e+00   1.0767894740e-01
 561.000   1.6057120000e+00   1.1819036100e-01
 562.000   1.4736226000e+00   1.0843359380e-01
 563.000   1.5414233000e+00   1.1330667110e-01
 564.000   1.5194287000e+00   1.1152665710e-01
 565.000   1.5372418000e+00   1.1280880740e-01
 566.000   1.4170560000e+00   1.0388654330e-01
 567.000   1.5197554000e+00   1.1119081880e-01
 568.000   1.5154702000e+00   1.1033470920e-01
 569.000   1.4843636000e+00   1.0691079710e-01
 570.000   1.4920083000e+00   1.0756363680e-01
 571.000   1.4393965000e+00   1.0447582240e-01
 572.000   1.5207420000e+00   1.0963188930e-01
 573.000   1.5367917000e+00   1.1096569060e-01
 574.000   1.5282352000e+00   1.1033467860e-01
 575.000   1.4906906000e+00   1.0750183110e-01
 576.000   1.4635008000e+00   1.0546808620e-01
 577.000   1.5242215000e+00   1.0994899750e-01
 578.000   1.4797918000e+00   1.0703743740e-01
 579.000   1.4684551000e+00   1.0627635960e-01
 580.000   1.5189986000e+00   1.1010292050e-01
 581.000   1.4915348000e+00   1.0826177220e-01
 582.000   1.5137898000e+00   1.0981639100e-01
 583.000   1.5242098000e+00   1.1061207580e-01
 584.000   1.5192351000e+00   1.1012140660e-01
 585.000   1.5091016000e+00   1.0928031160e-01
 586.000   1.4441323000e+00   1.0455013280e-01
 587.000   1.5004275000e+00   1.0810160060e-01
 588.000   1.4846163000e+00   1.0547859190e-01
 589.000   1.3158570000e+00   9.1646118160e-02
 590.000   1.3738626000e+00   9.5574333190e-02
 591.000   1.4598231000e+00   1.0279854580e-01
 592.000   1.4317784000e+00   1.0002586360e-01
 593.000   1.4468291000e+00   1.0250302120e-01
 594.000   1.4599944000e+00   1.0308255000e-01
 595.000   1.4320233000e+00   1.0001934810e-01
 596.000   1.4674740000e+00   1.0400690460e-01
 597.000   1.4718596000e+00   1.0387454990e-01
 598.000   1.4417088000e+00   1.0238450620e-01
 599.000   1.4420745000e+00   1.0265870670e-01
 600.000   1.4423844000e+00   1.0327457430e-01
 601.000   1.4342649000e+00   1.0313710020e-01
 602.000   1.4185792000e+00   1.0209009550e-01
 603.000   1.4271374000e+00   1.0286707310e-01
 604.000   1.4723419000e+00   1.0629321290e-01
 605.000   1.4685648000e+00   1.0595417790e-01
 606.000   1.4515378000e+00   1.0478772740e-01
 607.000   1.4433619000e+00   1.0415031430e-01
 608.000   1.4380492000e+00   1.0369583890e-01
 609.000   1.4232770000e+00   1.0263086700e-01
 610.000   1.4004657000e+00   1.0091879270e-01
 611.000   1.4231871000e+00   1.0254843140e-01
 612.000   1.4046408000e+00   1.0121092220e-01
 613.000   1.3840995000e+00   9.9678901670e-02
 614.000   1.3336388000e+00   9.6059509280e-02
 615.000   1.3980368000e+00   1.0061351780e-01
 616.000   1.3292491000e+00   9.5685928340e-02
 617.000   1.3367439000e+00   9.6215553280e-02
 618.000   1.3997952000e+00   1.0064919280e-01
 619.000   1.3869658000e+00   9.9768852230e-02
 620.000   1.4074382000e+00   1.0113471220e-01
 621.000   1.4316298000e+00   1.0285994720e-01
 622.000   1.3561078000e+00   9.7375549320e-02
 623.000   1.3666597000e+00   9.7993919370e-02
 624.000   1.3681186000e+00   9.8146659850e-02
 625.000   1.3310546000e+00   9.5476219180e-02
 626.000   1.3377899000e+00   9.5773681640e-02
 627.000   1.3601718000e+00   9.6841995240e-02
 628.000   1.3419465000e+00   9.4558502200e-02
 629.000   1.3756452000e+00   9.7230354310e-02
 630.000   1.3300042000e+00   9.4478813170e-02
 631.000   1.3788060000e+00   9.8033813480e-02
 632.000   1.2843030700e+00   9.0941299440e-02
 633.000   1.3786068000e+00   9.8075721740e-02
 634.000   1.3372083000e+00   9.5298057560e-02
 635.000   1.3616634000e+00   9.7046852110e-02
 636.000   1.3136918000e+00   9.3717430110e-02
 637.000   1.3570446000e+00   9.6874801640e-02
 638.000   1.3781632000e+00   9.8585868840e-02
 639.000   1.3667790000e+00   9.7662750240e-02
 640.000   1.3239008000e+00   9.4831092830e-02
 641.000   1.3430244000e+00   9.6162796020e-02
 642.000   1.3269080400e+00   9.5061347960e-02
 643.000   1.3501305000e+00   9.6532180790e-02
 644.000   1.3346521600e+00   9.5334175110e-02
 645.000   1.3463085400e+00   9.5951614380e-02
 646.000   1.2949904700e+00   9.1194961550e-02
 647.000   1.3125456100e+00   9.1678947450e-02
 648.000   1.3102032600e+00   9.0858024600e-02
 649.000   1.3362185300e+00   9.3158798220e-02
 650.000   1.2382749300e+00   8.7494674680e-02
 651.000   1.3338690100e+00   9.4228767400e-02
 652.000   1.3081271100e+00   9.1318511960e-02
 653.000   1.3345518700e+00   9.4400527950e-02
 654.000   1.3170848800e+00   9.2908493040e-02
 655.000   1.2823578400e+00   8.9983329770e-02
 656.000   1.0887260700e+00   7.6493400570e-02
 657.000   1.1620123100e+00   8.1853996280e-02
 658.000   1.2943565800e+00   9.1657836910e-02
 659.000   1.2974906700e+00   9.2085227970e-02
 660.000   1.3076828000e+00   9.2920852660e-02
 661.000   1.3134582300e+00   9.3700248720e-02
 662.000   1.3323756400e+00   9.5191520690e-02
 663.000   1.3175798600e+00   9.4047897340e-02
 664.000   1.2966595500e+00   9.2591033940e-02
 665.000   1.3023128500e+00   9.3010177610e-02
 666.000   1.3180153100e+00   9.4255516050e-02
 667.000   1.2918662700e+00   9.2344192500e-02
 668.000   1.2992210300e+00   9.2989044190e-02
 669.000   1.3177698900e+00   9.4371299740e-02
 670.000   1.3023242400e+00   9.3165344240e-02
 671.000   1.2882523700e+00   9.2195075990e-02
 672.000   1.2841839800e+00   9.1888008120e-02
 673.000   1.2933637900e+00   9.2517814640e-02
 674.000   1.2958773900e+00   9.2707115170e-02
 675.000   1.2761096300e+00   9.1250709530e-02
 676.000   1.3002084000e+00   9.2983184810e-02
 677.000   1.2743512700e+00   9.1148284910e-02
 678.000   1.2954532600e+00   9.2628250120e-02
 679.000   1.2771688400e+00   9.1260864260e-02
 680.000   1.2673714300e+00   9.0527633670e-02
 681.000   1.2687367700e+00   9.0554634090e-02
 682.000   1.2661113000e+00   9.0285781860e-02
 683.000   1.2744244900e+00   9.0791511540e-02
 684.000   1.2514190200e+00   8.9105239870e-02
 685.000   1.2655481100e+00   9.0106239320e-02
 686.000   1.2098888300e+00   8.5857200620e-02
 687.000   1.1192848700e+00   7.6370605470e-02
 688.000   1.1489536400e+00   7.9338386540e-02
