    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.857620e-01         3.105677e-05         1.870949e-01         1.321727e-02        -1.266208e-03
   631.338         1.858350e-01         3.108118e-05         1.865600e-01         1.317820e-02        -1.263298e-03
   632.164         1.853680e-01         3.092517e-05         1.864648e-01         1.317052e-02        -1.263008e-03
   632.991         1.880830e-01         3.183769e-05         1.869477e-01         1.320198e-02        -1.266610e-03
   633.817         1.907440e-01         3.274495e-05         1.874515e-01         1.323370e-02        -1.270769e-03
   634.643         1.841770e-01         3.052905e-05         1.875368e-01         1.323669e-02        -1.272311e-03
   635.470         1.856240e-01         3.101064e-05         1.874942e-01         1.323230e-02        -1.272498e-03
   636.296         1.843900e-01         3.059970e-05         1.879240e-01         1.326164e-02        -1.275169e-03
   637.122         1.900680e-01         3.251326e-05         1.888746e-01         1.332707e-02        -1.281429e-03
   637.948         1.915210e-01         3.301226e-05         1.896101e-01         1.337738e-02        -1.287067e-03
   638.775         1.936820e-01         3.376145e-05         1.894420e-01         1.336448e-02        -1.286998e-03
   639.601         1.857850e-01         3.106446e-05         1.885334e-01         1.329907e-02        -1.281389e-03
   640.427         1.911510e-01         3.288483e-05         1.876071e-01         1.323210e-02        -1.275089e-03
   641.253         1.874730e-01         3.163151e-05         1.871295e-01         1.319769e-02        -1.271917e-03
   642.079         1.886220e-01         3.202043e-05         1.870415e-01         1.319271e-02        -1.271889e-03
   642.905         1.857500e-01         3.105276e-05         1.869944e-01         1.319343e-02        -1.272824e-03
   643.732         1.890540e-01         3.216727e-05         1.865620e-01         1.317116e-02        -1.272151e-03
   644.558         1.877220e-01         3.171559e-05         1.854349e-01         1.310553e-02        -1.267872e-03
   645.384         1.845890e-01         3.066579e-05         1.836972e-01         1.300253e-02        -1.260176e-03
   646.210         1.803240e-01         2.926507e-05         1.819262e-01         1.289977e-02        -1.252403e-03
   647.036         1.753160e-01         2.766213e-05         1.807095e-01         1.283280e-02        -1.247996e-03
   647.862         1.773610e-01         2.831123e-05         1.800578e-01         1.279647e-02        -1.246413e-03
   648.688         1.772840e-01         2.828665e-05         1.795973e-01         1.276227e-02        -1.244702e-03
