    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         9.565790e-02         8.235390e-06         9.096549e-02         1.903125e-02        -1.225941e-03
   631.338         9.936540e-02         8.886134e-06         9.071752e-02         1.897759e-02        -1.224405e-03
   632.164         9.907560e-02         8.834377e-06         9.068262e-02         1.896889e-02        -1.225069e-03
   632.991         9.844810e-02         8.722826e-06         9.093858e-02         1.901716e-02        -1.229054e-03
   633.817         9.713070e-02         8.490936e-06         9.121269e-02         1.906589e-02        -1.233107e-03
   634.643         9.955370e-02         8.919845e-06         9.128335e-02         1.907205e-02        -1.234673e-03
   635.470         9.703760e-02         8.474666e-06         9.128798e-02         1.906619e-02        -1.235671e-03
   636.296         9.749720e-02         8.555134e-06         9.151822e-02         1.910948e-02        -1.239854e-03
   637.122         9.770290e-02         8.591271e-06         9.199693e-02         1.920703e-02        -1.247431e-03
   637.948         1.000230e-01         9.004140e-06         9.236573e-02         1.928387e-02        -1.253605e-03
   638.775         9.906520e-02         8.832522e-06         9.229384e-02         1.926871e-02        -1.254025e-03
   639.601         9.867800e-02         8.763613e-06         9.186468e-02         1.917692e-02        -1.250159e-03
   640.427         9.773250e-02         8.596477e-06         9.142586e-02         1.908288e-02        -1.247309e-03
   641.253         9.937620e-02         8.888066e-06         9.119510e-02         1.903616e-02        -1.248774e-03
   642.079         9.990340e-02         8.982620e-06         9.113786e-02         1.903198e-02        -1.253929e-03
   642.905         9.886230e-02         8.796379e-06         9.108246e-02         1.903507e-02        -1.260041e-03
   643.732         9.587410e-02         8.272659e-06         9.081695e-02         1.900281e-02        -1.263849e-03
   644.558         9.599190e-02         8.293000e-06         9.018084e-02         1.890559e-02        -1.263029e-03
   645.384         9.684610e-02         8.441250e-06         8.920981e-02         1.875326e-02        -1.258251e-03
   646.210         9.395030e-02         7.943993e-06         8.820183e-02         1.860184e-02        -1.253494e-03
   647.036         9.445900e-02         8.030252e-06         8.748244e-02         1.850403e-02        -1.252405e-03
   647.862         9.488250e-02         8.102420e-06         8.709669e-02         1.845333e-02        -1.254457e-03
   648.688         9.349340e-02         7.866914e-06         8.687701e-02         1.840867e-02        -1.256739e-03
   649.514         9.238710e-02         7.681839e-06         8.679372e-02         1.837347e-02        -1.259402e-03
   650.340         9.397920e-02         7.948881e-06         8.700418e-02         1.839991e-02        -1.265949e-03
   651.166         9.452590e-02         8.041631e-06         8.748902e-02         1.849554e-02        -1.276905e-03
   651.992         9.521280e-02         8.158930e-06         8.793487e-02         1.859074e-02        -1.287573e-03
   652.818         9.565630e-02         8.235115e-06         8.791832e-02         1.859006e-02        -1.291361e-03
   653.644         9.341370e-02         7.853507e-06         8.696496e-02         1.839487e-02        -1.281320e-03
   654.470         9.110510e-02         7.470125e-06         8.483166e-02         1.795485e-02        -1.253929e-03
   655.296         8.822860e-02         7.005857e-06         8.216584e-02         1.739999e-02        -1.218387e-03
   656.122         8.674740e-02         6.772600e-06         8.051821e-02         1.705027e-02        -1.197158e-03
   656.948         8.769990e-02         6.922145e-06         8.103033e-02         1.714583e-02        -1.207085e-03
   657.774         8.983810e-02         7.263796e-06         8.323280e-02         1.759225e-02        -1.241612e-03
   658.599         9.284620e-02         7.758375e-06         8.567081e-02         1.808766e-02        -1.279592e-03
   659.425         9.435350e-02         8.012325e-06         8.742588e-02         1.844029e-02        -1.307475e-03
   660.251         9.579880e-02         8.259669e-06         8.849109e-02         1.864893e-02        -1.325012e-03
   661.077         9.646650e-02         8.375207e-06         8.913266e-02         1.877160e-02        -1.336224e-03
   661.903         9.731890e-02         8.523871e-06         8.942313e-02         1.882647e-02        -1.342530e-03
   662.728         9.636720e-02         8.357974e-06         8.935364e-02         1.881172e-02        -1.344051e-03
   663.554         9.677910e-02         8.429575e-06         8.907789e-02         1.875605e-02        -1.343017e-03
   664.380         9.637520e-02         8.359361e-06         8.885179e-02         1.870935e-02        -1.342891e-03
   665.206         9.615950e-02         8.321984e-06         8.877358e-02         1.869118e-02        -1.344696e-03
   666.031         9.640160e-02         8.363942e-06         8.874643e-02         1.868247e-02        -1.346770e-03
   666.857         9.615700e-02         8.321552e-06         8.871358e-02         1.867230e-02        -1.348416e-03
