    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         2.180530e-01         4.279240e-05         2.248576e-01         1.136804e-02        -4.803703e-03
   631.338         2.203480e-01         4.369792e-05         2.242292e-01         1.133424e-02        -4.791666e-03
   632.164         2.251060e-01         4.560544e-05         2.241286e-01         1.132712e-02        -4.790466e-03
   632.991         2.199750e-01         4.355010e-05         2.247184e-01         1.135395e-02        -4.803449e-03
   633.817         2.224880e-01         4.455082e-05         2.253299e-01         1.138127e-02        -4.816804e-03
   634.643         2.195450e-01         4.338001e-05         2.254383e-01         1.138345e-02        -4.819977e-03
   635.470         2.281320e-01         4.683979e-05         2.253946e-01         1.137849e-02        -4.820367e-03
   636.296         2.290710e-01         4.722617e-05         2.259200e-01         1.140249e-02        -4.832756e-03
   637.122         2.309080e-01         4.798665e-05         2.270731e-01         1.145820e-02        -4.858218e-03
   637.948         2.305930e-01         4.785582e-05         2.279692e-01         1.150108e-02        -4.878336e-03
   638.775         2.260950e-01         4.600705e-05         2.277797e-01         1.148933e-02        -4.876063e-03
   639.601         2.239250e-01         4.512817e-05         2.267005e-01         1.143256e-02        -4.855943e-03
   640.427         2.253170e-01         4.569098e-05         2.256026e-01         1.137488e-02        -4.836514e-03
   641.253         2.244830e-01         4.535336e-05         2.250503e-01         1.134545e-02        -4.829568e-03
   642.079         2.286030e-01         4.703340e-05         2.249740e-01         1.134135e-02        -4.833616e-03
   642.905         2.201060e-01         4.360199e-05         2.249544e-01         1.134170e-02        -4.839850e-03
   643.732         2.200860e-01         4.359406e-05         2.244808e-01         1.132130e-02        -4.837489e-03
   644.558         2.194010e-01         4.332312e-05         2.231845e-01         1.126271e-02        -4.819017e-03
   645.384         2.225760e-01         4.458607e-05         2.211689e-01         1.117164e-02        -4.786981e-03
   646.210         2.168790e-01         4.233285e-05         2.191215e-01         1.108093e-02        -4.755503e-03
   647.036         2.123480e-01         4.058251e-05         2.177332e-01         1.102143e-02        -4.737526e-03
   647.862         2.178950e-01         4.273041e-05         2.169999e-01         1.098899e-02        -4.730427e-03
   648.688         2.121470e-01         4.050571e-05         2.164656e-01         1.095928e-02        -4.722960e-03
   649.514         2.118600e-01         4.039619e-05         2.161312e-01         1.093521e-02        -4.716551e-03
   650.340         2.166510e-01         4.224389e-05         2.165305e-01         1.094878e-02        -4.726090e-03
   651.166         2.155150e-01         4.180204e-05         2.177003e-01         1.100449e-02        -4.754425e-03
   651.992         2.171950e-01         4.245630e-05         2.188310e-01         1.105999e-02        -4.783187e-03
   652.818         2.174440e-01         4.255370e-05         2.188205e-01         1.105770e-02        -4.786744e-03
   653.644         2.143240e-01         4.134130e-05         2.165004e-01         1.093915e-02        -4.739257e-03
   654.470         2.093420e-01         3.944167e-05         2.112768e-01         1.067507e-02        -4.628201e-03
   655.296         2.020560e-01         3.674396e-05         2.047125e-01         1.034312e-02        -4.487730e-03
   656.122         1.985660e-01         3.548561e-05         2.006092e-01         1.013339e-02        -4.400517e-03
   656.948         1.999240e-01         3.597265e-05         2.017988e-01         1.018825e-02        -4.428293e-03
   657.774         2.048210e-01         3.775648e-05         2.071482e-01         1.045137e-02        -4.546829e-03
   658.599         2.101060e-01         3.973008e-05         2.130773e-01         1.074341e-02        -4.678693e-03
   659.425         2.145870e-01         4.144282e-05         2.173160e-01         1.095044e-02        -4.774081e-03
   660.251         2.183010e-01         4.288979e-05         2.198461e-01         1.107151e-02        -4.831398e-03
