    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         9.565790e-02         8.235390e-06         9.816690e-02         1.969643e-02        -2.227686e-03
   631.338         9.936540e-02         8.886134e-06         9.790198e-02         1.964131e-02        -2.223151e-03
   632.164         9.907560e-02         8.834377e-06         9.786622e-02         1.963165e-02        -2.224067e-03
   632.991         9.844810e-02         8.722826e-06         9.814249e-02         1.968063e-02        -2.232095e-03
   633.817         9.713070e-02         8.490936e-06         9.843696e-02         1.973043e-02        -2.240496e-03
   634.643         9.955370e-02         8.919845e-06         9.851182e-02         1.973618e-02        -2.244052e-03
   635.470         9.703760e-02         8.474666e-06         9.851610e-02         1.972885e-02        -2.246121e-03
   636.296         9.749720e-02         8.555134e-06         9.876465e-02         1.977218e-02        -2.253542e-03
   637.122         9.770290e-02         8.591271e-06         9.928229e-02         1.987266e-02        -2.266832e-03
   637.948         1.000230e-01         9.004140e-06         9.968227e-02         1.995248e-02        -2.277670e-03
   638.775         9.906520e-02         8.832522e-06         9.960706e-02         1.993627e-02        -2.278363e-03
   639.601         9.867800e-02         8.763613e-06         9.914651e-02         1.984004e-02        -2.270848e-03
   640.427         9.773250e-02         8.596477e-06         9.867695e-02         1.974296e-02        -2.263520e-03
   641.253         9.937620e-02         8.888066e-06         9.843499e-02         1.969700e-02        -2.262159e-03
   642.079         9.990340e-02         8.982620e-06         9.838388e-02         1.969529e-02        -2.266485e-03
   642.905         9.886230e-02         8.796379e-06         9.833804e-02         1.970026e-02        -2.272156e-03
   643.732         9.587410e-02         8.272659e-06         9.806887e-02         1.966866e-02        -2.273603e-03
   644.558         9.599190e-02         8.293000e-06         9.740437e-02         1.957037e-02        -2.267226e-03
   645.384         9.684610e-02         8.441250e-06         9.638398e-02         1.941509e-02        -2.254399e-03
   646.210         9.395030e-02         7.943993e-06         9.532693e-02         1.926017e-02        -2.241673e-03
   647.036         9.445900e-02         8.030252e-06         9.457871e-02         1.915952e-02        -2.235046e-03
   647.862         9.488250e-02         8.102420e-06         9.418177e-02         1.910628e-02        -2.233675e-03
   648.688         9.349340e-02         7.866914e-06         9.395309e-02         1.905909e-02        -2.232607e-03
   649.514         9.238710e-02         7.681839e-06         9.386521e-02         1.902297e-02        -2.231926e-03
   650.340         9.397920e-02         7.948881e-06         9.409652e-02         1.905224e-02        -2.237723e-03
   651.166         9.452590e-02         8.041631e-06         9.463080e-02         1.915392e-02        -2.251394e-03
   651.992         9.521280e-02         8.158930e-06         9.512716e-02         1.925475e-02        -2.265369e-03
   652.818         9.565630e-02         8.235115e-06         9.512433e-02         1.925461e-02        -2.268604e-03
   653.644         9.341370e-02         7.853507e-06         9.410904e-02         1.905086e-02        -2.249236e-03
   654.470         9.110510e-02         7.470125e-06         9.181833e-02         1.859204e-02        -2.201067e-03
   655.296         8.822860e-02         7.005857e-06         8.895008e-02         1.801426e-02        -2.139324e-03
   656.122         8.674740e-02         6.772600e-06         8.717975e-02         1.765042e-02        -2.101718e-03
   656.948         8.769990e-02         6.922145e-06         8.774280e-02         1.774987e-02        -2.116932e-03
   657.774         8.983810e-02         7.263796e-06         9.013317e-02         1.821408e-02        -2.174489e-03
   658.599         9.284620e-02         7.758375e-06         9.277801e-02         1.872923e-02        -2.238726e-03
   659.425         9.435350e-02         8.012325e-06         9.468318e-02         1.909646e-02        -2.285913e-03
   660.251         9.579880e-02         8.259669e-06         9.584038e-02         1.931475e-02        -2.314830e-03
   661.077         9.646650e-02         8.375207e-06         9.653820e-02         1.944373e-02        -2.332553e-03
   661.903         9.731890e-02         8.523871e-06         9.685689e-02         1.950147e-02        -2.342598e-03
   662.728         9.636720e-02         8.357974e-06         9.678777e-02         1.948634e-02        -2.345675e-03
   663.554         9.677910e-02         8.429575e-06         9.649647e-02         1.942900e-02        -2.344727e-03
   664.380         9.637520e-02         8.359361e-06         9.625869e-02         1.938136e-02        -2.344683e-03
   665.206         9.615950e-02         8.321984e-06         9.618019e-02         1.936290e-02        -2.347212e-03
   666.031         9.640160e-02         8.363942e-06         9.615637e-02         1.935350e-02        -2.349531e-03
   666.857         9.615700e-02         8.321552e-06         9.612609e-02         1.934282e-02        -2.350318e-03
   667.683         9.622630e-02         8.333551e-06         9.615951e-02         1.934620e-02        -2.352577e-03
   668.508         9.628570e-02         8.343842e-06         9.623722e-02         1.936065e-02        -2.357836e-03
   669.334         9.614190e-02         8.318938e-06         9.618239e-02         1.935167e-02        -2.362070e-03
  1503.952         1.375580e-02         1.702998e-07         1.420947e-02         2.812760e-03        -9.908090e-04
  1509.148         1.602300e-02         2.310629e-07         1.613651e-02         3.163508e-03        -1.098382e-03
  1514.333         1.625200e-02         2.377148e-07         1.661336e-02         3.242383e-03        -1.113252e-03
  1519.509         1.704690e-02         2.615371e-07         1.737607e-02         3.416240e-03        -1.156327e-03
  1524.675         1.770820e-02         2.822223e-07         1.774053e-02         3.458149e-03        -1.164443e-03
  1529.831         1.775200e-02         2.836202e-07         1.769132e-02         3.476458e-03        -1.159930e-03
  1534.978         1.787290e-02         2.874965e-07         1.793681e-02         3.575413e-03        -1.178221e-03
  1540.114         1.830360e-02         3.015196e-07         1.797062e-02         3.567182e-03        -1.166457e-03
  1545.242         1.864010e-02         3.127080e-07         1.842185e-02         3.668457e-03        -1.187918e-03
  1550.360         1.836880e-02         3.036715e-07         1.830134e-02         3.645782e-03        -1.170723e-03
  1555.468         1.832740e-02         3.023042e-07         1.800258e-02         3.611964e-03        -1.150218e-03
  1560.567         1.843630e-02         3.059074e-07         1.826162e-02         3.638434e-03        -1.155537e-03
  1565.657         1.775230e-02         2.836297e-07         1.773591e-02         3.556308e-03        -1.123002e-03
  1570.738         1.715860e-02         2.649758e-07         1.703181e-02         3.406380e-03        -1.071846e-03
  1575.809         1.625840e-02         2.379020e-07         1.640149e-02         3.272784e-03        -1.026873e-03
  1580.872         1.717020e-02         2.653342e-07         1.710036e-02         3.456042e-03        -1.077962e-03
  1585.926         1.757810e-02         2.780906e-07         1.729203e-02         3.496847e-03        -1.085635e-03
  1590.971         1.688510e-02         2.565959e-07         1.678780e-02         3.391236e-03        -1.048994e-03
  1596.007         1.710050e-02         2.631844e-07         1.709367e-02         3.448414e-03        -1.064424e-03
  1601.035         1.648810e-02         2.446717e-07         1.649755e-02         3.320051e-03        -1.023621e-03
  1606.054         1.671040e-02         2.513137e-07         1.659764e-02         3.310943e-03        -1.020861e-03
  1611.064         1.632120e-02         2.397434e-07         1.622624e-02         3.265141e-03        -1.004116e-03
  1616.066         1.669080e-02         2.507245e-07         1.647146e-02         3.340757e-03        -1.024027e-03
  1621.060         1.693660e-02         2.581636e-07         1.675618e-02         3.376685e-03        -1.035294e-03
