    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.935910e-01         3.372973e-05         1.880158e-01         1.354373e-02        -1.209686e-03
   631.338         1.916040e-01         3.304088e-05         1.874800e-01         1.350403e-02        -1.206939e-03
   632.164         1.887870e-01         3.207648e-05         1.873869e-01         1.349634e-02        -1.209308e-03
   632.991         1.926130e-01         3.338979e-05         1.878752e-01         1.352902e-02        -1.216241e-03
   633.817         1.917710e-01         3.309850e-05         1.883845e-01         1.356198e-02        -1.223501e-03
   634.643         1.893020e-01         3.225172e-05         1.884732e-01         1.356456e-02        -1.228258e-03
   635.470         1.902060e-01         3.256049e-05         1.884336e-01         1.355836e-02        -1.232463e-03
   636.296         1.914870e-01         3.300054e-05         1.888688e-01         1.358688e-02        -1.239941e-03
   637.122         1.957860e-01         3.449894e-05         1.898276e-01         1.365373e-02        -1.250875e-03
   637.948         1.880740e-01         3.183465e-05         1.905700e-01         1.370567e-02        -1.260249e-03
   638.775         1.977160e-01         3.518245e-05         1.904042e-01         1.369248e-02        -1.263299e-03
   639.601         1.876880e-01         3.170411e-05         1.894939e-01         1.362561e-02        -1.260818e-03
   640.427         1.966730e-01         3.481224e-05         1.885655e-01         1.355770e-02        -1.257438e-03
   641.253         1.904810e-01         3.265471e-05         1.880878e-01         1.352343e-02        -1.256358e-03
   642.079         1.891790e-01         3.220982e-05         1.880015e-01         1.351922e-02        -1.257449e-03
   642.905         1.941310e-01         3.391816e-05         1.879564e-01         1.352033e-02        -1.258673e-03
   643.732         1.871530e-01         3.152362e-05         1.875240e-01         1.349683e-02        -1.257493e-03
   644.558         1.898690e-01         3.244521e-05         1.863937e-01         1.342795e-02        -1.252093e-03
   645.384         1.841520e-01         3.052076e-05         1.846502e-01         1.332052e-02        -1.243104e-03
   646.210         1.837280e-01         3.038038e-05         1.828734e-01         1.321370e-02        -1.234148e-03
   647.036         1.800760e-01         2.918463e-05         1.816537e-01         1.314430e-02        -1.228679e-03
   647.862         1.783510e-01         2.862817e-05         1.810011e-01         1.310734e-02        -1.226294e-03
   648.688         1.826120e-01         3.001243e-05         1.805401e-01         1.307359e-02        -1.224391e-03
   649.514         1.787270e-01         2.874901e-05         1.802628e-01         1.304600e-02        -1.223370e-03
   650.340         1.817810e-01         2.973990e-05         1.805981e-01         1.306253e-02        -1.226788e-03
   651.166         1.821520e-01         2.986142e-05         1.815669e-01         1.312890e-02        -1.235138e-03
   651.992         1.832590e-01         3.022547e-05         1.824974e-01         1.319517e-02        -1.243762e-03
   652.818         1.842390e-01         3.054961e-05         1.824760e-01         1.319295e-02        -1.246245e-03
   653.644         1.803470e-01         2.927254e-05         1.805266e-01         1.305240e-02        -1.235827e-03
   654.470         1.770800e-01         2.822159e-05         1.761523e-01         1.273827e-02        -1.208947e-03
   655.296         1.715570e-01         2.648862e-05         1.706619e-01         1.234291e-02        -1.174339e-03
   656.122         1.666810e-01         2.500430e-05         1.672316e-01         1.209306e-02        -1.153683e-03
   656.948         1.683730e-01         2.551452e-05         1.682239e-01         1.215884e-02        -1.163186e-03
   657.774         1.736290e-01         2.713233e-05         1.726895e-01         1.247317e-02        -1.196331e-03
   658.599         1.783770e-01         2.863652e-05         1.776390e-01         1.282195e-02        -1.232683e-03
   659.425         1.825910e-01         3.000553e-05         1.811774e-01         1.306916e-02        -1.259469e-03
