  lambda           Irr_dw           Rad_up
 550.000 1.5265521000e+00 1.0714326480e-01
 551.000 1.5164976000e+00 1.0635881810e-01
 552.000 1.5812778000e+00 1.1091411590e-01
 553.000 1.5188286000e+00 1.0643492130e-01
 554.000 1.5679608000e+00 1.0987220760e-01
 555.000 1.5718886000e+00 1.1002049260e-01
 556.000 1.5281180000e+00 1.0683782200e-01
 557.000 1.4823872000e+00 1.0364037320e-01
 558.000 1.5382979000e+00 1.0743037410e-01
 559.000 1.4536728000e+00 1.0145709990e-01
 560.000 1.4597333000e+00 1.0187394710e-01
 561.000 1.6039566000e+00 1.1179943850e-01
 562.000 1.4720205000e+00 1.0256348420e-01
 563.000 1.5397556000e+00 1.0715710450e-01
 564.000 1.5177919000e+00 1.0545318600e-01
 565.000 1.5355950000e+00 1.0665954590e-01
 566.000 1.4155447000e+00 9.8208129880e-02
 567.000 1.5181480000e+00 1.0509445950e-01
 568.000 1.5138969000e+00 1.0426060490e-01
 569.000 1.4828643000e+00 1.0097786710e-01
 570.000 1.4905026000e+00 1.0158628850e-01
 571.000 1.4379275000e+00 9.8682800290e-02
 572.000 1.5192227000e+00 1.0352417760e-01
 573.000 1.5352581000e+00 1.0478076170e-01
 574.000 1.5267159000e+00 1.0417355350e-01
 575.000 1.4892177000e+00 1.0148437500e-01
 576.000 1.4620624000e+00 9.9554023740e-02
 577.000 1.5227235000e+00 1.0377413940e-01
 578.000 1.4783325000e+00 1.0102983090e-01
 579.000 1.4670028000e+00 1.0029771420e-01
 580.000 1.5174959000e+00 1.0391244510e-01
 581.000 1.4900543000e+00 1.0216998290e-01
 582.000 1.5122858000e+00 1.0361742400e-01
 583.000 1.5226995000e+00 1.0436663060e-01
 584.000 1.5177338000e+00 1.0388587190e-01
 585.000 1.5076160000e+00 1.0307699580e-01
 586.000 1.4427161000e+00 9.8608284000e-02
 587.000 1.4989740000e+00 1.0192824550e-01
 588.000 1.4832297000e+00 9.9403350830e-02
 589.000 1.3146769000e+00 8.6306236270e-02
 590.000 1.3726384000e+00 8.9998634340e-02
 591.000 1.4584964000e+00 9.6825584410e-02
 592.000 1.4304999000e+00 9.4174781800e-02
 593.000 1.4455008000e+00 9.6535430910e-02
 594.000 1.4586694000e+00 9.7062690730e-02
 595.000 1.4307555000e+00 9.4135108950e-02
 596.000 1.4661389000e+00 9.7922981260e-02
 597.000 1.4705330000e+00 9.7768249510e-02
 598.000 1.4403973000e+00 9.6374893190e-02
 599.000 1.4407581000e+00 9.6629631040e-02
 600.000 1.4410532000e+00 9.7215309140e-02
 601.000 1.4329317000e+00 9.7092002870e-02
 602.000 1.4172594000e+00 9.6094482420e-02
 603.000 1.4258081000e+00 9.6822914120e-02
 604.000 1.4709704000e+00 1.0004762270e-01
 605.000 1.4671982000e+00 9.9708328250e-02
 606.000 1.4501918000e+00 9.8608383180e-02
 607.000 1.4420276000e+00 9.7995109560e-02
 608.000 1.4367228000e+00 9.7550552370e-02
 609.000 1.4219693000e+00 9.6541061400e-02
 610.000 1.3991826000e+00 9.4914695740e-02
 611.000 1.4218880000e+00 9.6437652590e-02
 612.000 1.4033636000e+00 9.5170005800e-02
 613.000 1.3828459000e+00 9.3715263370e-02
 614.000 1.3324353000e+00 9.0305183410e-02
 615.000 1.3967799000e+00 9.4568420410e-02
 616.000 1.3280589000e+00 8.9929573060e-02
 617.000 1.3355520000e+00 9.0419990540e-02
 618.000 1.3985522000e+00 9.4566154480e-02
 619.000 1.3857390000e+00 9.3735527040e-02
 620.000 1.4061991000e+00 9.4998977660e-02
 621.000 1.4303748000e+00 9.6613487240e-02
 622.000 1.3549246000e+00 9.1452110290e-02
 623.000 1.3654729000e+00 9.2015090940e-02
 624.000 1.3669374000e+00 9.2160583500e-02
 625.000 1.3299112000e+00 8.9648574830e-02
 626.000 1.3366487000e+00 8.9910690310e-02
 627.000 1.3590357000e+00 9.0891082760e-02
 628.000 1.3408890000e+00 8.8713180540e-02
 629.000 1.3745349000e+00 9.1216156010e-02
 630.000 1.3289255000e+00 8.8649162290e-02
 631.000 1.3776794000e+00 9.1971984860e-02
 632.000 1.2832652500e+00 8.5301033020e-02
 633.000 1.3774763000e+00 9.1992752080e-02
 634.000 1.3361089000e+00 8.9385673520e-02
 635.000 1.3605466000e+00 9.1020034790e-02
 636.000 1.3126137300e+00 8.7891914370e-02
 637.000 1.3559322000e+00 9.0847702030e-02
 638.000 1.3770262000e+00 9.2447212220e-02
 639.000 1.3656541000e+00 9.1560813900e-02
 640.000 1.3228098300e+00 8.8913429260e-02
 641.000 1.3419215000e+00 9.0154617310e-02
 642.000 1.3258178300e+00 8.9116539000e-02
 643.000 1.3490319400e+00 9.0485313420e-02
 644.000 1.3335694600e+00 8.9348442080e-02
 645.000 1.3452277300e+00 8.9920318600e-02
 646.000 1.2939838800e+00 8.5417785640e-02
 647.000 1.3115454300e+00 8.5837806700e-02
 648.000 1.3092245600e+00 8.5049827580e-02
 649.000 1.3352104500e+00 8.7205642700e-02
 650.000 1.2373127800e+00 8.1935699460e-02
 651.000 1.3328361300e+00 8.8242576600e-02
 652.000 1.3071449900e+00 8.5485450740e-02
 653.000 1.3335212500e+00 8.8406959530e-02
 654.000 1.3160748500e+00 8.6994857790e-02
 655.000 1.2813907800e+00 8.4241340640e-02
 656.000 1.0879038100e+00 7.1613822940e-02
 657.000 1.1611317800e+00 7.6640419010e-02
 658.000 1.2933675300e+00 8.5839469910e-02
 659.000 1.2964947100e+00 8.6243156430e-02
 660.000 1.3066791700e+00 8.7030960080e-02
 661.000 1.3124430900e+00 8.7767051700e-02
 662.000 1.3313429900e+00 8.9160621640e-02
 663.000 1.3165628900e+00 8.8075500490e-02
 664.000 1.2956601600e+00 8.6703910830e-02
 665.000 1.3013104400e+00 8.7087699890e-02
 666.000 1.3170027100e+00 8.8255172730e-02
 667.000 1.2908749300e+00 8.6450531010e-02
 668.000 1.2982251600e+00 8.7054840090e-02
 669.000 1.3167614300e+00 8.8346496580e-02
 670.000 1.3013303700e+00 8.7197921750e-02
 671.000 1.2872719100e+00 8.6287170410e-02
 672.000 1.2832097900e+00 8.5991813660e-02
 673.000 1.2923858200e+00 8.6572715760e-02
 674.000 1.2949004300e+00 8.6744781490e-02
 675.000 1.2751504600e+00 8.5371337890e-02
 676.000 1.2992349300e+00 8.6988113400e-02
 677.000 1.2734001200e+00 8.5267616270e-02
 678.000 1.2944891100e+00 8.6642265320e-02
 679.000 1.2762215800e+00 8.5352500920e-02
 680.000 1.2664369600e+00 8.4660682680e-02
 681.000 1.2678069300e+00 8.4675415040e-02
 682.000 1.2651866900e+00 8.4408058170e-02
 683.000 1.2734976000e+00 8.4865402220e-02
 684.000 1.2505151100e+00 8.3284790040e-02
 685.000 1.2646347000e+00 8.4207992550e-02
 686.000 1.2090281500e+00 8.0208366390e-02
 687.000 1.1186074000e+00 7.1268943790e-02
 688.000 1.1482356000e+00 7.4048927310e-02
 689.000 1.1428389900e+00 7.3475410460e-02
 690.000 1.1632713600e+00 7.5264961240e-02
 691.000 1.1867710500e+00 7.7260940550e-02
 692.000 1.1897785500e+00 7.7479148860e-02
 693.000 1.1888625000e+00 7.6047874450e-02
 694.000 1.1910276800e+00 7.5089164730e-02
 695.000 1.1781598200e+00 7.4780525210e-02
 696.000 1.1964900400e+00 7.6276275630e-02
 697.000 1.2190928600e+00 7.9724342350e-02
 698.000 1.1921589800e+00 7.7458557130e-02
 699.000 1.1957107800e+00 7.5973342900e-02
 700.000 1.1846500400e+00 7.5501220700e-02
 701.000 1.1540469700e+00 7.3143035890e-02
 702.000 1.1512084900e+00 7.3221641540e-02
 703.000 1.1824351800e+00 7.6560585020e-02
 704.000 1.1863864200e+00 7.6893318180e-02
 705.000 1.1891466100e+00 7.6467063900e-02
 706.000 1.1776634700e+00 7.5841407780e-02
 707.000 1.1620512400e+00 7.5049270630e-02
 708.000 1.1981477800e+00 7.7612075810e-02
 709.000 1.1602754100e+00 7.5603858950e-02
 710.000 1.1816033800e+00 7.6430488590e-02
 711.000 1.1749741100e+00 7.6486213680e-02
 712.000 1.1629800900e+00 7.6165252690e-02
 713.000 1.1543700800e+00 7.5206092830e-02
 714.000 1.1726606600e+00 7.6198989870e-02
 715.000 1.1257864100e+00 7.2533676150e-02
 716.000 1.1490054800e+00 7.3385726930e-02
 717.000 1.0772371300e+00 6.5591636660e-02
 718.000 1.0449942200e+00 6.1697135930e-02
 719.000 1.0233872400e+00 5.9663650510e-02
 720.000 1.0166253100e+00 5.8346439360e-02
 721.000 1.0772158200e+00 6.6362464900e-02
 722.000 1.1144805000e+00 7.0241889950e-02
 723.000 1.0993736100e+00 6.8329429630e-02
 724.000 1.0696838300e+00 6.3910076140e-02
 725.000 1.0632084700e+00 6.3889022830e-02
 726.000 1.0594386900e+00 6.3553001400e-02
 727.000 1.0801243000e+00 6.5118026730e-02
 728.000 1.0559080800e+00 6.3311119080e-02
 729.000 1.0269251000e+00 6.2487377170e-02
 730.000 1.0623320400e+00 6.4488182070e-02
 731.000 1.0418435700e+00 6.3115455630e-02
 732.000 1.0841064300e+00 6.7285026550e-02
 733.000 1.0886203200e+00 6.9249557500e-02
 734.000 1.1213946600e+00 7.2139923100e-02
 735.000 1.1086229100e+00 7.0988960270e-02
 736.000 1.0813158000e+00 6.8725944520e-02
 737.000 1.1004202100e+00 7.0299064640e-02
 738.000 1.1040981300e+00 7.1093711850e-02
 739.000 1.0711084800e+00 6.9238227840e-02
 740.000 1.0874015500e+00 7.0840118410e-02
 741.000 1.0822511200e+00 7.0911445620e-02
 742.000 1.0658512400e+00 7.0002212520e-02
 743.000 1.1003831800e+00 7.2627044680e-02
 744.000 1.1121868000e+00 7.3592491150e-02
 745.000 1.0843226000e+00 7.1900833130e-02
 746.000 1.1002225300e+00 7.3024734500e-02
 747.000 1.1168136700e+00 7.4114654540e-02
 748.000 1.0974986900e+00 7.2873939510e-02
 749.000 1.0979995500e+00 7.2945564270e-02
 750.000 1.0815564400e+00 7.1787162780e-02
 751.000 1.0787942800e+00 7.1601425170e-02
 752.000 1.0958023600e+00 7.2792175290e-02
 753.000 1.0856132000e+00 7.2130187990e-02
 754.000 1.1027267700e+00 7.3273727420e-02
 755.000 1.0964253900e+00 7.2852859500e-02
 756.000 1.0749911800e+00 7.1426635740e-02
 757.000 1.0829263100e+00 7.1951652530e-02
 758.000 1.0806897500e+00 7.1756858830e-02
 759.000 9.9912836000e-01 6.4873367310e-02
 760.000 5.1108733000e-01 2.6948816300e-02
 761.000 4.6174678000e-01 2.3645864490e-02
 762.000 7.3670432000e-01 4.3516460420e-02
 763.000 6.6864526000e-01 3.7971984860e-02
 764.000 7.1463641000e-01 4.1370544430e-02
 765.000 8.1581180000e-01 4.9393947600e-02
 766.000 8.8205867000e-01 5.5853874210e-02
 767.000 9.4527936000e-01 6.0986083980e-02
 768.000 1.0157128800e+00 6.6365638730e-02
 769.000 1.0330724500e+00 6.8088424680e-02
 770.000 1.0379912800e+00 6.8694938660e-02
 771.000 1.0434918400e+00 6.9224769590e-02
 772.000 1.0405733800e+00 6.9071342470e-02
 773.000 1.0366771400e+00 6.8832618710e-02
 774.000 1.0481025200e+00 6.9608955380e-02
 775.000 1.0088848600e+00 6.7017410280e-02
 776.000 1.0505446100e+00 6.9829467770e-02
 777.000 1.0432683800e+00 6.9336235050e-02
 778.000 1.0376622500e+00 6.8934181210e-02
 779.000 1.0410249100e+00 6.9119300840e-02
 780.000 1.0281312900e+00 6.8284896850e-02
 781.000 1.0265484200e+00 6.8179756160e-02
 782.000 1.0389069400e+00 6.8932777400e-02
 783.000 1.0146217700e+00 6.7383125310e-02
 784.000 1.0201718900e+00 6.7699829100e-02
 785.000 1.0220491300e+00 6.7624641420e-02
 786.000 1.0031801200e+00 6.6194320680e-02
 787.000 1.0150987000e+00 6.6465240480e-02
 788.000 9.9834252000e-01 6.5158226010e-02
 789.000 9.9854286000e-01 6.4400894170e-02
 790.000 9.8796265000e-01 6.3616043090e-02
 791.000 9.8394309000e-01 6.3512214660e-02
 792.000 9.6931274000e-01 6.2655860900e-02
 793.000 9.7058222000e-01 6.3032241820e-02
 794.000 9.6534112000e-01 6.3366565700e-02
 795.000 9.5722030000e-01 6.2349121090e-02
 796.000 9.6566308000e-01 6.1983676910e-02
 797.000 9.7399927000e-01 6.2821502690e-02
 798.000 9.7949897000e-01 6.3808536530e-02
 799.000 9.7756768000e-01 6.3498199460e-02
 800.000 9.4849269000e-01 6.1148197170e-02
 801.000 9.6663704000e-01 6.2372310640e-02
 802.000 9.6431993000e-01 6.2146324160e-02
 803.000 9.5109885000e-01 6.1376537320e-02
 804.000 9.6137853000e-01 6.2299274440e-02
 805.000 9.3823532000e-01 6.1234043120e-02
 806.000 9.6557980000e-01 6.3242000580e-02
 807.000 9.5969513000e-01 6.2898456570e-02
 808.000 9.5293051000e-01 6.2274932860e-02
 809.000 9.3538229000e-01 6.0936935420e-02
 810.000 9.2963468000e-01 6.0346973420e-02
 811.000 9.4123846000e-01 6.0717159270e-02
 812.000 9.3355422000e-01 5.9751228330e-02
 813.000 9.2383167000e-01 5.8501609800e-02
 814.000 9.1487177000e-01 5.7263832090e-02
 815.000 8.9528454000e-01 5.5215579990e-02
 816.000 8.7444694000e-01 5.2935863490e-02
 817.000 8.8046956000e-01 5.3337730410e-02
 818.000 8.7617770000e-01 5.3093616490e-02
 819.000 8.5670399000e-01 5.2291084290e-02
 820.000 8.5414941000e-01 5.3214962010e-02
 821.000 8.9899314000e-01 5.7301780700e-02
 822.000 8.6141592000e-01 5.3858997340e-02
 823.000 8.3771460000e-01 4.9903461460e-02
 824.000 8.8064755000e-01 5.4655788420e-02
 825.000 8.9817087000e-01 5.7397083280e-02
 826.000 9.0053338000e-01 5.7225959780e-02
 827.000 8.9521651000e-01 5.6655273440e-02
 828.000 8.8103283000e-01 5.4734214780e-02
 829.000 8.8503601000e-01 5.5305370330e-02
 830.000 8.7583418000e-01 5.5129348750e-02
 831.000 8.6153088000e-01 5.4319580080e-02
 832.000 8.7958592000e-01 5.5486827850e-02
 833.000 8.5486491000e-01 5.4237075810e-02
 834.000 8.7054697000e-01 5.5528522490e-02
 835.000 8.7781300000e-01 5.6477409360e-02
 836.000 8.8623449000e-01 5.6946437840e-02
 837.000 8.7868403000e-01 5.6416996000e-02
 838.000 8.8443488000e-01 5.7096092220e-02
 839.000 8.5828004000e-01 5.5559982300e-02
