    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         2.157200e-01         4.188161e-05         2.168867e-01         1.135974e-02        -1.859533e-03
   631.338         2.210580e-01         4.397998e-05         2.162734e-01         1.132589e-02        -1.856890e-03
   632.164         2.156390e-01         4.185016e-05         2.161703e-01         1.131882e-02        -1.858024e-03
   632.991         2.107110e-01         3.995921e-05         2.167347e-01         1.134540e-02        -1.864845e-03
   633.817         2.192000e-01         4.324378e-05         2.173206e-01         1.137241e-02        -1.873081e-03
   634.643         2.177770e-01         4.268414e-05         2.174214e-01         1.137494e-02        -1.879153e-03
   635.470         2.224850e-01         4.454962e-05         2.173752e-01         1.137122e-02        -1.885234e-03
   636.296         2.139820e-01         4.120947e-05         2.178775e-01         1.139659e-02        -1.895375e-03
   637.122         2.205920e-01         4.379475e-05         2.189850e-01         1.145287e-02        -1.908616e-03
   637.948         2.143900e-01         4.136676e-05         2.198441e-01         1.149523e-02        -1.918023e-03
   638.775         2.218290e-01         4.428729e-05         2.196554e-01         1.148230e-02        -1.918301e-03
   639.601         2.226130e-01         4.460089e-05         2.186068e-01         1.142475e-02        -1.912134e-03
   640.427         2.211670e-01         4.402336e-05         2.175372e-01         1.136727e-02        -1.906866e-03
   641.253         2.203610e-01         4.370307e-05         2.169901e-01         1.133825e-02        -1.906960e-03
   642.079         2.207530e-01         4.385870e-05         2.168991e-01         1.133383e-02        -1.912300e-03
   642.905         2.185290e-01         4.297943e-05         2.168606e-01         1.133374e-02        -1.920810e-03
   643.732         2.184700e-01         4.295623e-05         2.163822e-01         1.131394e-02        -1.928704e-03
   644.558         2.172600e-01         4.248172e-05         2.151081e-01         1.125710e-02        -1.931209e-03
   645.384         2.109620e-01         4.005447e-05         2.131379e-01         1.116798e-02        -1.927493e-03
   646.210         2.094590e-01         3.948577e-05         2.111354e-01         1.107841e-02        -1.923059e-03
   647.036         2.048130e-01         3.775353e-05         2.097697e-01         1.101906e-02        -1.923708e-03
   647.862         2.079100e-01         3.890391e-05         2.090401e-01         1.098652e-02        -1.928484e-03
