    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.228660e-01         1.358645e-05         1.616914e-01         1.517250e-02        -1.562707e-03
   631.338         1.277190e-01         1.468093e-05         1.612334e-01         1.512814e-02        -1.562487e-03
   632.164         1.227500e-01         1.356081e-05         1.611570e-01         1.511985e-02        -1.564431e-03
   632.991         1.240890e-01         1.385827e-05         1.615837e-01         1.515681e-02        -1.570222e-03
   633.817         1.263890e-01         1.437676e-05         1.620308e-01         1.519401e-02        -1.575729e-03
   634.643         1.262510e-01         1.434538e-05         1.621160e-01         1.519730e-02        -1.577846e-03
   635.470         1.274210e-01         1.461250e-05         1.620898e-01         1.519108e-02        -1.579329e-03
   636.296         1.292450e-01         1.503384e-05         1.624709e-01         1.522396e-02        -1.585109e-03
   637.122         1.284220e-01         1.484299e-05         1.633014e-01         1.529979e-02        -1.595268e-03
   637.948         1.290970e-01         1.499943e-05         1.639447e-01         1.535883e-02        -1.603282e-03
   638.775         1.257170e-01         1.422429e-05         1.638062e-01         1.534473e-02        -1.603014e-03
   639.601         1.275250e-01         1.463636e-05         1.630278e-01         1.527008e-02        -1.595404e-03
   640.427         1.296280e-01         1.512308e-05         1.622331e-01         1.519385e-02        -1.586227e-03
   641.253         1.294900e-01         1.509089e-05         1.618230e-01         1.515526e-02        -1.579585e-03
   642.079         1.252830e-01         1.412625e-05         1.617451e-01         1.515075e-02        -1.575626e-03
   642.905         1.284450e-01         1.484831e-05         1.616975e-01         1.515255e-02        -1.572119e-03
   643.732         1.251140e-01         1.408816e-05         1.613103e-01         1.512692e-02        -1.565923e-03
   644.558         1.289990e-01         1.497667e-05         1.603135e-01         1.505048e-02        -1.554660e-03
   645.384         1.207960e-01         1.313251e-05         1.587786e-01         1.493086e-02        -1.538979e-03
   646.210         1.208510e-01         1.314447e-05         1.572095e-01         1.481174e-02        -1.523219e-03
   647.036         1.211560e-01         1.321090e-05         1.561250e-01         1.473400e-02        -1.511533e-03
   647.862         1.175890e-01         1.244446e-05         1.555450e-01         1.469198e-02        -1.503514e-03
   648.688         1.196760e-01         1.289011e-05         1.551506e-01         1.465337e-02        -1.496244e-03
   649.514         1.210940e-01         1.319738e-05         1.549279e-01         1.462205e-02        -1.490656e-03
   650.340         1.218410e-01         1.336071e-05         1.552318e-01         1.464075e-02        -1.491573e-03
   651.166         1.210870e-01         1.319586e-05         1.560722e-01         1.471575e-02        -1.499722e-03
   651.992         1.216400e-01         1.331666e-05         1.568746e-01         1.479081e-02        -1.509025e-03
   652.818         1.212180e-01         1.322442e-05         1.568582e-01         1.478914e-02        -1.511130e-03
   653.644         1.197960e-01         1.291597e-05         1.551824e-01         1.463235e-02        -1.497526e-03
   654.470         1.176000e-01         1.244678e-05         1.514188e-01         1.428080e-02        -1.463775e-03
   655.296         1.144050e-01         1.177965e-05         1.466969e-01         1.383794e-02        -1.420352e-03
   656.122         1.120910e-01         1.130795e-05         1.437530e-01         1.355799e-02        -1.393508e-03
   656.948         1.119550e-01         1.128053e-05         1.446190e-01         1.363187e-02        -1.403146e-03
   657.774         1.149980e-01         1.190209e-05         1.484756e-01         1.398457e-02        -1.441732e-03
   658.599         1.194380e-01         1.283889e-05         1.527490e-01         1.437605e-02        -1.484507e-03
   659.425         1.212120e-01         1.322311e-05         1.558082e-01         1.465372e-02        -1.515580e-03
   660.251         1.226830e-01         1.354601e-05         1.576403e-01         1.481666e-02        -1.534668e-03
   661.077         1.246110e-01         1.397511e-05         1.587260e-01         1.491107e-02        -1.546405e-03
   661.903         1.243780e-01         1.392290e-05         1.592076e-01         1.495166e-02        -1.552344e-03
   662.728         1.243130e-01         1.390835e-05         1.590724e-01         1.493726e-02        -1.552608e-03
   663.554         1.243860e-01         1.392469e-05         1.585821e-01         1.489084e-02        -1.549780e-03
   664.380         1.240540e-01         1.385046e-05         1.581775e-01         1.485215e-02        -1.547882e-03
   665.206         1.237070e-01         1.377308e-05         1.580281e-01         1.483651e-02        -1.548256e-03
   666.031         1.243360e-01         1.391350e-05         1.579646e-01         1.482845e-02        -1.549183e-03
   666.857         1.236390e-01         1.375794e-05         1.578892e-01         1.481922e-02        -1.549830e-03
   667.683         1.231070e-01         1.363980e-05         1.579185e-01         1.482005e-02        -1.551431e-03
   668.508         1.239120e-01         1.381877e-05         1.580261e-01         1.482918e-02        -1.553840e-03
   669.334         1.234090e-01         1.370680e-05         1.579270e-01         1.482056e-02        -1.554578e-03
  1503.952         1.359520e-02         1.663465e-07         1.867308e-02         1.288545e-03        -9.517125e-04
  1509.148         1.585560e-02         2.262600e-07         2.128010e-02         1.476908e-03        -1.051121e-03
  1514.333         1.636880e-02         2.411439e-07         2.200592e-02         1.540786e-03        -1.058711e-03
  1519.509         1.754020e-02         2.768928e-07         2.319199e-02         1.648205e-03        -1.089450e-03
  1524.675         1.771590e-02         2.824678e-07         2.371396e-02         1.688569e-03        -1.082148e-03
  1529.831         1.824280e-02         2.995198e-07         2.380482e-02         1.716826e-03        -1.058411e-03
  1534.978         1.852560e-02         3.088781e-07         2.434190e-02         1.786559e-03        -1.063482e-03
  1540.114         1.876260e-02         3.168316e-07         2.445419e-02         1.805327e-03        -1.045700e-03
  1545.242         1.940990e-02         3.390698e-07         2.518705e-02         1.878242e-03        -1.050178e-03
