    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.731640e-01         2.698719e-05         1.708033e-01         1.567367e-02        -3.336949e-03
   631.338         1.675330e-01         2.526058e-05         1.703306e-01         1.562851e-02        -3.329453e-03
   632.164         1.675400e-01         2.526269e-05         1.702585e-01         1.562025e-02        -3.329197e-03
   632.991         1.700360e-01         2.602102e-05         1.707156e-01         1.565862e-02        -3.339245e-03
   633.817         1.704870e-01         2.615924e-05         1.711926e-01         1.569722e-02        -3.350441e-03
   634.643         1.742040e-01         2.731233e-05         1.712872e-01         1.570065e-02        -3.354991e-03
   635.470         1.741680e-01         2.730104e-05         1.712645e-01         1.569393e-02        -3.357457e-03
   636.296         1.710010e-01         2.631721e-05         1.716728e-01         1.572719e-02        -3.368011e-03
   637.122         1.733580e-01         2.704770e-05         1.725566e-01         1.580469e-02        -3.387251e-03
   637.948         1.746890e-01         2.746462e-05         1.732432e-01         1.586511e-02        -3.401933e-03
   638.775         1.737490e-01         2.716984e-05         1.731043e-01         1.585030e-02        -3.400345e-03
   639.601         1.656200e-01         2.468699e-05         1.722898e-01         1.577307e-02        -3.386867e-03
   640.427         1.711180e-01         2.635323e-05         1.714597e-01         1.569412e-02        -3.375621e-03
   641.253         1.713160e-01         2.641425e-05         1.710387e-01         1.565390e-02        -3.374693e-03
   642.079         1.711780e-01         2.637172e-05         1.709716e-01         1.564878e-02        -3.381715e-03
   642.905         1.685910e-01         2.558063e-05         1.709392e-01         1.565051e-02        -3.389341e-03
   643.732         1.749220e-01         2.753794e-05         1.705509e-01         1.562466e-02        -3.389922e-03
   644.558         1.640180e-01         2.421171e-05         1.695221e-01         1.554690e-02        -3.378833e-03
   645.384         1.639330e-01         2.418663e-05         1.679288e-01         1.542463e-02        -3.358226e-03
   646.210         1.634580e-01         2.404667e-05         1.663016e-01         1.530285e-02        -3.337737e-03
   647.036         1.626420e-01         2.380718e-05         1.651844e-01         1.522391e-02        -3.326407e-03
   647.862         1.619110e-01         2.359365e-05         1.645932e-01         1.518201e-02        -3.323098e-03
   648.688         1.627740e-01         2.384584e-05         1.641887e-01         1.514365e-02        -3.320398e-03
   649.514         1.638460e-01         2.416096e-05         1.639594e-01         1.511255e-02        -3.318873e-03
   650.340         1.651440e-01         2.454529e-05         1.642869e-01         1.513233e-02        -3.328350e-03
   651.166         1.622400e-01         2.368964e-05         1.651850e-01         1.520919e-02        -3.350645e-03
   651.992         1.643240e-01         2.430214e-05         1.660445e-01         1.528561e-02        -3.372962e-03
   652.818         1.650420e-01         2.451498e-05         1.660372e-01         1.528335e-02        -3.377471e-03
   653.644         1.633160e-01         2.400490e-05         1.642741e-01         1.512180e-02        -3.346142e-03
   654.470         1.592030e-01         2.281104e-05         1.603019e-01         1.475941e-02        -3.270119e-03
   655.296         1.543890e-01         2.145237e-05         1.553144e-01         1.430225e-02        -3.173387e-03
   656.122         1.511700e-01         2.056713e-05         1.522061e-01         1.401286e-02        -3.114384e-03
   656.948         1.525590e-01         2.094682e-05         1.531280e-01         1.408896e-02        -3.136739e-03
   657.774         1.564200e-01         2.202049e-05         1.572144e-01         1.445352e-02        -3.222860e-03
   658.599         1.617000e-01         2.353220e-05         1.617420e-01         1.485868e-02        -3.317532e-03
   659.425         1.643580e-01         2.431220e-05         1.649851e-01         1.514645e-02        -3.386018e-03
   660.251         1.667660e-01         2.502981e-05         1.669297e-01         1.531531e-02        -3.428327e-03
   661.077         1.669160e-01         2.507486e-05         1.680855e-01         1.541293e-02        -3.454911e-03
   661.903         1.680160e-01         2.540644e-05         1.686037e-01         1.545493e-02        -3.468670e-03
   662.728         1.682100e-01         2.546514e-05         1.684709e-01         1.544056e-02        -3.469139e-03
   663.554         1.678990e-01         2.537107e-05         1.679632e-01         1.539342e-02        -3.462300e-03
   664.380         1.666050e-01         2.498150e-05         1.675461e-01         1.535388e-02        -3.458313e-03
   665.206         1.670840e-01         2.512536e-05         1.673986e-01         1.533731e-02        -3.460936e-03
   666.031         1.670410e-01         2.511243e-05         1.673416e-01         1.532806e-02        -3.465828e-03
   666.857         1.665680e-01         2.497041e-05         1.672718e-01         1.531804e-02        -3.469950e-03
   667.683         1.670950e-01         2.512867e-05         1.673131e-01         1.531963e-02        -3.475296e-03
   668.508         1.670960e-01         2.512897e-05         1.674381e-01         1.533093e-02        -3.481561e-03
   669.334         1.669940e-01         2.509830e-05         1.673456e-01         1.532407e-02        -3.483347e-03
  1503.952         2.207980e-02         4.387658e-07         2.294156e-02         1.612452e-03        -1.568611e-03
  1509.148         2.552970e-02         5.865890e-07         2.600280e-02         1.832273e-03        -1.734160e-03
  1514.333         2.642590e-02         6.284954e-07         2.677501e-02         1.896400e-03        -1.751311e-03
  1519.509         2.791980e-02         7.015637e-07         2.811917e-02         2.011850e-03        -1.810106e-03
  1524.675         2.850790e-02         7.314303e-07         2.865351e-02         2.050945e-03        -1.818336e-03
  1529.831         2.872200e-02         7.424580e-07         2.868855e-02         2.072019e-03        -1.802313e-03
  1534.978         2.926780e-02         7.709437e-07         2.927067e-02         2.140526e-03        -1.820595e-03
  1540.114         2.919240e-02         7.669766e-07         2.931775e-02         2.150912e-03        -1.796792e-03
  1545.242         3.068020e-02         8.471472e-07         3.012438e-02         2.224801e-03        -1.823015e-03
  1550.360         3.020550e-02         8.211350e-07         2.996712e-02         2.224749e-03        -1.789651e-03
  1555.468         2.974350e-02         7.962082e-07         2.957731e-02         2.211856e-03        -1.752451e-03
  1560.567         3.067470e-02         8.468435e-07         2.995444e-02         2.240768e-03        -1.755563e-03
  1565.657         2.947080e-02         7.816752e-07         2.918847e-02         2.199624e-03        -1.698195e-03
  1570.738         2.810350e-02         7.108260e-07         2.803024e-02         2.118472e-03        -1.616557e-03
  1575.809         2.713670e-02         6.627604e-07         2.698498e-02         2.041864e-03        -1.545702e-03
  1580.872         2.842550e-02         7.272081e-07         2.828248e-02         2.158835e-03        -1.615296e-03
  1585.926         2.915430e-02         7.649759e-07         2.862550e-02         2.192239e-03        -1.620469e-03
  1590.971         2.834590e-02         7.231410e-07         2.780078e-02         2.135038e-03        -1.560440e-03
  1596.007         2.887180e-02         7.502228e-07         2.830800e-02         2.177353e-03        -1.580593e-03
  1601.035         2.726440e-02         6.690128e-07         2.731023e-02         2.102880e-03        -1.516215e-03
  1606.054         2.748260e-02         6.797640e-07         2.739671e-02         2.103582e-03        -1.510157e-03
  1611.064         2.740410e-02         6.758862e-07         2.688045e-02         2.076496e-03        -1.479719e-03
  1616.066         2.779250e-02         6.951808e-07         2.737212e-02         2.124942e-03        -1.504768e-03
  1621.060         2.809980e-02         7.106389e-07         2.778553e-02         2.152235e-03        -1.518608e-03
  1626.045         2.882270e-02         7.476732e-07         2.845594e-02         2.203167e-03        -1.550527e-03
  1631.023         2.816790e-02         7.140875e-07         2.815639e-02         2.181347e-03        -1.531189e-03
  1635.992         2.744730e-02         6.780188e-07         2.726186e-02         2.125808e-03        -1.487123e-03
  1640.954         2.597620e-02         6.072867e-07         2.601248e-02         2.038255e-03        -1.421618e-03
  1645.907         2.660870e-02         6.372206e-07         2.647499e-02         2.062132e-03        -1.435516e-03
  1650.852         2.624580e-02         6.199578e-07         2.643761e-02         2.061589e-03        -1.430421e-03
  1655.790         2.691950e-02         6.521935e-07         2.656103e-02         2.072357e-03        -1.436542e-03
