    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         2.157200e-01         4.188161e-05         2.107860e-01         1.204408e-02        -1.979354e-03
   631.338         2.210580e-01         4.397998e-05         2.101890e-01         1.200868e-02        -1.977868e-03
   632.164         2.156390e-01         4.185016e-05         2.100880e-01         1.200172e-02        -1.980375e-03
   632.991         2.107110e-01         3.995921e-05         2.106362e-01         1.203064e-02        -1.988391e-03
   633.817         2.192000e-01         4.324378e-05         2.112059e-01         1.205981e-02        -1.996244e-03
   634.643         2.177770e-01         4.268414e-05         2.113041e-01         1.206205e-02        -1.999562e-03
   635.470         2.224850e-01         4.454962e-05         2.112593e-01         1.205654e-02        -2.001531e-03
   636.296         2.139820e-01         4.120947e-05         2.117475e-01         1.208178e-02        -2.008663e-03
   637.122         2.205920e-01         4.379475e-05         2.128236e-01         1.214101e-02        -2.021907e-03
   637.948         2.143900e-01         4.136676e-05         2.136579e-01         1.218698e-02        -2.033634e-03
   638.775         2.218290e-01         4.428729e-05         2.134738e-01         1.217488e-02        -2.036142e-03
   639.601         2.226130e-01         4.460089e-05         2.124536e-01         1.211459e-02        -2.030836e-03
   640.427         2.211670e-01         4.402336e-05         2.114122e-01         1.205306e-02        -2.025721e-03
   641.253         2.203610e-01         4.370307e-05         2.108773e-01         1.202159e-02        -2.026333e-03
   642.079         2.207530e-01         4.385870e-05         2.107842e-01         1.201734e-02        -2.032286e-03
   642.905         2.185290e-01         4.297943e-05         2.107413e-01         1.201828e-02        -2.039605e-03
   643.732         2.184700e-01         4.295623e-05         2.102698e-01         1.199754e-02        -2.043294e-03
   644.558         2.172600e-01         4.248172e-05         2.090234e-01         1.193632e-02        -2.039869e-03
   645.384         2.109620e-01         4.005447e-05         2.070984e-01         1.184059e-02        -2.030494e-03
   646.210         2.094590e-01         3.948577e-05         2.051409e-01         1.174519e-02        -2.021316e-03
   647.036         2.048130e-01         3.775353e-05         2.038033e-01         1.168287e-02        -2.017722e-03
   647.862         2.079100e-01         3.890391e-05         2.030874e-01         1.164917e-02        -2.018453e-03
   648.688         2.080220e-01         3.894584e-05         2.025685e-01         1.161831e-02        -2.018555e-03
   649.514         2.056030e-01         3.804533e-05         2.022444e-01         1.159327e-02        -2.017863e-03
   650.340         2.089940e-01         3.931064e-05         2.026079e-01         1.160795e-02        -2.021425e-03
   651.166         2.086490e-01         3.918096e-05         2.036895e-01         1.166720e-02        -2.029797e-03
   651.992         2.099990e-01         3.968962e-05         2.047330e-01         1.172626e-02        -2.035858e-03
   652.818         2.097680e-01         3.960235e-05         2.047091e-01         1.172424e-02        -2.030191e-03
   653.644         2.099600e-01         3.967488e-05         2.025240e-01         1.159917e-02        -2.003069e-03
   654.470         2.019100e-01         3.669088e-05         1.976216e-01         1.131977e-02        -1.949519e-03
   655.296         1.968110e-01         3.486111e-05         1.914659e-01         1.096811e-02        -1.883501e-03
   656.122         1.924940e-01         3.334855e-05         1.876154e-01         1.074568e-02        -1.839357e-03
   656.948         1.936080e-01         3.373565e-05         1.887190e-01         1.080367e-02        -1.843101e-03
   657.774         1.988160e-01         3.557502e-05         1.937153e-01         1.108251e-02        -1.884889e-03
   658.599         2.039900e-01         3.745073e-05         1.992541e-01         1.139200e-02        -1.932593e-03
   659.425         2.087010e-01         3.920050e-05         2.032115e-01         1.161141e-02        -1.966164e-03
   660.251         2.120480e-01         4.046792e-05         2.055708e-01         1.174001e-02        -1.986199e-03
   661.077         2.137300e-01         4.111246e-05         2.069620e-01         1.181433e-02        -1.999103e-03
   661.903         2.134680e-01         4.101173e-05         2.075751e-01         1.184594e-02        -2.006256e-03
   662.728         2.134310e-01         4.099751e-05         2.073943e-01         1.183408e-02        -2.006768e-03
   663.554         2.137230e-01         4.110977e-05         2.067556e-01         1.179711e-02        -2.003331e-03
   664.380         2.125320e-01         4.065287e-05         2.062280e-01         1.176639e-02        -2.001111e-03
   665.206         2.126180e-01         4.068577e-05         2.060302e-01         1.175373e-02        -2.002002e-03
   666.031         2.128280e-01         4.076618e-05         2.059426e-01         1.174675e-02        -2.003784e-03
   666.857         2.123330e-01         4.057677e-05         2.058388e-01         1.173861e-02        -2.005271e-03
   667.683         2.125080e-01         4.064369e-05         2.058718e-01         1.173827e-02        -2.007880e-03
   668.508         2.135070e-01         4.102672e-05         2.060093e-01         1.174432e-02        -2.011233e-03
   669.334         2.129530e-01         4.081408e-05         2.058827e-01         1.173620e-02        -2.011991e-03
  1503.952         2.369750e-02         5.054144e-07         2.360276e-02         8.276170e-04        -1.263455e-03
  1509.148         2.704400e-02         6.582401e-07         2.688991e-02         9.597975e-04        -1.396770e-03
  1514.333         2.829190e-02         7.203884e-07         2.781923e-02         1.008440e-03        -1.406547e-03
  1519.509         2.980970e-02         7.997564e-07         2.935978e-02         1.078635e-03        -1.445733e-03
  1524.675         3.086940e-02         8.576279e-07         3.000092e-02         1.109706e-03        -1.445641e-03
  1529.831         3.137710e-02         8.860702e-07         3.015252e-02         1.134588e-03        -1.426557e-03
  1534.978         3.188940e-02         9.152404e-07         3.090245e-02         1.184867e-03        -1.433013e-03
  1540.114         3.185640e-02         9.133472e-07         3.105662e-02         1.204327e-03        -1.411850e-03
  1545.242         3.334680e-02         1.000808e-06         3.202123e-02         1.259288e-03        -1.428894e-03
  1550.360         3.315930e-02         9.895853e-07         3.195563e-02         1.272226e-03        -1.406106e-03
  1555.468         3.265390e-02         9.596495e-07         3.163770e-02         1.276059e-03        -1.370878e-03
  1560.567         3.385320e-02         1.031435e-06         3.211009e-02         1.303452e-03        -1.368030e-03
  1565.657         3.300990e-02         9.806881e-07         3.138226e-02         1.290614e-03        -1.318206e-03
  1570.738         3.153690e-02         8.951185e-07         3.020806e-02         1.253680e-03        -1.250362e-03
  1575.809         2.966430e-02         7.919736e-07         2.912582e-02         1.214932e-03        -1.191774e-03
  1580.872         3.233560e-02         9.410319e-07         3.060682e-02         1.292360e-03        -1.239503e-03
  1585.926         3.244650e-02         9.474978e-07         3.105108e-02         1.322198e-03        -1.238312e-03
  1590.971         3.140910e-02         8.878784e-07         3.022223e-02         1.297198e-03        -1.187547e-03
  1596.007         3.214780e-02         9.301329e-07         3.081592e-02         1.329553e-03        -1.199128e-03
  1601.035         3.094060e-02         8.615887e-07         2.976811e-02         1.290474e-03        -1.146749e-03
  1606.054         3.106740e-02         8.686650e-07         2.988173e-02         1.296583e-03        -1.140092e-03
  1611.064         3.070800e-02         8.486831e-07         2.937083e-02         1.285471e-03        -1.112896e-03
  1616.066         3.137380e-02         8.858838e-07         2.995177e-02         1.319719e-03        -1.128164e-03
  1621.060         3.170920e-02         9.049260e-07         3.041813e-02         1.340829e-03        -1.136812e-03
  1626.045         3.264260e-02         9.589854e-07         3.116965e-02         1.376427e-03        -1.157789e-03
  1631.023         3.194280e-02         9.183082e-07         3.086157e-02         1.366962e-03        -1.140805e-03
  1635.992         3.124580e-02         8.786700e-07         2.991225e-02         1.333977e-03        -1.106437e-03
  1640.954         2.996740e-02         8.082406e-07         2.856961e-02         1.281767e-03        -1.057488e-03
  1645.907         3.031950e-02         8.273449e-07         2.907860e-02         1.301050e-03        -1.072754e-03
  1650.852         3.026400e-02         8.243187e-07         2.906262e-02         1.304685e-03        -1.071251e-03
  1655.790         3.039750e-02         8.316072e-07         2.920627e-02         1.313398e-03        -1.075248e-03
