   630.512         2.129909e+00         2.579252e+00
   631.338         2.144464e+00         2.596554e+00
   632.164         2.098183e+00         2.538883e+00
   632.991         2.038638e+00         2.464831e+00
   633.817         2.094136e+00         2.530373e+00
   634.643         1.992200e+00         2.406042e+00
   635.470         2.017908e+00         2.435646e+00
   636.296         2.024548e+00         2.441985e+00
   637.122         1.995401e+00         2.405620e+00
   637.948         2.140967e+00         2.580782e+00
   638.775         1.976631e+00         2.383002e+00
   639.601         2.020624e+00         2.436153e+00
   640.427         2.035780e+00         2.453466e+00
   641.253         2.104368e+00         2.533852e+00
   642.079         2.041340e+00         2.455506e+00
   642.905         1.968893e+00         2.367054e+00
   643.732         2.074605e+00         2.494028e+00
   644.558         1.949594e+00         2.343647e+00
   645.384         2.161994e+00         2.597765e+00
   646.210         2.089718e+00         2.508784e+00
   647.036         2.162237e+00         2.593506e+00
   647.862         2.163073e+00         2.592973e+00
   648.688         2.191237e+00         2.626378e+00
   649.514         2.143802e+00         2.569679e+00
   650.340         2.182139e+00         2.615288e+00
   651.166         2.152670e+00         2.578976e+00
   651.992         2.155829e+00         2.581453e+00
   652.818         2.127896e+00         2.546276e+00
   653.644         2.184615e+00         2.611618e+00
   654.470         2.204015e+00         2.631861e+00
   655.296         2.247850e+00         2.681674e+00
   656.122         2.320053e+00         2.766206e+00
   656.948         2.274956e+00         2.711375e+00
   657.774         2.225927e+00         2.651486e+00
   658.599         2.181774e+00         2.597007e+00
   659.425         2.137777e+00         2.543831e+00
   660.251         2.099991e+00         2.501174e+00
   661.077         2.097448e+00         2.504330e+00
   661.903         2.088356e+00         2.502697e+00
   662.728         2.075370e+00         2.498181e+00
   663.554         2.070996e+00         2.504736e+00
   664.380         2.115656e+00         2.570525e+00
   665.206         2.096976e+00         2.558709e+00
   666.031         2.115814e+00         2.592204e+00
   666.857         2.125728e+00         2.614946e+00
   667.683         2.147083e+00         2.651742e+00
   668.508         2.116666e+00         2.623619e+00
   669.334         2.113730e+00         2.627564e+00
  1503.952        -2.082709e+01        -1.145165e+02
  1509.148        -1.665417e+01        -9.436534e+01
  1514.333        -1.350059e+01        -7.942161e+01
  1519.509        -1.173281e+01        -7.222030e+01
  1524.675        -1.031685e+01        -6.535309e+01
  1529.831        -9.655300e+00        -6.348736e+01
  1534.978        -8.679475e+00        -5.997096e+01
  1540.114        -7.649350e+00        -5.548048e+01
  1545.242        -6.704937e+00        -5.140024e+01
  1550.360        -6.079118e+00        -4.955257e+01
  1555.468        -5.587746e+00        -4.853702e+01
  1560.567        -4.811538e+00        -4.442151e+01
  1565.657        -4.520882e+00        -4.535904e+01
  1570.738        -4.022361e+00        -4.395985e+01
  1575.809        -3.934200e+00        -4.604247e+01
  1580.872        -3.212207e+00        -4.177548e+01
  1585.926        -2.658603e+00        -3.958214e+01
  1590.971        -2.178390e+00        -3.833594e+01
  1596.007        -1.798724e+00        -3.651489e+01
  1601.035        -1.600618e+00        -3.825877e+01
  1606.054        -1.272676e+00        -3.538322e+01
  1611.064        -9.675176e-01        -3.581662e+01
  1616.066        -6.144845e-01        -3.351491e+01
  1621.060        -3.869664e-01        -3.186576e+01
  1626.045        -2.099553e-01        -3.116478e+01
  1631.023        -3.829501e-02        -3.098540e+01
  1635.992         1.420381e-01        -3.143820e+01
  1640.954         3.398241e-01        -3.152262e+01
  1645.907         4.891202e-01        -3.009747e+01
  1650.852         7.207432e-01        -3.043778e+01
  1655.790         8.177193e-01        -2.970204e+01
