    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         8.919900e-02         7.160815e-06         1.616914e-01         1.551684e-02        -9.994799e-04
   631.338         8.963210e-02         7.230522e-06         1.612334e-01         1.547160e-02        -9.977604e-04
   632.164         8.850350e-02         7.049583e-06         1.611570e-01         1.546289e-02        -1.000235e-03
   632.991         8.826010e-02         7.010861e-06         1.615837e-01         1.550057e-02        -1.006352e-03
   633.817         9.110330e-02         7.469830e-06         1.620308e-01         1.553880e-02        -1.012551e-03
   634.643         9.082790e-02         7.424737e-06         1.621160e-01         1.554233e-02        -1.016441e-03
   635.470         9.147500e-02         7.530908e-06         1.620898e-01         1.553562e-02        -1.019659e-03
   636.296         9.072210e-02         7.407449e-06         1.624709e-01         1.556830e-02        -1.025454e-03
   637.122         9.110910e-02         7.470781e-06         1.633014e-01         1.564469e-02        -1.034135e-03
   637.948         8.967980e-02         7.238220e-06         1.639447e-01         1.570407e-02        -1.041707e-03
   638.775         9.287860e-02         7.763791e-06         1.638062e-01         1.568892e-02        -1.044233e-03
   639.601         9.145250e-02         7.527204e-06         1.630278e-01         1.561230e-02        -1.042319e-03
   640.427         8.872370e-02         7.084705e-06         1.622331e-01         1.553488e-02        -1.039785e-03
   641.253         9.110550e-02         7.470191e-06         1.618230e-01         1.549665e-02        -1.039205e-03
   642.079         9.098410e-02         7.450296e-06         1.617451e-01         1.549333e-02        -1.040407e-03
   642.905         8.926950e-02         7.172139e-06         1.616975e-01         1.549608e-02        -1.041699e-03
   643.732         9.191600e-02         7.603696e-06         1.613103e-01         1.547022e-02        -1.040904e-03
   644.558         8.842110e-02         7.036462e-06         1.603135e-01         1.539179e-02        -1.036444e-03
   645.384         8.660340e-02         6.750134e-06         1.587786e-01         1.526880e-02        -1.028906e-03
   646.210         8.644500e-02         6.725464e-06         1.572095e-01         1.514646e-02        -1.021428e-03
   647.036         8.574670e-02         6.617247e-06         1.561250e-01         1.506720e-02        -1.016965e-03
   647.862         8.682170e-02         6.784207e-06         1.555450e-01         1.502535e-02        -1.015207e-03
   648.688         8.424810e-02         6.387968e-06         1.551506e-01         1.498730e-02        -1.013884e-03
   649.514         8.492100e-02         6.490419e-06         1.549279e-01         1.495625e-02        -1.013172e-03
   650.340         8.468940e-02         6.455065e-06         1.552318e-01         1.497560e-02        -1.016088e-03
   651.166         8.659960e-02         6.749542e-06         1.560722e-01         1.505196e-02        -1.023197e-03
   651.992         8.667960e-02         6.762018e-06         1.568746e-01         1.512812e-02        -1.030555e-03
   652.818         8.636190e-02         6.712540e-06         1.568582e-01         1.512589e-02        -1.032678e-03
   653.644         8.489590e-02         6.486582e-06         1.551824e-01         1.496534e-02        -1.024052e-03
   654.470         8.359330e-02         6.289056e-06         1.514188e-01         1.460602e-02        -1.001916e-03
   655.296         8.056940e-02         5.842285e-06         1.466969e-01         1.415360e-02        -9.734668e-04
   656.122         7.930890e-02         5.660911e-06         1.437530e-01         1.386785e-02        -9.564648e-04
   656.948         7.958680e-02         5.700653e-06         1.446190e-01         1.394373e-02        -9.642544e-04
   657.774         8.199120e-02         6.050301e-06         1.484756e-01         1.430434e-02        -9.915638e-04
   658.599         8.465870e-02         6.450386e-06         1.527490e-01         1.470437e-02        -1.021607e-03
   659.425         8.614210e-02         6.678415e-06         1.558082e-01         1.498808e-02        -1.043771e-03
   660.251         8.691690e-02         6.799093e-06         1.576403e-01         1.515452e-02        -1.058064e-03
   661.077         8.827060e-02         7.012529e-06         1.587260e-01         1.525090e-02        -1.067795e-03
   661.903         8.822090e-02         7.004634e-06         1.592076e-01         1.529237e-02        -1.073958e-03
   662.728         8.831070e-02         7.018902e-06         1.590724e-01         1.527787e-02        -1.076333e-03
   663.554         8.818240e-02         6.998522e-06         1.585821e-01         1.523074e-02        -1.076517e-03
   664.380         8.763960e-02         6.912630e-06         1.581775e-01         1.519136e-02        -1.077429e-03
   665.206         8.803050e-02         6.974432e-06         1.580281e-01         1.517540e-02        -1.080197e-03
   666.031         8.717560e-02         6.839627e-06         1.579646e-01         1.516717e-02        -1.083592e-03
   666.857         8.789940e-02         6.953674e-06         1.578892e-01         1.515772e-02        -1.086879e-03
   667.683         8.728150e-02         6.856254e-06         1.579185e-01         1.515853e-02        -1.090803e-03
   668.508         8.783560e-02         6.943583e-06         1.580261e-01         1.516802e-02        -1.095136e-03
   669.334         8.764540e-02         6.913545e-06         1.579270e-01         1.515970e-02        -1.097796e-03
  1503.952         9.670890e-03         8.417350e-08         1.867308e-02         1.357239e-03        -7.273760e-04
  1509.148         1.112180e-02         1.113250e-07         2.128010e-02         1.553860e-03        -8.022581e-04
  1514.333         1.135870e-02         1.161181e-07         2.200592e-02         1.619194e-03        -8.069401e-04
  1519.509         1.237280e-02         1.377776e-07         2.319199e-02         1.730703e-03        -8.305322e-04
  1524.675         1.282820e-02         1.481064e-07         2.371396e-02         1.771744e-03        -8.403616e-04
  1529.831         1.273230e-02         1.459003e-07         2.380482e-02         1.800199e-03        -8.383724e-04
  1534.978         1.277220e-02         1.468162e-07         2.434190e-02         1.872033e-03        -8.432311e-04
  1540.114         1.319510e-02         1.566996e-07         2.445419e-02         1.890312e-03        -8.288280e-04
  1545.242         1.348030e-02         1.635466e-07         2.518705e-02         1.965212e-03        -8.375761e-04
