  lambda           Irr_dw           Rad_up
 630.512 1.3509959630e+00 1.2630375718e-01
 631.338 1.3463601773e+00 1.2594689499e-01
 632.164 1.3449512110e+00 1.2588605811e-01
 632.991 1.3474513477e+00 1.2622171180e-01
 633.817 1.3499945590e+00 1.2657645267e-01
 634.643 1.3497012871e+00 1.2664850405e-01
 635.470 1.3486699943e+00 1.2663180635e-01
 636.296 1.3510440595e+00 1.2693171739e-01
 637.122 1.3570854366e+00 1.2758075343e-01
 637.948 1.3615726603e+00 1.2808155100e-01
 638.775 1.3596632489e+00 1.2797158474e-01
 639.601 1.3525780017e+00 1.2736344750e-01
 640.427 1.3455489188e+00 1.2674275746e-01
 641.253 1.3420181243e+00 1.2641879568e-01
 642.079 1.3416807074e+00 1.2634792911e-01
 642.905 1.3421790868e+00 1.2629318412e-01
 643.732 1.3407497018e+00 1.2596361632e-01
 644.558 1.3356220115e+00 1.2514385569e-01
 645.384 1.3275960855e+00 1.2388750624e-01
 646.210 1.3201695890e+00 1.2259547468e-01
 647.036 1.3160566723e+00 1.2169014276e-01
 647.862 1.3136537943e+00 1.2120447382e-01
 648.688 1.3095533106e+00 1.2089562578e-01
 649.514 1.3047975330e+00 1.2074170801e-01
 650.340 1.3046573221e+00 1.2099808886e-01
 651.166 1.3104676801e+00 1.2165968618e-01
 651.992 1.3167223551e+00 1.2228308027e-01
 652.818 1.3159580381e+00 1.2226683292e-01
 653.644 1.3014092186e+00 1.2095386224e-01
 654.470 1.2699315974e+00 1.1800835101e-01
 655.296 1.2304670874e+00 1.1431802395e-01
 656.122 1.2050873527e+00 1.1202461788e-01
 656.948 1.2105861468e+00 1.1271344106e-01
 657.774 1.2405077914e+00 1.1574080400e-01
 658.599 1.2738325032e+00 1.1909407065e-01
 659.425 1.2971738908e+00 1.2149971696e-01
 660.251 1.3104577446e+00 1.2294762365e-01
 661.077 1.3177954043e+00 1.2381094362e-01
 661.903 1.3205785890e+00 1.2419686046e-01
 662.728 1.3187559725e+00 1.2409464854e-01
 663.554 1.3142942359e+00 1.2371190181e-01
 664.380 1.3106027764e+00 1.2339682048e-01
 665.206 1.3089763822e+00 1.2328310262e-01
 666.031 1.3080244919e+00 1.2323781393e-01
 666.857 1.3069701722e+00 1.2318363552e-01
 667.683 1.3068145606e+00 1.2321105542e-01
 668.508 1.3073959316e+00 1.2329743556e-01
 669.334 1.3064023246e+00 1.2321845704e-01
1503.952 2.1136669726e-01 1.4156158645e-02
1509.148 2.2974711992e-01 1.6176893032e-02
1514.333 2.3103145424e-01 1.6748630440e-02
1519.509 2.3589135375e-01 1.7636682801e-02
1524.675 2.3615425454e-01 1.8059464741e-02
1529.831 2.3350420861e-01 1.8102503888e-02
1534.978 2.3511718535e-01 1.8472753623e-02
1540.114 2.3252851086e-01 1.8578881349e-02
1545.242 2.3655930031e-01 1.9131039953e-02
1550.360 2.3318049629e-01 1.9080730400e-02
1555.468 2.2882778880e-01 1.8844611137e-02
1560.567 2.3024883557e-01 1.9153310304e-02
1565.657 2.2407055429e-01 1.8668809977e-02
1570.738 2.1555991263e-01 1.7967038928e-02
1575.809 2.0626860921e-01 1.7328352023e-02
1580.872 2.1504379823e-01 1.8134318278e-02
1585.926 2.1560534539e-01 1.8385916834e-02
1590.971 2.0824386295e-01 1.7889646185e-02
1596.007 2.1193503829e-01 1.8238713337e-02
1601.035 2.0470316421e-01 1.7620935075e-02
1606.054 2.0407185569e-01 1.7727157386e-02
1611.064 1.9965018900e-01 1.7370500837e-02
1616.066 2.0210160641e-01 1.7669833290e-02
1621.060 2.0359142127e-01 1.7976658859e-02
1626.045 2.0764751687e-01 1.8429056955e-02
1631.023 2.0539045529e-01 1.8242131094e-02
1635.992 1.9927587127e-01 1.7611878114e-02
1640.954 1.9044555637e-01 1.6771657747e-02
1645.907 1.9323936305e-01 1.7138606621e-02
1650.852 1.9274576603e-01 1.7119859734e-02
1655.790 1.9325519884e-01 1.7197374846e-02
