    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         2.180530e-01         4.279240e-05         2.233510e-01         1.141947e-02        -3.437772e-03
   631.338         2.203480e-01         4.369792e-05         2.227243e-01         1.138628e-02        -3.429585e-03
   632.164         2.251060e-01         4.560544e-05         2.226222e-01         1.137989e-02        -3.429198e-03
   632.991         2.199750e-01         4.355010e-05         2.232064e-01         1.140735e-02        -3.440839e-03
   633.817         2.224880e-01         4.455082e-05         2.238122e-01         1.143468e-02        -3.454761e-03
   634.643         2.195450e-01         4.338001e-05         2.239185e-01         1.143627e-02        -3.461403e-03
   635.470         2.281320e-01         4.683979e-05         2.238736e-01         1.143094e-02        -3.464509e-03
   636.296         2.290710e-01         4.722617e-05         2.243939e-01         1.145537e-02        -3.475036e-03
   637.122         2.309080e-01         4.798665e-05         2.255374e-01         1.151157e-02        -3.494905e-03
   637.948         2.305930e-01         4.785582e-05         2.264254e-01         1.155392e-02        -3.511704e-03
   638.775         2.260950e-01         4.600705e-05         2.262351e-01         1.154096e-02        -3.513631e-03
   639.601         2.239250e-01         4.512817e-05         2.251605e-01         1.148389e-02        -3.503842e-03
   640.427         2.253170e-01         4.569098e-05         2.240665e-01         1.142719e-02        -3.493871e-03
   641.253         2.244830e-01         4.535336e-05         2.235130e-01         1.139838e-02        -3.488942e-03
   642.079         2.286030e-01         4.703340e-05         2.234313e-01         1.139316e-02        -3.487083e-03
   642.905         2.201060e-01         4.360199e-05         2.234053e-01         1.139146e-02        -3.485722e-03
   643.732         2.200860e-01         4.359406e-05         2.229279e-01         1.136966e-02        -3.481584e-03
   644.558         2.194010e-01         4.332312e-05         2.216331e-01         1.131091e-02        -3.470074e-03
   645.384         2.225760e-01         4.458607e-05         2.196235e-01         1.122089e-02        -3.450934e-03
   646.210         2.168790e-01         4.233285e-05         2.175818e-01         1.113225e-02        -3.431915e-03
   647.036         2.123480e-01         4.058251e-05         2.161949e-01         1.107517e-02        -3.420906e-03
   647.862         2.178950e-01         4.273041e-05         2.154597e-01         1.104438e-02        -3.416042e-03
   648.688         2.121470e-01         4.050571e-05         2.149237e-01         1.101484e-02        -3.410657e-03
   649.514         2.118600e-01         4.039619e-05         2.145875e-01         1.098983e-02        -3.407662e-03
   650.340         2.166510e-01         4.224389e-05         2.149800e-01         1.100251e-02        -3.418349e-03
   651.166         2.155150e-01         4.180204e-05         2.161373e-01         1.105799e-02        -3.443504e-03
   651.992         2.171950e-01         4.245630e-05         2.172557e-01         1.111335e-02        -3.468212e-03
   652.818         2.174440e-01         4.255370e-05         2.172410e-01         1.111040e-02        -3.473411e-03
   653.644         2.143240e-01         4.134130e-05         2.149334e-01         1.099075e-02        -3.440990e-03
   654.470         2.093420e-01         3.944167e-05         2.097430e-01         1.072550e-02        -3.362193e-03
   655.296         2.020560e-01         3.674396e-05         2.032219e-01         1.039268e-02        -3.261518e-03
   656.122         1.985660e-01         3.548561e-05         1.991446e-01         1.018297e-02        -3.199378e-03
   656.948         1.999240e-01         3.597265e-05         2.003222e-01         1.023924e-02        -3.221677e-03
   657.774         2.048210e-01         3.775648e-05         2.056295e-01         1.050468e-02        -3.310934e-03
   658.599         2.101060e-01         3.973008e-05         2.115123e-01         1.079879e-02        -3.409591e-03
   659.425         2.145870e-01         4.144282e-05         2.157168e-01         1.100675e-02        -3.480133e-03
   660.251         2.183010e-01         4.288979e-05         2.182251e-01         1.112788e-02        -3.521542e-03
   661.077         2.196530e-01         4.342270e-05         2.197066e-01         1.119774e-02        -3.546224e-03
