    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         2.077920e-01         3.885976e-05         2.048341e-01         1.162555e-02        -1.243738e-03
   631.338         2.067660e-01         3.847696e-05         2.042467e-01         1.159137e-02        -1.240902e-03
   632.164         2.089370e-01         3.928920e-05         2.041408e-01         1.158439e-02        -1.240881e-03
   632.991         2.121820e-01         4.051908e-05         2.046661e-01         1.161187e-02        -1.244472e-03
   633.817         2.095810e-01         3.953178e-05         2.052128e-01         1.163957e-02        -1.248163e-03
   634.643         2.148820e-01         4.155685e-05         2.053015e-01         1.164140e-02        -1.249295e-03
   635.470         2.134430e-01         4.100212e-05         2.052508e-01         1.163595e-02        -1.249812e-03
   636.296         2.132960e-01         4.094567e-05         2.057178e-01         1.166038e-02        -1.253553e-03
   637.122         2.153630e-01         4.174310e-05         2.067556e-01         1.171766e-02        -1.260774e-03
   637.948         2.083060e-01         3.905225e-05         2.075585e-01         1.176196e-02        -1.266600e-03
   638.775         2.166860e-01         4.225754e-05         2.073723e-01         1.175013e-02        -1.266467e-03
   639.601         2.137740e-01         4.112939e-05         2.063753e-01         1.169199e-02        -1.261427e-03
   640.427         2.124090e-01         4.060582e-05         2.053593e-01         1.163291e-02        -1.256155e-03
   641.253         2.086060e-01         3.916482e-05         2.048365e-01         1.160296e-02        -1.253654e-03
   642.079         2.117270e-01         4.034549e-05         2.047430e-01         1.159932e-02        -1.253791e-03
   642.905         2.155770e-01         4.182610e-05         2.046976e-01         1.160075e-02        -1.254739e-03
   643.732         2.098270e-01         3.962463e-05         2.042343e-01         1.158120e-02        -1.253875e-03
   644.558         2.158840e-01         4.194531e-05         2.030167e-01         1.152233e-02        -1.249016e-03
   645.384         2.041510e-01         3.750987e-05         2.011379e-01         1.142984e-02        -1.240576e-03
   646.210         2.067720e-01         3.847919e-05         1.992264e-01         1.133758e-02        -1.232177e-03
   647.036         2.026990e-01         3.697820e-05         1.979182e-01         1.127735e-02        -1.227187e-03
   647.862         2.023470e-01         3.684988e-05         1.972172e-01         1.124488e-02        -1.224913e-03
   648.688         2.007720e-01         3.627846e-05         1.967118e-01         1.121499e-02        -1.222455e-03
   649.514         2.027590e-01         3.700009e-05         1.963978e-01         1.119039e-02        -1.220267e-03
   650.340         2.010780e-01         3.638913e-05         1.967509e-01         1.120402e-02        -1.222329e-03
   651.166         2.029330e-01         3.706362e-05         1.977990e-01         1.126092e-02        -1.229425e-03
   651.992         2.032640e-01         3.718463e-05         1.988084e-01         1.131787e-02        -1.236795e-03
   652.818         2.045450e-01         3.765479e-05         1.987810e-01         1.131589e-02        -1.237917e-03
   653.644         2.007580e-01         3.627340e-05         1.966546e-01         1.119513e-02        -1.226243e-03
   654.470         1.974150e-01         3.507541e-05         1.918889e-01         1.092554e-02        -1.198468e-03
   655.296         1.923940e-01         3.331391e-05         1.859067e-01         1.058624e-02        -1.163163e-03
   656.122         1.874320e-01         3.161768e-05         1.821642e-01         1.037154e-02        -1.141464e-03
   656.948         1.897760e-01         3.241344e-05         1.832339e-01         1.042737e-02        -1.149224e-03
   657.774         1.942880e-01         3.397304e-05         1.880841e-01         1.069649e-02        -1.180022e-03
   658.599         1.989340e-01         3.561726e-05         1.934613e-01         1.099541e-02        -1.213394e-03
   659.425         2.028900e-01         3.704792e-05         1.973031e-01         1.120743e-02        -1.235742e-03
   660.251         2.058870e-01         3.815051e-05         1.995937e-01         1.133154e-02        -1.245976e-03
   661.077         2.067740e-01         3.847994e-05         2.009446e-01         1.140286e-02        -1.247578e-03
   661.903         2.076580e-01         3.880966e-05         2.015397e-01         1.143270e-02        -1.242461e-03
   662.728         2.083890e-01         3.908338e-05         2.013632e-01         1.142045e-02        -1.231736e-03
   663.554         2.084820e-01         3.911827e-05         2.007416e-01         1.138389e-02        -1.218166e-03
   664.380         2.061930e-01         3.826400e-05         2.002281e-01         1.135343e-02        -1.205317e-03
   665.206         2.071820e-01         3.863194e-05         2.000351e-01         1.134082e-02        -1.194436e-03
   666.031         2.063830e-01         3.833455e-05         1.999494e-01         1.133434e-02        -1.184238e-03
   666.857         2.060290e-01         3.820315e-05         1.998480e-01         1.132728e-02        -1.173950e-03
   667.683         2.052000e-01         3.789634e-05         1.998793e-01         1.132792e-02        -1.164568e-03
   668.508         2.069050e-01         3.852871e-05         2.000117e-01         1.133452e-02        -1.156426e-03
   669.334         2.071180e-01         3.860808e-05         1.998867e-01         1.132712e-02        -1.148289e-03
  1503.952         1.949260e-02         3.419653e-07         1.978976e-02         5.997578e-04        -7.802327e-04
  1509.148         2.242180e-02         4.524634e-07         2.267777e-02         7.013583e-04        -8.619441e-04
  1514.333         2.423210e-02         5.284752e-07         2.357581e-02         7.457839e-04        -8.602439e-04
  1519.509         2.540810e-02         5.810144e-07         2.499108e-02         8.109762e-04        -8.755675e-04
  1524.675         2.656880e-02         6.353110e-07         2.562434e-02         8.416156e-04        -8.756059e-04
  1529.831         2.659060e-02         6.363540e-07         2.583371e-02         8.669676e-04        -8.633606e-04
  1534.978         2.716320e-02         6.640555e-07         2.656641e-02         9.150538e-04        -8.656926e-04
  1540.114         2.776270e-02         6.936908e-07         2.679737e-02         9.384981e-04        -8.495422e-04
  1545.242         2.873800e-02         7.432854e-07         2.772278e-02         9.898288e-04        -8.573894e-04
  1550.360         2.866970e-02         7.397565e-07         2.775724e-02         1.008458e-03        -8.373489e-04
  1555.468         2.833270e-02         7.224677e-07         2.755184e-02         1.019315e-03        -8.139870e-04
  1560.567         2.934040e-02         7.747732e-07         2.803802e-02         1.047977e-03        -8.103201e-04
  1565.657         2.818750e-02         7.150816e-07         2.746496e-02         1.044975e-03        -7.779145e-04
  1570.738         2.760040e-02         6.856039e-07         2.649908e-02         1.021541e-03        -7.351639e-04
  1575.809         2.614060e-02         6.149979e-07         2.559475e-02         9.945161e-04        -6.992373e-04
  1580.872         2.769770e-02         6.904463e-07         2.694096e-02         1.064021e-03        -7.247733e-04
  1585.926         2.811980e-02         7.116508e-07         2.739555e-02         1.095390e-03        -7.213457e-04
  1590.971         2.764290e-02         6.877169e-07         2.672357e-02         1.080884e-03        -6.889462e-04
  1596.007         2.820830e-02         7.161374e-07         2.728939e-02         1.112667e-03        -6.935873e-04
  1601.035         2.673200e-02         6.431398e-07         2.640026e-02         1.084394e-03        -6.614880e-04
  1606.054         2.753830e-02         6.825222e-07         2.653702e-02         1.092610e-03        -6.562007e-04
  1611.064         2.676360e-02         6.446613e-07         2.611135e-02         1.087486e-03        -6.381333e-04
  1616.066         2.757190e-02         6.841887e-07         2.665530e-02         1.120541e-03        -6.433857e-04
  1621.060         2.817400e-02         7.143968e-07         2.710224e-02         1.141420e-03        -6.458943e-04
  1626.045         2.858800e-02         7.355464e-07         2.779532e-02         1.174520e-03        -6.568851e-04
  1631.023         2.829240e-02         7.204139e-07         2.754010e-02         1.168947e-03        -6.459688e-04
  1635.992         2.746720e-02         6.790024e-07         2.669666e-02         1.143187e-03        -6.239192e-04
  1640.954         2.659510e-02         6.365694e-07         2.550644e-02         1.100717e-03        -5.930282e-04
  1645.907         2.718560e-02         6.651512e-07         2.599112e-02         1.119791e-03        -5.970521e-04
  1650.852         2.674270e-02         6.436548e-07         2.599744e-02         1.125959e-03        -5.917524e-04
  1655.790         2.699580e-02         6.558959e-07         2.613429e-02         1.134958e-03        -5.920651e-04
