    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         9.154330e-02         7.542158e-06         8.572870e-02         1.804701e-02        -6.738819e-04
   631.338         9.085760e-02         7.429593e-06         8.548923e-02         1.799536e-02        -6.721275e-04
   632.164         9.053420e-02         7.376797e-06         8.544984e-02         1.798645e-02        -6.719820e-04
   632.991         8.976540e-02         7.252044e-06         8.568536e-02         1.803149e-02        -6.738968e-04
   633.817         9.178670e-02         7.582318e-06         8.593897e-02         1.807655e-02        -6.758699e-04
   634.643         9.173190e-02         7.573267e-06         8.600107e-02         1.808062e-02        -6.763577e-04
   635.470         9.186100e-02         7.594599e-06         8.600050e-02         1.807298e-02        -6.764462e-04
   636.296         9.184640e-02         7.592185e-06         8.621177e-02         1.811238e-02        -6.783285e-04
   637.122         9.217030e-02         7.645828e-06         8.665628e-02         1.820417e-02        -6.821427e-04
   637.948         8.820170e-02         7.001586e-06         8.699669e-02         1.827705e-02        -6.851208e-04
   638.775         9.346880e-02         7.862775e-06         8.692233e-02         1.826270e-02        -6.847166e-04
   639.601         9.495100e-02         8.114123e-06         8.651267e-02         1.817516e-02        -6.815658e-04
   640.427         9.202900e-02         7.622403e-06         8.609474e-02         1.808500e-02        -6.783733e-04
   641.253         8.607080e-02         6.667364e-06         8.587243e-02         1.803946e-02        -6.769478e-04
   642.079         9.046370e-02         7.365313e-06         8.581231e-02         1.803399e-02        -6.771870e-04
   642.905         9.006610e-02         7.300712e-06         8.575226e-02         1.803526e-02        -6.778271e-04
   643.732         8.978580e-02         7.255341e-06         8.549200e-02         1.800313e-02        -6.772552e-04
   644.558         9.118040e-02         7.482479e-06         8.487923e-02         1.790967e-02        -6.743308e-04
   645.384         9.197840e-02         7.614023e-06         8.394690e-02         1.776415e-02        -6.693705e-04
   646.210         8.815990e-02         6.994951e-06         8.297738e-02         1.761950e-02        -6.643656e-04
   647.036         8.775050e-02         6.930135e-06         8.228162e-02         1.752551e-02        -6.612017e-04
   647.862         8.733490e-02         6.864646e-06         8.190665e-02         1.747612e-02        -6.596660e-04
   648.688         8.603270e-02         6.661463e-06         8.169674e-02         1.743269e-02        -6.583521e-04
   649.514         8.691030e-02         6.798060e-06         8.162177e-02         1.739863e-02        -6.574829e-04
   650.340         8.684580e-02         6.787974e-06         8.182485e-02         1.742324e-02        -6.589917e-04
   651.166         8.780550e-02         6.938825e-06         8.228444e-02         1.751336e-02        -6.631283e-04
   651.992         8.833350e-02         7.022527e-06         8.270623e-02         1.760273e-02        -6.673320e-04
   652.818         8.808490e-02         6.983055e-06         8.269305e-02         1.760089e-02        -6.681292e-04
   653.644         8.587300e-02         6.636755e-06         8.179780e-02         1.741474e-02        -6.619546e-04
   654.470         8.468860e-02         6.454943e-06         7.979140e-02         1.699692e-02        -6.469842e-04
