  lambda           Irr_dw           Rad_up
 630.512 1.3552186860e+00 1.6077435743e-01
 631.338 1.3505744166e+00 1.6031866913e-01
 632.164 1.3491664139e+00 1.6024179113e-01
 632.991 1.3516808114e+00 1.6066498306e-01
 633.817 1.3542370696e+00 1.6110834070e-01
 634.643 1.3539439256e+00 1.6119198437e-01
 635.470 1.3529074439e+00 1.6116483471e-01
 636.296 1.3552869922e+00 1.6154278966e-01
 637.122 1.3613468317e+00 1.6236749326e-01
 637.948 1.3658479877e+00 1.6300589520e-01
 638.775 1.3639306393e+00 1.6286704757e-01
 639.601 1.3568183006e+00 1.6209205247e-01
 640.427 1.3497592201e+00 1.6130106490e-01
 641.253 1.3462058199e+00 1.6089263481e-01
 642.079 1.3458510923e+00 1.6081453659e-01
 642.905 1.3463287464e+00 1.6076642966e-01
 643.732 1.3448642274e+00 1.6038055480e-01
 644.558 1.3396779383e+00 1.5938812451e-01
 645.384 1.3315714797e+00 1.5786026389e-01
 646.210 1.3240602559e+00 1.5629811789e-01
 647.036 1.3198807112e+00 1.5521801616e-01
 647.862 1.3174385045e+00 1.5464023086e-01
 648.688 1.3133205559e+00 1.5424768766e-01
 649.514 1.3085616662e+00 1.5402637808e-01
 650.340 1.3084291631e+00 1.5432858853e-01
 651.166 1.3142523794e+00 1.5516378798e-01
 651.992 1.3205156829e+00 1.5596092706e-01
 652.818 1.3197421710e+00 1.5594392245e-01
 653.644 1.3051442279e+00 1.5427716653e-01
 654.470 1.2735642934e+00 1.5053451280e-01
 655.296 1.2339740419e+00 1.4583913494e-01
 656.122 1.2085154235e+00 1.4291162932e-01
 656.948 1.2140321775e+00 1.4377203228e-01
 657.774 1.2440469972e+00 1.4760591825e-01
 658.599 1.2774757540e+00 1.5185410466e-01
 659.425 1.3008914947e+00 1.5489526963e-01
 660.251 1.3142194157e+00 1.5671626423e-01
 661.077 1.3215818944e+00 1.5779511427e-01
 661.903 1.3243728477e+00 1.5827306799e-01
 662.728 1.3225401248e+00 1.5813759028e-01
 663.554 1.3180576448e+00 1.5764893187e-01
 664.380 1.3143467815e+00 1.5724556178e-01
 665.206 1.3127071485e+00 1.5709589283e-01
 666.031 1.3117442786e+00 1.5703162114e-01
 666.857 1.3106786270e+00 1.5695535973e-01
 667.683 1.3105137858e+00 1.5698322471e-01
 668.508 1.3110873880e+00 1.5708896785e-01
 669.334 1.3100809381e+00 1.5698947013e-01
1503.952 2.1140919722e-01 1.8373209827e-02
1509.148 2.2979625512e-01 2.0947247893e-02
1514.333 2.3108207211e-01 2.1669073318e-02
1519.509 2.3594585706e-01 2.2842908181e-02
1524.675 2.3620956931e-01 2.3359971438e-02
1529.831 2.3356028879e-01 2.3450475911e-02
1534.978 2.3517497063e-01 2.3983234538e-02
1540.114 2.3258663749e-01 2.4099775782e-02
1545.242 2.3661982581e-01 2.4826863928e-02
1550.360 2.3324089910e-01 2.4761691900e-02
1555.468 2.2888759171e-01 2.4482647903e-02
1560.567 2.3030858410e-01 2.4853720961e-02
1565.657 2.2412734469e-01 2.4253810273e-02
1570.738 2.1561150548e-01 2.3334489253e-02
1575.809 2.0631816603e-01 2.2496187587e-02
1580.872 2.1509655562e-01 2.3594589382e-02
1585.926 2.1566012230e-01 2.3923118846e-02
1590.971 2.0829677843e-01 2.3273573912e-02
1596.007 2.1198746434e-01 2.3723803433e-02
1601.035 2.0475155170e-01 2.2912597296e-02
1606.054 2.0412008105e-01 2.3016263595e-02
1611.064 1.9969772122e-01 2.2589795569e-02
1616.066 2.0215118105e-01 2.3009970206e-02
1621.060 2.0364231625e-01 2.3382062279e-02
1626.045 2.0769978575e-01 2.3961295906e-02
1631.023 2.0544107156e-01 2.3718511165e-02
1635.992 1.9932408383e-01 2.2949818782e-02
1640.954 1.9049099540e-01 2.1890514720e-02
1645.907 1.9328450320e-01 2.2312115978e-02
1650.852 1.9279030197e-01 2.2290726776e-02
1655.790 1.9329999086e-01 2.2395282268e-02
