    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         9.565790e-02         8.235390e-06         9.973769e-02         1.969424e-02        -2.275649e-03
   631.338         9.936540e-02         8.886134e-06         9.946849e-02         1.963903e-02        -2.272033e-03
   632.164         9.907560e-02         8.834377e-06         9.943214e-02         1.963013e-02        -2.273395e-03
   632.991         9.844810e-02         8.722826e-06         9.971247e-02         1.967984e-02        -2.281572e-03
   633.817         9.713070e-02         8.490936e-06         1.000110e-01         1.972970e-02        -2.289886e-03
   634.643         9.955370e-02         8.919845e-06         1.000863e-01         1.973548e-02        -2.292904e-03
   635.470         9.703760e-02         8.474666e-06         1.000899e-01         1.972911e-02        -2.293889e-03
   636.296         9.749720e-02         8.555134e-06         1.003419e-01         1.977376e-02        -2.300110e-03
   637.122         9.770290e-02         8.591271e-06         1.008675e-01         1.987408e-02        -2.312530e-03
   637.948         1.000230e-01         9.004140e-06         1.012738e-01         1.995228e-02        -2.322677e-03
   638.775         9.906520e-02         8.832522e-06         1.011974e-01         1.993552e-02        -2.322556e-03
   639.601         9.867800e-02         8.763613e-06         1.007295e-01         1.984082e-02        -2.314366e-03
   640.427         9.773250e-02         8.596477e-06         1.002525e-01         1.974539e-02        -2.306974e-03
   641.253         9.937620e-02         8.888066e-06         1.000069e-01         1.970017e-02        -2.306022e-03
   642.079         9.990340e-02         8.982620e-06         9.995573e-02         1.969962e-02        -2.310729e-03
   642.905         9.886230e-02         8.796379e-06         9.991039e-02         1.970629e-02        -2.316652e-03
   643.732         9.587410e-02         8.272659e-06         9.963881e-02         1.967539e-02        -2.318310e-03
   644.558         9.599190e-02         8.293000e-06         9.896662e-02         1.957655e-02        -2.311901e-03
   645.384         9.684610e-02         8.441250e-06         9.793402e-02         1.942061e-02        -2.298650e-03
   646.210         9.395030e-02         7.943993e-06         9.686481e-02         1.926542e-02        -2.285315e-03
   647.036         9.445900e-02         8.030252e-06         9.610874e-02         1.916485e-02        -2.278130e-03
   647.862         9.488250e-02         8.102420e-06         9.570772e-02         1.911205e-02        -2.276147e-03
   648.688         9.349340e-02         7.866914e-06         9.547539e-02         1.906501e-02        -2.274326e-03
   649.514         9.238710e-02         7.681839e-06         9.538466e-02         1.902790e-02        -2.273409e-03
   650.340         9.397920e-02         7.948881e-06         9.561829e-02         1.905547e-02        -2.280392e-03
   651.166         9.452590e-02         8.041631e-06         9.616067e-02         1.915600e-02        -2.296484e-03
   651.992         9.521280e-02         8.158930e-06         9.666509e-02         1.925663e-02        -2.312735e-03
   652.818         9.565630e-02         8.235115e-06         9.666236e-02         1.925726e-02        -2.316868e-03
   653.644         9.341370e-02         7.853507e-06         9.563104e-02         1.905562e-02        -2.296690e-03
   654.470         9.110510e-02         7.470125e-06         9.330405e-02         1.860037e-02        -2.246141e-03
   655.296         8.822860e-02         7.005857e-06         9.039001e-02         1.802641e-02        -2.181187e-03
   656.122         8.674740e-02         6.772600e-06         8.859084e-02         1.766476e-02        -2.141435e-03
   656.948         8.769990e-02         6.922145e-06         8.916192e-02         1.776404e-02        -2.157023e-03
   657.774         8.983810e-02         7.263796e-06         9.158937e-02         1.822658e-02        -2.216481e-03
   658.599         9.284620e-02         7.758375e-06         9.427529e-02         1.873961e-02        -2.282209e-03
   659.425         9.435350e-02         8.012325e-06         9.620970e-02         1.910429e-02        -2.330369e-03
   660.251         9.579880e-02         8.259669e-06         9.738427e-02         1.931952e-02        -2.361071e-03
   661.077         9.646650e-02         8.375207e-06         9.809243e-02         1.944594e-02        -2.381524e-03
   661.903         9.731890e-02         8.523871e-06         9.841588e-02         1.950288e-02        -2.393169e-03
   662.728         9.636720e-02         8.357974e-06         9.834570e-02         1.948865e-02        -2.394926e-03
   663.554         9.677910e-02         8.429575e-06         9.804987e-02         1.943305e-02        -2.390688e-03
   664.380         9.637520e-02         8.359361e-06         9.780828e-02         1.938732e-02        -2.387531e-03
   665.206         9.615950e-02         8.321984e-06         9.772834e-02         1.937050e-02        -2.388099e-03
   666.031         9.640160e-02         8.363942e-06         9.770385e-02         1.936194e-02        -2.389884e-03
   666.857         9.615700e-02         8.321552e-06         9.767278e-02         1.935085e-02        -2.391888e-03
   667.683         9.622630e-02         8.333551e-06         9.770649e-02         1.935304e-02        -2.396270e-03
   668.508         9.628570e-02         8.343842e-06         9.778539e-02         1.936695e-02        -2.402454e-03
   669.334         9.614190e-02         8.318938e-06         9.772999e-02         1.935855e-02        -2.405656e-03
  1503.952         1.375580e-02         1.702998e-07         1.445113e-02         2.815930e-03        -1.009921e-03
  1509.148         1.602300e-02         2.310629e-07         1.640782e-02         3.163867e-03        -1.121103e-03
  1514.333         1.625200e-02         2.377148e-07         1.689111e-02         3.242938e-03        -1.136178e-03
  1519.509         1.704690e-02         2.615371e-07         1.766828e-02         3.416630e-03        -1.180153e-03
  1524.675         1.770820e-02         2.822223e-07         1.803618e-02         3.458599e-03        -1.188595e-03
  1529.831         1.775200e-02         2.836202e-07         1.798826e-02         3.477024e-03        -1.183657e-03
  1534.978         1.787290e-02         2.874965e-07         1.824180e-02         3.575625e-03        -1.202074e-03
  1540.114         1.830360e-02         3.015196e-07         1.827467e-02         3.567506e-03        -1.190241e-03
  1545.242         1.864010e-02         3.127080e-07         1.873424e-02         3.668901e-03        -1.211856e-03
  1550.360         1.836880e-02         3.036715e-07         1.861158e-02         3.646922e-03        -1.194072e-03
  1555.468         1.832740e-02         3.023042e-07         1.830965e-02         3.611648e-03        -1.173990e-03
  1560.567         1.843630e-02         3.059074e-07         1.857086e-02         3.638569e-03        -1.178559e-03
  1565.657         1.775230e-02         2.836297e-07         1.803802e-02         3.556743e-03        -1.145266e-03
  1570.738         1.715860e-02         2.649758e-07         1.732109e-02         3.407119e-03        -1.093228e-03
  1575.809         1.625840e-02         2.379020e-07         1.667939e-02         3.273676e-03        -1.047615e-03
  1580.872         1.717020e-02         2.653342e-07         1.739362e-02         3.456679e-03        -1.099511e-03
  1585.926         1.757810e-02         2.780906e-07         1.758861e-02         3.497444e-03        -1.107432e-03
  1590.971         1.688510e-02         2.565959e-07         1.707532e-02         3.391674e-03        -1.069710e-03
  1596.007         1.710050e-02         2.631844e-07         1.738600e-02         3.448964e-03        -1.085784e-03
  1601.035         1.648810e-02         2.446717e-07         1.677896e-02         3.320564e-03        -1.043728e-03
  1606.054         1.671040e-02         2.513137e-07         1.687829e-02         3.311585e-03        -1.041130e-03
  1611.064         1.632120e-02         2.397434e-07         1.650294e-02         3.266173e-03        -1.023861e-03
  1616.066         1.669080e-02         2.507245e-07         1.675447e-02         3.341214e-03        -1.044312e-03
  1621.060         1.693660e-02         2.581636e-07         1.704226e-02         3.377725e-03        -1.055465e-03
  1626.045         1.740290e-02         2.725748e-07         1.746631e-02         3.453214e-03        -1.079129e-03
  1631.023         1.697980e-02         2.594822e-07         1.728277e-02         3.414420e-03        -1.067175e-03
  1635.992         1.657840e-02         2.473590e-07         1.666216e-02         3.330172e-03        -1.039531e-03
  1640.954         1.581500e-02         2.251028e-07         1.584852e-02         3.193979e-03        -9.959699e-04
  1645.907         1.611110e-02         2.336108e-07         1.621004e-02         3.220219e-03        -1.005772e-03
  1650.852         1.596980e-02         2.295311e-07         1.618173e-02         3.215501e-03        -1.003905e-03
  1655.790         1.604780e-02         2.317787e-07         1.625423e-02         3.231124e-03        -1.009482e-03
